"ID","Frecuencia","Porcentaje","Frecuencia_Acumulada","Porcentaje_Acumulado"
"HP:0000834",1,0.007,13671,92.792
"HP:0000842",1,0.007,13672,92.798
"HP:0000846",1,0.007,13673,92.805
"HP:0000852",1,0.007,13674,92.812
"HP:0000855",1,0.007,13675,92.819
"HP:0000859",1,0.007,13676,92.826
"HP:0000860",1,0.007,13677,92.832
"HP:0000864",1,0.007,13678,92.839
"HP:0000882",1,0.007,13679,92.846
"HP:0000883",1,0.007,13680,92.853
"HP:0000889",1,0.007,13681,92.86
"HP:0000892",1,0.007,13682,92.866
"HP:0000912",1,0.007,13683,92.873
"HP:0000913",1,0.007,13684,92.88
"HP:0000914",1,0.007,13685,92.887
"HP:0000926",1,0.007,13686,92.894
"HP:0000940",1,0.007,13687,92.9
"HP:0000941",1,0.007,13688,92.907
"HP:0000946",1,0.007,13689,92.914
"HP:0000952",1,0.007,13690,92.921
"HP:0000968",1,0.007,13691,92.927
"HP:0000970",1,0.007,13692,92.934
"HP:0000987",1,0.007,13693,92.941
"HP:0000988",1,0.007,13694,92.948
"HP:0001004",1,0.007,13695,92.955
"HP:0001005",1,0.007,13696,92.961
"HP:0001019",1,0.007,13697,92.968
"HP:0001025",1,0.007,13698,92.975
"HP:0001029",1,0.007,13699,92.982
"HP:0001036",1,0.007,13700,92.989
"HP:0001047",1,0.007,13701,92.995
"HP:0001057",1,0.007,13702,93.002
"HP:0001058",1,0.007,13703,93.009
"HP:0001060",1,0.007,13704,93.016
"HP:0001072",1,0.007,13705,93.022
"HP:0001082",1,0.007,13706,93.029
"HP:0001090",1,0.007,13707,93.036
"HP:0001095",1,0.007,13708,93.043
"HP:0001096",1,0.007,13709,93.05
"HP:0001097",1,0.007,13710,93.056
"HP:0001107",1,0.007,13711,93.063
"HP:0001131",1,0.007,13712,93.07
"HP:0001132",1,0.007,13713,93.077
"HP:0001138",1,0.007,13714,93.084
"HP:0001141",1,0.007,13715,93.09
"HP:0001152",1,0.007,13716,93.097
"HP:0001153",1,0.007,13717,93.104
"HP:0001199",1,0.007,13718,93.111
"HP:0001211",1,0.007,13719,93.117
"HP:0001220",1,0.007,13720,93.124
"HP:0001230",1,0.007,13721,93.131
"HP:0001245",1,0.007,13722,93.138
"HP:0001271",1,0.007,13723,93.145
"HP:0001278",1,0.007,13724,93.151
"HP:0001285",1,0.007,13725,93.158
"HP:0001291",1,0.007,13726,93.165
"HP:0001293",1,0.007,13727,93.172
"HP:0001304",1,0.007,13728,93.179
"HP:0001326",1,0.007,13729,93.185
"HP:0001334",1,0.007,13730,93.192
"HP:0001335",1,0.007,13731,93.199
"HP:0001360",1,0.007,13732,93.206
"HP:0001361",1,0.007,13733,93.213
"HP:0001402",1,0.007,13734,93.219
"HP:0001409",1,0.007,13735,93.226
"HP:0001410",1,0.007,13736,93.233
"HP:0001426",1,0.007,13737,93.24
"HP:0001466",1,0.007,13738,93.246
"HP:0001530",1,0.007,13739,93.253
"HP:0001533",1,0.007,13740,93.26
"HP:0001540",1,0.007,13741,93.267
"HP:0001541",1,0.007,13742,93.274
"HP:0001544",1,0.007,13743,93.28
"HP:0001592",1,0.007,13744,93.287
"HP:0001597",1,0.007,13745,93.294
"HP:0001598",1,0.007,13746,93.301
"HP:0001600",1,0.007,13747,93.308
"HP:0001605",1,0.007,13748,93.314
"HP:0001607",1,0.007,13749,93.321
"HP:0001615",1,0.007,13750,93.328
"HP:0001621",1,0.007,13751,93.335
"HP:0001645",1,0.007,13752,93.341
"HP:0001657",1,0.007,13753,93.348
"HP:0001662",1,0.007,13754,93.355
"HP:0001674",1,0.007,13755,93.362
"HP:0001682",1,0.007,13756,93.369
"HP:0001702",1,0.007,13757,93.375
"HP:0001704",1,0.007,13758,93.382
"HP:0001708",1,0.007,13759,93.389
"HP:0001710",1,0.007,13760,93.396
"HP:0001714",1,0.007,13761,93.403
"HP:0001737",1,0.007,13762,93.409
"HP:0001743",1,0.007,13763,93.416
"HP:0001771",1,0.007,13764,93.423
"HP:0001786",1,0.007,13765,93.43
"HP:0001788",1,0.007,13766,93.437
"HP:0001798",1,0.007,13767,93.443
"HP:0001804",1,0.007,13768,93.45
"HP:0001806",1,0.007,13769,93.457
"HP:0001807",1,0.007,13770,93.464
"HP:0001810",1,0.007,13771,93.47
"HP:0001830",1,0.007,13772,93.477
"HP:0001884",1,0.007,13773,93.484
"HP:0001890",1,0.007,13774,93.491
"HP:0001891",1,0.007,13775,93.498
"HP:0001894",1,0.007,13776,93.504
"HP:0001913",1,0.007,13777,93.511
"HP:0001915",1,0.007,13778,93.518
"HP:0001931",1,0.007,13779,93.525
"HP:0001935",1,0.007,13780,93.532
"HP:0001944",1,0.007,13781,93.538
"HP:0001958",1,0.007,13782,93.545
"HP:0001967",1,0.007,13783,93.552
"HP:0001969",1,0.007,13784,93.559
"HP:0001971",1,0.007,13785,93.565
"HP:0001988",1,0.007,13786,93.572
"HP:0001992",1,0.007,13787,93.579
"HP:0002036",1,0.007,13788,93.586
"HP:0002037",1,0.007,13789,93.593
"HP:0002041",1,0.007,13790,93.599
"HP:0002046",1,0.007,13791,93.606
"HP:0002047",1,0.007,13792,93.613
"HP:0002084",1,0.007,13793,93.62
"HP:0002085",1,0.007,13794,93.627
"HP:0002088",1,0.007,13795,93.633
"HP:0002108",1,0.007,13796,93.64
"HP:0002150",1,0.007,13797,93.647
"HP:0002153",1,0.007,13798,93.654
"HP:0002155",1,0.007,13799,93.66
"HP:0002156",1,0.007,13800,93.667
"HP:0002160",1,0.007,13801,93.674
"HP:0002169",1,0.007,13802,93.681
"HP:0002170",1,0.007,13803,93.688
"HP:0002173",1,0.007,13804,93.694
"HP:0002202",1,0.007,13805,93.701
"HP:0002206",1,0.007,13806,93.708
"HP:0002208",1,0.007,13807,93.715
"HP:0002212",1,0.007,13808,93.722
"HP:0002223",1,0.007,13809,93.728
"HP:0002231",1,0.007,13810,93.735
"HP:0002242",1,0.007,13811,93.742
"HP:0002245",1,0.007,13812,93.749
"HP:0002248",1,0.007,13813,93.756
"HP:0002249",1,0.007,13814,93.762
"HP:0002253",1,0.007,13815,93.769
"HP:0002257",1,0.007,13816,93.776
"HP:0002265",1,0.007,13817,93.783
"HP:0002267",1,0.007,13818,93.789
"HP:0002268",1,0.007,13819,93.796
"HP:0002273",1,0.007,13820,93.803
"HP:0002275",1,0.007,13821,93.81
"HP:0002286",1,0.007,13822,93.817
"HP:0002299",1,0.007,13823,93.823
"HP:0002305",1,0.007,13824,93.83
"HP:0002310",1,0.007,13825,93.837
"HP:0002326",1,0.007,13826,93.844
"HP:0002331",1,0.007,13827,93.851
"HP:0002333",1,0.007,13828,93.857
"HP:0002343",1,0.007,13829,93.864
"HP:0002344",1,0.007,13830,93.871
"HP:0002345",1,0.007,13831,93.878
"HP:0002349",1,0.007,13832,93.884
"HP:0002356",1,0.007,13833,93.891
"HP:0002361",1,0.007,13834,93.898
"HP:0002363",1,0.007,13835,93.905
"HP:0002371",1,0.007,13836,93.912
"HP:0002383",1,0.007,13837,93.918
"HP:0002442",1,0.007,13838,93.925
"HP:0002446",1,0.007,13839,93.932
"HP:0002461",1,0.007,13840,93.939
"HP:0002475",1,0.007,13841,93.946
"HP:0002490",1,0.007,13842,93.952
"HP:0002494",1,0.007,13843,93.959
"HP:0002506",1,0.007,13844,93.966
"HP:0002536",1,0.007,13845,93.973
"HP:0002542",1,0.007,13846,93.98
"HP:0002544",1,0.007,13847,93.986
"HP:0002545",1,0.007,13848,93.993
"HP:0002548",1,0.007,13849,94
"HP:0002571",1,0.007,13850,94.007
"HP:0002576",1,0.007,13851,94.013
"HP:0002578",1,0.007,13852,94.02
"HP:0002585",1,0.007,13853,94.027
"HP:0002592",1,0.007,13854,94.034
"HP:0002617",1,0.007,13855,94.041
"HP:0002637",1,0.007,13856,94.047
"HP:0002640",1,0.007,13857,94.054
"HP:0002644",1,0.007,13858,94.061
"HP:0002671",1,0.007,13859,94.068
"HP:0002677",1,0.007,13860,94.075
"HP:0002678",1,0.007,13861,94.081
"HP:0002688",1,0.007,13862,94.088
"HP:0002690",1,0.007,13863,94.095
"HP:0002694",1,0.007,13864,94.102
"HP:0002708",1,0.007,13865,94.108
"HP:0002711",1,0.007,13866,94.115
"HP:0002718",1,0.007,13867,94.122
"HP:0002730",1,0.007,13868,94.129
"HP:0002747",1,0.007,13869,94.136
"HP:0002756",1,0.007,13870,94.142
"HP:0002777",1,0.007,13871,94.149
"HP:0002780",1,0.007,13872,94.156
"HP:0002786",1,0.007,13873,94.163
"HP:0002789",1,0.007,13874,94.17
"HP:0002791",1,0.007,13875,94.176
"HP:0002795",1,0.007,13876,94.183
"HP:0002815",1,0.007,13877,94.19
"HP:0002817",1,0.007,13878,94.197
"HP:0002821",1,0.007,13879,94.203
"HP:0002823",1,0.007,13880,94.21
"HP:0002828",1,0.007,13881,94.217
"HP:0002834",1,0.007,13882,94.224
"HP:0002850",1,0.007,13883,94.231
"HP:0002859",1,0.007,13884,94.237
"HP:0002860",1,0.007,13885,94.244
"HP:0002864",1,0.007,13886,94.251
"HP:0002868",1,0.007,13887,94.258
"HP:0002876",1,0.007,13888,94.265
"HP:0002882",1,0.007,13889,94.271
"HP:0002891",1,0.007,13890,94.278
"HP:0002896",1,0.007,13891,94.285
"HP:0002904",1,0.007,13892,94.292
"HP:0002912",1,0.007,13893,94.299
"HP:0002926",1,0.007,13894,94.305
"HP:0002928",1,0.007,13895,94.312
"HP:0002933",1,0.007,13896,94.319
"HP:0002936",1,0.007,13897,94.326
"HP:0002944",1,0.007,13898,94.332
"HP:0002953",1,0.007,13899,94.339
"HP:0002961",1,0.007,13900,94.346
"HP:0002970",1,0.007,13901,94.353
"HP:0002973",1,0.007,13902,94.36
"HP:0002982",1,0.007,13903,94.366
"HP:0002996",1,0.007,13904,94.373
"HP:0003003",1,0.007,13905,94.38
"HP:0003011",1,0.007,13906,94.387
"HP:0003016",1,0.007,13907,94.394
"HP:0003019",1,0.007,13908,94.4
"HP:0003021",1,0.007,13909,94.407
"HP:0003038",1,0.007,13910,94.414
"HP:0003043",1,0.007,13911,94.421
"HP:0003048",1,0.007,13912,94.427
"HP:0003049",1,0.007,13913,94.434
"HP:0003066",1,0.007,13914,94.441
"HP:0003067",1,0.007,13915,94.448
"HP:0003073",1,0.007,13916,94.455
"HP:0003077",1,0.007,13917,94.461
"HP:0003079",1,0.007,13918,94.468
"HP:0003090",1,0.007,13919,94.475
"HP:0003097",1,0.007,13920,94.482
"HP:0003100",1,0.007,13921,94.489
"HP:0003119",1,0.007,13922,94.495
"HP:0003124",1,0.007,13923,94.502
"HP:0003130",1,0.007,13924,94.509
"HP:0003134",1,0.007,13925,94.516
"HP:0003154",1,0.007,13926,94.523
"HP:0003155",1,0.007,13927,94.529
"HP:0003164",1,0.007,13928,94.536
"HP:0003175",1,0.007,13929,94.543
"HP:0003180",1,0.007,13930,94.55
"HP:0003224",1,0.007,13931,94.556
"HP:0003251",1,0.007,13932,94.563
"HP:0003259",1,0.007,13933,94.57
"HP:0003265",1,0.007,13934,94.577
"HP:0003272",1,0.007,13935,94.584
"HP:0003278",1,0.007,13936,94.59
"HP:0003302",1,0.007,13937,94.597
"HP:0003323",1,0.007,13938,94.604
"HP:0003325",1,0.007,13939,94.611
"HP:0003345",1,0.007,13940,94.618
"HP:0003348",1,0.007,13941,94.624
"HP:0003387",1,0.007,13942,94.631
"HP:0003390",1,0.007,13943,94.638
"HP:0003416",1,0.007,13944,94.645
"HP:0003422",1,0.007,13945,94.651
"HP:0003445",1,0.007,13946,94.658
"HP:0003453",1,0.007,13947,94.665
"HP:0003457",1,0.007,13948,94.672
"HP:0003458",1,0.007,13949,94.679
"HP:0003469",1,0.007,13950,94.685
"HP:0003493",1,0.007,13951,94.692
"HP:0003496",1,0.007,13952,94.699
"HP:0003517",1,0.007,13953,94.706
"HP:0003542",1,0.007,13954,94.713
"HP:0003552",1,0.007,13955,94.719
"HP:0003561",1,0.007,13956,94.726
"HP:0003574",1,0.007,13957,94.733
"HP:0003639",1,0.007,13958,94.74
"HP:0003648",1,0.007,13959,94.746
"HP:0003677",1,0.007,13960,94.753
"HP:0003680",1,0.007,13961,94.76
"HP:0003700",1,0.007,13962,94.767
"HP:0003724",1,0.007,13963,94.774
"HP:0003743",1,0.007,13964,94.78
"HP:0003781",1,0.007,13965,94.787
"HP:0003782",1,0.007,13966,94.794
"HP:0003808",1,0.007,13967,94.801
"HP:0003811",1,0.007,13968,94.808
"HP:0003828",1,0.007,13969,94.814
"HP:0003835",1,0.007,13970,94.821
"HP:0003879",1,0.007,13971,94.828
"HP:0003911",1,0.007,13972,94.835
"HP:0003974",1,0.007,13973,94.842
"HP:0003997",1,0.007,13974,94.848
"HP:0004058",1,0.007,13975,94.855
"HP:0004233",1,0.007,13976,94.862
"HP:0004295",1,0.007,13977,94.869
"HP:0004299",1,0.007,13978,94.875
"HP:0004306",1,0.007,13979,94.882
"HP:0004308",1,0.007,13980,94.889
"HP:0004327",1,0.007,13981,94.896
"HP:0004332",1,0.007,13982,94.903
"HP:0004334",1,0.007,13983,94.909
"HP:0004348",1,0.007,13984,94.916
"HP:0004370",1,0.007,13985,94.923
"HP:0004373",1,0.007,13986,94.93
"HP:0004377",1,0.007,13987,94.937
"HP:0004378",1,0.007,13988,94.943
"HP:0004381",1,0.007,13989,94.95
"HP:0004385",1,0.007,13990,94.957
"HP:0004389",1,0.007,13991,94.964
"HP:0004409",1,0.007,13992,94.97
"HP:0004426",1,0.007,13993,94.977
"HP:0004428",1,0.007,13994,94.984
"HP:0004429",1,0.007,13995,94.991
"HP:0004463",1,0.007,13996,94.998
"HP:0004469",1,0.007,13997,95.004
"HP:0004493",1,0.007,13998,95.011
"HP:0004502",1,0.007,13999,95.018
"HP:0004523",1,0.007,14000,95.025
"HP:0004540",1,0.007,14001,95.032
"HP:0004626",1,0.007,14002,95.038
"HP:0004681",1,0.007,14003,95.045
"HP:0004684",1,0.007,14004,95.052
"HP:0004692",1,0.007,14005,95.059
"HP:0004696",1,0.007,14006,95.065
"HP:0004768",1,0.007,14007,95.072
"HP:0004780",1,0.007,14008,95.079
"HP:0004785",1,0.007,14009,95.086
"HP:0004798",1,0.007,14010,95.093
"HP:0004828",1,0.007,14011,95.099
"HP:0004840",1,0.007,14012,95.106
"HP:0004878",1,0.007,14013,95.113
"HP:0004879",1,0.007,14014,95.12
"HP:0004891",1,0.007,14015,95.127
"HP:0004918",1,0.007,14016,95.133
"HP:0004934",1,0.007,14017,95.14
"HP:0004987",1,0.007,14018,95.147
"HP:0005011",1,0.007,14019,95.154
"HP:0005026",1,0.007,14020,95.161
"HP:0005115",1,0.007,14021,95.167
"HP:0005135",1,0.007,14022,95.174
"HP:0005164",1,0.007,14023,95.181
"HP:0005176",1,0.007,14024,95.188
"HP:0005181",1,0.007,14025,95.194
"HP:0005184",1,0.007,14026,95.201
"HP:0005193",1,0.007,14027,95.208
"HP:0005249",1,0.007,14028,95.215
"HP:0005268",1,0.007,14029,95.222
"HP:0005278",1,0.007,14030,95.228
"HP:0005288",1,0.007,14031,95.235
"HP:0005302",1,0.007,14032,95.242
"HP:0005324",1,0.007,14033,95.249
"HP:0005326",1,0.007,14034,95.256
"HP:0005345",1,0.007,14035,95.262
"HP:0005357",1,0.007,14036,95.269
"HP:0005359",1,0.007,14037,95.276
"HP:0005407",1,0.007,14038,95.283
"HP:0005421",1,0.007,14039,95.289
"HP:0005425",1,0.007,14040,95.296
"HP:0005445",1,0.007,14041,95.303
"HP:0005473",1,0.007,14042,95.31
"HP:0005490",1,0.007,14043,95.317
"HP:0005513",1,0.007,14044,95.323
"HP:0005522",1,0.007,14045,95.33
"HP:0005547",1,0.007,14046,95.337
"HP:0005550",1,0.007,14047,95.344
"HP:0005561",1,0.007,14048,95.351
"HP:0005564",1,0.007,14049,95.357
"HP:0005565",1,0.007,14050,95.364
"HP:0005590",1,0.007,14051,95.371
"HP:0005599",1,0.007,14052,95.378
"HP:0005602",1,0.007,14053,95.385
"HP:0005607",1,0.007,14054,95.391
"HP:0005617",1,0.007,14055,95.398
"HP:0005620",1,0.007,14056,95.405
"HP:0005656",1,0.007,14057,95.412
"HP:0005659",1,0.007,14058,95.418
"HP:0005684",1,0.007,14059,95.425
"HP:0005736",1,0.007,14060,95.432
"HP:0005764",1,0.007,14061,95.439
"HP:0005780",1,0.007,14062,95.446
"HP:0005863",1,0.007,14063,95.452
"HP:0005867",1,0.007,14064,95.459
"HP:0005871",1,0.007,14065,95.466
"HP:0005916",1,0.007,14066,95.473
"HP:0005947",1,0.007,14067,95.48
"HP:0005989",1,0.007,14068,95.486
"HP:0006000",1,0.007,14069,95.493
"HP:0006028",1,0.007,14070,95.5
"HP:0006094",1,0.007,14071,95.507
"HP:0006143",1,0.007,14072,95.513
"HP:0006155",1,0.007,14073,95.52
"HP:0006185",1,0.007,14074,95.527
"HP:0006208",1,0.007,14075,95.534
"HP:0006248",1,0.007,14076,95.541
"HP:0006265",1,0.007,14077,95.547
"HP:0006276",1,0.007,14078,95.554
"HP:0006313",1,0.007,14079,95.561
"HP:0006315",1,0.007,14080,95.568
"HP:0006342",1,0.007,14081,95.575
"HP:0006352",1,0.007,14082,95.581
"HP:0006355",1,0.007,14083,95.588
"HP:0006361",1,0.007,14084,95.595
"HP:0006383",1,0.007,14085,95.602
"HP:0006385",1,0.007,14086,95.608
"HP:0006387",1,0.007,14087,95.615
"HP:0006390",1,0.007,14088,95.622
"HP:0006402",1,0.007,14089,95.629
"HP:0006434",1,0.007,14090,95.636
"HP:0006442",1,0.007,14091,95.642
"HP:0006466",1,0.007,14092,95.649
"HP:0006471",1,0.007,14093,95.656
"HP:0006476",1,0.007,14094,95.663
"HP:0006480",1,0.007,14095,95.67
"HP:0006498",1,0.007,14096,95.676
"HP:0006511",1,0.007,14097,95.683
"HP:0006519",1,0.007,14098,95.69
"HP:0006587",1,0.007,14099,95.697
"HP:0006660",1,0.007,14100,95.704
"HP:0006692",1,0.007,14101,95.71
"HP:0006716",1,0.007,14102,95.717
"HP:0006737",1,0.007,14103,95.724
"HP:0006740",1,0.007,14104,95.731
"HP:0006748",1,0.007,14105,95.737
"HP:0006767",1,0.007,14106,95.744
"HP:0006775",1,0.007,14107,95.751
"HP:0006801",1,0.007,14108,95.758
"HP:0006813",1,0.007,14109,95.765
"HP:0006850",1,0.007,14110,95.771
"HP:0006934",1,0.007,14111,95.778
"HP:0006958",1,0.007,14112,95.785
"HP:0006986",1,0.007,14113,95.792
"HP:0006999",1,0.007,14114,95.799
"HP:0007011",1,0.007,14115,95.805
"HP:0007020",1,0.007,14116,95.812
"HP:0007024",1,0.007,14117,95.819
"HP:0007042",1,0.007,14118,95.826
"HP:0007047",1,0.007,14119,95.832
"HP:0007048",1,0.007,14120,95.839
"HP:0007057",1,0.007,14121,95.846
"HP:0007064",1,0.007,14122,95.853
"HP:0007068",1,0.007,14123,95.86
"HP:0007082",1,0.007,14124,95.866
"HP:0007103",1,0.007,14125,95.873
"HP:0007110",1,0.007,14126,95.88
"HP:0007141",1,0.007,14127,95.887
"HP:0007153",1,0.007,14128,95.894
"HP:0007158",1,0.007,14129,95.9
"HP:0007159",1,0.007,14130,95.907
"HP:0007210",1,0.007,14131,95.914
"HP:0007229",1,0.007,14132,95.921
"HP:0007281",1,0.007,14133,95.928
"HP:0007305",1,0.007,14134,95.934
"HP:0007366",1,0.007,14135,95.941
"HP:0007367",1,0.007,14136,95.948
"HP:0007372",1,0.007,14137,95.955
"HP:0007375",1,0.007,14138,95.961
"HP:0007400",1,0.007,14139,95.968
"HP:0007413",1,0.007,14140,95.975
"HP:0007417",1,0.007,14141,95.982
"HP:0007429",1,0.007,14142,95.989
"HP:0007509",1,0.007,14143,95.995
"HP:0007552",1,0.007,14144,96.002
"HP:0007605",1,0.007,14145,96.009
"HP:0007623",1,0.007,14146,96.016
"HP:0007633",1,0.007,14147,96.023
"HP:0007676",1,0.007,14148,96.029
"HP:0007687",1,0.007,14149,96.036
"HP:0007716",1,0.007,14150,96.043
"HP:0007720",1,0.007,14151,96.05
"HP:0007730",1,0.007,14152,96.056
"HP:0007733",1,0.007,14153,96.063
"HP:0007759",1,0.007,14154,96.07
"HP:0007763",1,0.007,14155,96.077
"HP:0007766",1,0.007,14156,96.084
"HP:0007773",1,0.007,14157,96.09
"HP:0007795",1,0.007,14158,96.097
"HP:0007807",1,0.007,14159,96.104
"HP:0007814",1,0.007,14160,96.111
"HP:0007824",1,0.007,14161,96.118
"HP:0007898",1,0.007,14162,96.124
"HP:0007933",1,0.007,14163,96.131
"HP:0007968",1,0.007,14164,96.138
"HP:0008000",1,0.007,14165,96.145
"HP:0008046",1,0.007,14166,96.151
"HP:0008065",1,0.007,14167,96.158
"HP:0008071",1,0.007,14168,96.165
"HP:0008093",1,0.007,14169,96.172
"HP:0008094",1,0.007,14170,96.179
"HP:0008110",1,0.007,14171,96.185
"HP:0008124",1,0.007,14172,96.192
"HP:0008125",1,0.007,14173,96.199
"HP:0008187",1,0.007,14174,96.206
"HP:0008188",1,0.007,14175,96.213
"HP:0008191",1,0.007,14176,96.219
"HP:0008197",1,0.007,14177,96.226
"HP:0008207",1,0.007,14178,96.233
"HP:0008209",1,0.007,14179,96.24
"HP:0008213",1,0.007,14180,96.247
"HP:0008221",1,0.007,14181,96.253
"HP:0008231",1,0.007,14182,96.26
"HP:0008232",1,0.007,14183,96.267
"HP:0008242",1,0.007,14184,96.274
"HP:0008282",1,0.007,14185,96.28
"HP:0008283",1,0.007,14186,96.287
"HP:0008291",1,0.007,14187,96.294
"HP:0008358",1,0.007,14188,96.301
"HP:0008364",1,0.007,14189,96.308
"HP:0008366",1,0.007,14190,96.314
"HP:0008368",1,0.007,14191,96.321
"HP:0008434",1,0.007,14192,96.328
"HP:0008441",1,0.007,14193,96.335
"HP:0008445",1,0.007,14194,96.342
"HP:0008454",1,0.007,14195,96.348
"HP:0008468",1,0.007,14196,96.355
"HP:0008472",1,0.007,14197,96.362
"HP:0008513",1,0.007,14198,96.369
"HP:0008523",1,0.007,14199,96.375
"HP:0008554",1,0.007,14200,96.382
"HP:0008593",1,0.007,14201,96.389
"HP:0008607",1,0.007,14202,96.396
"HP:0008609",1,0.007,14203,96.403
"HP:0008615",1,0.007,14204,96.409
"HP:0008625",1,0.007,14205,96.416
"HP:0008629",1,0.007,14206,96.423
"HP:0008639",1,0.007,14207,96.43
"HP:0008669",1,0.007,14208,96.437
"HP:0008683",1,0.007,14209,96.443
"HP:0008724",1,0.007,14210,96.45
"HP:0008743",1,0.007,14211,96.457
"HP:0008744",1,0.007,14212,96.464
"HP:0008751",1,0.007,14213,96.471
"HP:0008753",1,0.007,14214,96.477
"HP:0008755",1,0.007,14215,96.484
"HP:0008762",1,0.007,14216,96.491
"HP:0008796",1,0.007,14217,96.498
"HP:0008807",1,0.007,14218,96.504
"HP:0008823",1,0.007,14219,96.511
"HP:0008839",1,0.007,14220,96.518
"HP:0008940",1,0.007,14221,96.525
"HP:0008948",1,0.007,14222,96.532
"HP:0008952",1,0.007,14223,96.538
"HP:0008959",1,0.007,14224,96.545
"HP:0009004",1,0.007,14225,96.552
"HP:0009023",1,0.007,14226,96.559
"HP:0009085",1,0.007,14227,96.566
"HP:0009094",1,0.007,14228,96.572
"HP:0009110",1,0.007,14229,96.579
"HP:0009129",1,0.007,14230,96.586
"HP:0009130",1,0.007,14231,96.593
"HP:0009185",1,0.007,14232,96.599
"HP:0009275",1,0.007,14233,96.606
"HP:0009380",1,0.007,14234,96.613
"HP:0009486",1,0.007,14235,96.62
"HP:0009556",1,0.007,14236,96.627
"HP:0009577",1,0.007,14237,96.633
"HP:0009588",1,0.007,14238,96.64
"HP:0009589",1,0.007,14239,96.647
"HP:0009592",1,0.007,14240,96.654
"HP:0009593",1,0.007,14241,96.661
"HP:0009601",1,0.007,14242,96.667
"HP:0009602",1,0.007,14243,96.674
"HP:0009640",1,0.007,14244,96.681
"HP:0009650",1,0.007,14245,96.688
"HP:0009697",1,0.007,14246,96.694
"HP:0009702",1,0.007,14247,96.701
"HP:0009726",1,0.007,14248,96.708
"HP:0009733",1,0.007,14249,96.715
"HP:0009746",1,0.007,14250,96.722
"HP:0009747",1,0.007,14251,96.728
"HP:0009755",1,0.007,14252,96.735
"HP:0009777",1,0.007,14253,96.742
"HP:0009794",1,0.007,14254,96.749
"HP:0009795",1,0.007,14255,96.756
"HP:0009811",1,0.007,14256,96.762
"HP:0009824",1,0.007,14257,96.769
"HP:0009829",1,0.007,14258,96.776
"HP:0009832",1,0.007,14259,96.783
"HP:0009892",1,0.007,14260,96.79
"HP:0009894",1,0.007,14261,96.796
"HP:0009899",1,0.007,14262,96.803
"HP:0009906",1,0.007,14263,96.81
"HP:0009907",1,0.007,14264,96.817
"HP:0009916",1,0.007,14265,96.823
"HP:0009931",1,0.007,14266,96.83
"HP:0009933",1,0.007,14267,96.837
"HP:0009939",1,0.007,14268,96.844
"HP:0009942",1,0.007,14269,96.851
"HP:0009943",1,0.007,14270,96.857
"HP:0009997",1,0.007,14271,96.864
"HP:0010047",1,0.007,14272,96.871
"HP:0010105",1,0.007,14273,96.878
"HP:0010185",1,0.007,14274,96.885
"HP:0010234",1,0.007,14275,96.891
"HP:0010252",1,0.007,14276,96.898
"HP:0010284",1,0.007,14277,96.905
"HP:0010289",1,0.007,14278,96.912
"HP:0010291",1,0.007,14279,96.918
"HP:0010293",1,0.007,14280,96.925
"HP:0010306",1,0.007,14281,96.932
"HP:0010307",1,0.007,14282,96.939
"HP:0010309",1,0.007,14283,96.946
"HP:0010311",1,0.007,14284,96.952
"HP:0010316",1,0.007,14285,96.959
"HP:0010327",1,0.007,14286,96.966
"HP:0010339",1,0.007,14287,96.973
"HP:0010443",1,0.007,14288,96.98
"HP:0010461",1,0.007,14289,96.986
"HP:0010469",1,0.007,14290,96.993
"HP:0010485",1,0.007,14291,97
"HP:0010487",1,0.007,14292,97.007
"HP:0010490",1,0.007,14293,97.014
"HP:0010493",1,0.007,14294,97.02
"HP:0010501",1,0.007,14295,97.027
"HP:0010505",1,0.007,14296,97.034
"HP:0010521",1,0.007,14297,97.041
"HP:0010524",1,0.007,14298,97.047
"HP:0010532",1,0.007,14299,97.054
"HP:0010536",1,0.007,14300,97.061
"HP:0010544",1,0.007,14301,97.068
"HP:0010550",1,0.007,14302,97.075
"HP:0010553",1,0.007,14303,97.081
"HP:0010566",1,0.007,14304,97.088
"HP:0010583",1,0.007,14305,97.095
"HP:0010584",1,0.007,14306,97.102
"HP:0010609",1,0.007,14307,97.109
"HP:0010622",1,0.007,14308,97.115
"HP:0010624",1,0.007,14309,97.122
"HP:0010648",1,0.007,14310,97.129
"HP:0010654",1,0.007,14311,97.136
"HP:0010662",1,0.007,14312,97.142
"HP:0010663",1,0.007,14313,97.149
"HP:0010665",1,0.007,14314,97.156
"HP:0010719",1,0.007,14315,97.163
"HP:0010721",1,0.007,14316,97.17
"HP:0010747",1,0.007,14317,97.176
"HP:0010752",1,0.007,14318,97.183
"HP:0010783",1,0.007,14319,97.19
"HP:0010784",1,0.007,14320,97.197
"HP:0010786",1,0.007,14321,97.204
"HP:0010788",1,0.007,14322,97.21
"HP:0010794",1,0.007,14323,97.217
"HP:0010800",1,0.007,14324,97.224
"HP:0010818",1,0.007,14325,97.231
"HP:0010831",1,0.007,14326,97.237
"HP:0010832",1,0.007,14327,97.244
"HP:0010843",1,0.007,14328,97.251
"HP:0010848",1,0.007,14329,97.258
"HP:0010867",1,0.007,14330,97.265
"HP:0010877",1,0.007,14331,97.271
"HP:0010943",1,0.007,14332,97.278
"HP:0010945",1,0.007,14333,97.285
"HP:0010952",1,0.007,14334,97.292
