"Columna","Fila","Damerau_Levenshtein","Jaccard","Cosine","Hamming","Sorensen_Dice","Jaro_Winkler"
"60","51412",NA,0.0872,0.1701,0.0872,0.1603,NA
"60","23394",NA,0.1439,0.2517,0.1439,0.2515,NA
"51412","23394",NA,0.1176,0.2257,0.1176,0.2105,NA
"60","8289",NA,0.133,0.2446,0.133,0.2348,NA
"51412","8289",NA,0.12,0.2147,0.12,0.2143,NA
"23394","8289",NA,0.1735,0.3108,0.1735,0.2957,NA
"60","57492",NA,0.1679,0.2876,0.1679,0.2875,NA
"51412","57492",NA,0.1143,0.2169,0.1143,0.2051,NA
"23394","57492",NA,0.2235,0.3656,0.2235,0.3653,NA
"8289","57492",NA,0.4788,0.6726,0.4788,0.6475,NA
"60","196528",NA,0.1549,0.2744,0.1549,0.2682,NA
"51412","196528",NA,0.1304,0.2328,0.1304,0.2308,NA
"23394","196528",NA,0.2207,0.3725,0.2207,0.3616,NA
"8289","196528",NA,0.6134,0.7624,0.6134,0.7604,NA
"57492","196528",NA,0.4494,0.6331,0.4494,0.6202,NA
"60","55870",NA,0.1015,0.2071,0.1015,0.1843,NA
"51412","55870",NA,0.1129,0.2051,0.1129,0.2029,NA
"23394","55870",NA,0.1407,0.2812,0.1407,0.2467,NA
"8289","55870",NA,0.1385,0.2484,0.1385,0.2432,NA
"57492","55870",NA,0.1204,0.2405,0.1204,0.215,NA
"196528","55870",NA,0.1408,0.2566,0.1408,0.2469,NA
"60","171023",NA,0.1104,0.1994,0.1104,0.1988,NA
"51412","171023",NA,0.0691,0.141,0.0691,0.1293,NA
"23394","171023",NA,0.1069,0.1934,0.1069,0.1932,NA
"8289","171023",NA,0.0876,0.1719,0.0876,0.1612,NA
"57492","171023",NA,0.13,0.2309,0.13,0.2301,NA
"196528","171023",NA,0.1124,0.2107,0.1124,0.2021,NA
"55870","171023",NA,0.0752,0.1632,0.0752,0.1399,NA
"60","55252",NA,0.1271,0.2698,0.1271,0.2255,NA
"51412","55252",NA,0.087,0.1659,0.087,0.16,NA
"23394","55252",NA,0.1031,0.2275,0.1031,0.1869,NA
"8289","55252",NA,0.125,0.2344,0.125,0.2222,NA
"57492","55252",NA,0.1292,0.2724,0.1292,0.2289,NA
"196528","55252",NA,0.1288,0.247,0.1288,0.2282,NA
"55870","55252",NA,0.129,0.2303,0.129,0.2286,NA
"171023","55252",NA,0.0952,0.2174,0.0952,0.1739,NA
"60","80816",NA,0.1681,0.2936,0.1681,0.2879,NA
"51412","80816",NA,0.1491,0.2623,0.1491,0.2595,NA
"23394","80816",NA,0.207,0.3522,0.207,0.3431,NA
"8289","80816",NA,0.1747,0.2986,0.1747,0.2974,NA
"57492","80816",NA,0.2083,0.3511,0.2083,0.3448,NA
"196528","80816",NA,0.2081,0.3445,0.2081,0.3445,NA
"55870","80816",NA,0.1871,0.3288,0.1871,0.3152,NA
"171023","80816",NA,0.1462,0.2649,0.1462,0.2552,NA
"55252","80816",NA,0.1603,0.3007,0.1603,0.2763,NA
"60","472",NA,0.0318,0.0619,0.0318,0.0616,NA
"51412","472",NA,0.1036,0.1944,0.1036,0.1878,NA
"23394","472",NA,0.0634,0.12,0.0634,0.1192,NA
"8289","472",NA,0.0421,0.0824,0.0421,0.0807,NA
"57492","472",NA,0.0433,0.0833,0.0433,0.083,NA
"196528","472",NA,0.0487,0.0936,0.0487,0.0928,NA
"55870","472",NA,0.0432,0.09,0.0432,0.0829,NA
"171023","472",NA,0.0743,0.1401,0.0743,0.1384,NA
"55252","472",NA,0.0227,0.0509,0.0227,0.0444,NA
"80816","472",NA,0.0435,0.0839,0.0435,0.0833,NA
"60","1822",NA,0.1048,0.1959,0.1048,0.1897,NA
"51412","1822",NA,0.1154,0.2078,0.1154,0.2069,NA
"23394","1822",NA,0.1097,0.2058,0.1097,0.1977,NA
"8289","1822",NA,0.0952,0.174,0.0952,0.1739,NA
"57492","1822",NA,0.1111,0.206,0.1111,0.2,NA
"196528","1822",NA,0.1186,0.2123,0.1186,0.2121,NA
"55870","1822",NA,0.0769,0.1469,0.0769,0.1429,NA
"171023","1822",NA,0.0649,0.1286,0.0649,0.1219,NA
"55252","1822",NA,0.1016,0.1967,0.1016,0.1844,NA
"80816","1822",NA,0.1167,0.2093,0.1167,0.209,NA
"472","1822",NA,0.0701,0.1329,0.0701,0.131,NA
"60","545",NA,0.0804,0.1562,0.0804,0.1488,NA
"51412","545",NA,0.0516,0.0982,0.0516,0.0982,NA
"23394","545",NA,0.0957,0.1852,0.0957,0.1746,NA
"8289","545",NA,0.1234,0.2197,0.1234,0.2197,NA
"57492","545",NA,0.1221,0.2279,0.1221,0.2176,NA
"196528","545",NA,0.1198,0.215,0.1198,0.2139,NA
"55870","545",NA,0.1,0.1847,0.1,0.1818,NA
"171023","545",NA,0.0469,0.0965,0.0469,0.0896,NA
"55252","545",NA,0.0569,0.1126,0.0569,0.1077,NA
"80816","545",NA,0.092,0.1696,0.092,0.1684,NA
"472","545",NA,0.0481,0.0943,0.0481,0.0917,NA
"1822","545",NA,0.0719,0.1343,0.0719,0.1341,NA
"60","546",NA,0.1254,0.2274,0.1254,0.2228,NA
"51412","546",NA,0.064,0.1389,0.064,0.1203,NA
"23394","546",NA,0.1281,0.2305,0.1281,0.2272,NA
"8289","546",NA,0.1203,0.241,0.1203,0.2147,NA
"57492","546",NA,0.1362,0.2452,0.1362,0.2398,NA
"196528","546",NA,0.1258,0.2432,0.1258,0.2235,NA
"55870","546",NA,0.0571,0.1353,0.0571,0.1081,NA
"171023","546",NA,0.1138,0.2059,0.1138,0.2043,NA
"55252","546",NA,0.052,0.1341,0.052,0.0989,NA
"80816","546",NA,0.1173,0.2271,0.1173,0.2099,NA
"472","546",NA,0.063,0.1235,0.063,0.1186,NA
"1822","546",NA,0.0641,0.1333,0.0641,0.1205,NA
"545","546",NA,0.0594,0.1276,0.0594,0.1121,NA
"60","8314",NA,0.0787,0.146,0.0787,0.1459,NA
"51412","8314",NA,0.0549,0.1118,0.0549,0.104,NA
"23394","8314",NA,0.0935,0.1711,0.0935,0.1711,NA
"8289","8314",NA,0.0788,0.154,0.0788,0.1462,NA
"57492","8314",NA,0.0867,0.1597,0.0867,0.1595,NA
"196528","8314",NA,0.083,0.1582,0.083,0.1533,NA
"55870","8314",NA,0.0748,0.1593,0.0748,0.1391,NA
"171023","8314",NA,0.0597,0.1128,0.0597,0.1127,NA
"55252","8314",NA,0.0585,0.1353,0.0585,0.1106,NA
"80816","8314",NA,0.0695,0.1337,0.0695,0.13,NA
"472","8314",NA,0.0627,0.1189,0.0627,0.118,NA
"1822","8314",NA,0.0857,0.1648,0.0857,0.1579,NA
"545","8314",NA,0.0494,0.1001,0.0494,0.0941,NA
"546","8314",NA,0.0709,0.1341,0.0709,0.1324,NA
"60","9031",NA,0.0921,0.1692,0.0921,0.1686,NA
"51412","9031",NA,0.0685,0.1402,0.0685,0.1283,NA
"23394","9031",NA,0.1346,0.2376,0.1346,0.2373,NA
"8289","9031",NA,0.087,0.171,0.087,0.16,NA
"57492","9031",NA,0.1217,0.2179,0.1217,0.217,NA
"196528","9031",NA,0.1031,0.1951,0.1031,0.1869,NA
"55870","9031",NA,0.0338,0.0764,0.0338,0.0653,NA
"171023","9031",NA,0.0725,0.1351,0.0725,0.1351,NA
"55252","9031",NA,0.0404,0.0973,0.0404,0.0776,NA
"80816","9031",NA,0.0696,0.1353,0.0696,0.1301,NA
"472","9031",NA,0.0811,0.152,0.0811,0.15,NA
"1822","9031",NA,0.0725,0.1429,0.0725,0.1352,NA
"545","9031",NA,0.0714,0.144,0.0714,0.1333,NA
"546","9031",NA,0.1161,0.2096,0.1161,0.208,NA
"8314","9031",NA,0.0469,0.0897,0.0469,0.0896,NA
"60","54880",NA,0.1396,0.2462,0.1396,0.245,NA
"51412","54880",NA,0.0462,0.0972,0.0462,0.0882,NA
"23394","54880",NA,0.1142,0.2055,0.1142,0.205,NA
"8289","54880",NA,0.1102,0.2136,0.1102,0.1986,NA
"57492","54880",NA,0.1523,0.266,0.1523,0.2644,NA
"196528","54880",NA,0.1128,0.2128,0.1128,0.2027,NA
"55870","54880",NA,0.0588,0.1312,0.0588,0.1111,NA
"171023","54880",NA,0.1023,0.1857,0.1023,0.1857,NA
"55252","54880",NA,0.0766,0.1804,0.0766,0.1423,NA
"80816","54880",NA,0.0952,0.1818,0.0952,0.1739,NA
"472","54880",NA,0.0447,0.0871,0.0447,0.0856,NA
"1822","54880",NA,0.0787,0.1551,0.0787,0.1458,NA
"545","54880",NA,0.0736,0.1492,0.0736,0.1372,NA
"546","54880",NA,0.1198,0.2151,0.1198,0.214,NA
"8314","54880",NA,0.0674,0.1266,0.0674,0.1264,NA
"9031","54880",NA,0.1114,0.2006,0.1114,0.2005,NA
"60","63035",NA,0.0508,0.1353,0.0508,0.0968,NA
"51412","63035",NA,0.1505,0.2977,0.1505,0.2617,NA
"23394","63035",NA,0.095,0.2479,0.095,0.1735,NA
"8289","63035",NA,0.0935,0.2003,0.0935,0.1709,NA
"57492","63035",NA,0.0702,0.1822,0.0702,0.1311,NA
"196528","63035",NA,0.1293,0.2793,0.1293,0.229,NA
"55870","63035",NA,0.1154,0.2214,0.1154,0.2069,NA
"171023","63035",NA,0.0443,0.1254,0.0443,0.0849,NA
"55252","63035",NA,0.0882,0.1672,0.0882,0.1622,NA
"80816","63035",NA,0.0894,0.2019,0.0894,0.1642,NA
"472","63035",NA,0.0318,0.0816,0.0318,0.0617,NA
"1822","63035",NA,0.0336,0.0776,0.0336,0.065,NA
"545","63035",NA,0.037,0.0825,0.037,0.0714,NA
"546","63035",NA,0.0433,0.135,0.0433,0.083,NA
"8314","63035",NA,0.0474,0.1301,0.0474,0.0905,NA
"9031","63035",NA,0.0288,0.0831,0.0288,0.0561,NA
"54880","63035",NA,0.0376,0.1088,0.0376,0.0724,NA
"60","2186",NA,0.1422,0.2664,0.1422,0.2489,NA
"51412","2186",NA,0.0922,0.1689,0.0922,0.1688,NA
"23394","2186",NA,0.1571,0.294,0.1571,0.2716,NA
"8289","2186",NA,0.1233,0.2203,0.1233,0.2195,NA
"57492","2186",NA,0.1275,0.2411,0.1275,0.2261,NA
"196528","2186",NA,0.1484,0.2617,0.1484,0.2584,NA
"55870","2186",NA,0.1074,0.1954,0.1074,0.194,NA
"171023","2186",NA,0.0658,0.1362,0.0658,0.1236,NA
"55252","2186",NA,0.1101,0.2043,0.1101,0.1983,NA
"80816","2186",NA,0.1384,0.2467,0.1384,0.2431,NA
"472","2186",NA,0.045,0.0898,0.045,0.0861,NA
"1822","2186",NA,0.0625,0.1185,0.0625,0.1176,NA
"545","2186",NA,0.0816,0.1512,0.0816,0.1509,NA
"546","2186",NA,0.0871,0.1875,0.0871,0.1603,NA
"8314","2186",NA,0.0603,0.1236,0.0603,0.1138,NA
"9031","2186",NA,0.061,0.127,0.061,0.1149,NA
"54880","2186",NA,0.0806,0.1662,0.0806,0.1493,NA
"63035","2186",NA,0.0619,0.1309,0.0619,0.1165,NA
"60","672",NA,0.0946,0.1729,0.0946,0.1728,NA
"51412","672",NA,0.056,0.1135,0.056,0.1061,NA
"23394","672",NA,0.0879,0.1617,0.0879,0.1617,NA
"8289","672",NA,0.1135,0.2139,0.1135,0.2039,NA
"57492","672",NA,0.1505,0.2618,0.1505,0.2617,NA
"196528","672",NA,0.1116,0.2065,0.1116,0.2007,NA
"55870","672",NA,0.0664,0.1415,0.0664,0.1244,NA
"171023","672",NA,0.0972,0.1774,0.0972,0.1771,NA
"55252","672",NA,0.0707,0.1602,0.0707,0.1321,NA
"80816","672",NA,0.1012,0.1885,0.1012,0.1838,NA
"472","672",NA,0.1111,0.2011,0.1111,0.2,NA
"1822","672",NA,0.061,0.1194,0.061,0.1149,NA
"545","672",NA,0.1013,0.1948,0.1013,0.184,NA
"546","672",NA,0.1071,0.1966,0.1071,0.1935,NA
"8314","672",NA,0.0836,0.1543,0.0836,0.1543,NA
"9031","672",NA,0.1,0.1821,0.1,0.1818,NA
"54880","672",NA,0.1254,0.2235,0.1254,0.2228,NA
"63035","672",NA,0.0319,0.088,0.0319,0.0619,NA
"2186","672",NA,0.0711,0.1434,0.0711,0.1328,NA
"60","23476",NA,0.1529,0.2661,0.1529,0.2653,NA
"51412","23476",NA,0.1026,0.193,0.1026,0.186,NA
"23394","23476",NA,0.1692,0.2911,0.1692,0.2895,NA
"8289","23476",NA,0.1538,0.2727,0.1538,0.2667,NA
"57492","23476",NA,0.2025,0.3375,0.2025,0.3368,NA
"196528","23476",NA,0.1716,0.2957,0.1716,0.2929,NA
"55870","23476",NA,0.1337,0.2568,0.1337,0.2359,NA
"171023","23476",NA,0.115,0.2086,0.115,0.2062,NA
"55252","23476",NA,0.1166,0.2402,0.1166,0.2088,NA
"80816","23476",NA,0.1691,0.2915,0.1691,0.2893,NA
"472","23476",NA,0.0672,0.1259,0.0672,0.1259,NA
"1822","23476",NA,0.0896,0.1672,0.0896,0.1645,NA
"545","23476",NA,0.1224,0.2245,0.1224,0.2182,NA
"546","23476",NA,0.1068,0.2005,0.1068,0.193,NA
"8314","23476",NA,0.0848,0.1574,0.0848,0.1564,NA
"9031","23476",NA,0.1259,0.2263,0.1259,0.2236,NA
"54880","23476",NA,0.1229,0.2222,0.1229,0.2188,NA
"63035","23476",NA,0.0719,0.1783,0.0719,0.1341,NA
"2186","23476",NA,0.1164,0.2178,0.1164,0.2085,NA
"672","23476",NA,0.1227,0.2196,0.1227,0.2185,NA
"60","7862",NA,0.095,0.2194,0.095,0.1735,NA
"51412","7862",NA,0.1359,0.2555,0.1359,0.2393,NA
"23394","7862",NA,0.1135,0.2628,0.1135,0.2039,NA
"8289","7862",NA,0.1545,0.2923,0.1545,0.2677,NA
"57492","7862",NA,0.1287,0.2867,0.1287,0.228,NA
"196528","7862",NA,0.1371,0.2717,0.1371,0.2411,NA
"55870","7862",NA,0.1829,0.3168,0.1829,0.3093,NA
"171023","7862",NA,0.0725,0.1794,0.0725,0.1351,NA
"55252","7862",NA,0.1831,0.3109,0.1831,0.3095,NA
"80816","7862",NA,0.1339,0.2679,0.1339,0.2361,NA
"472","7862",NA,0.0424,0.0981,0.0424,0.0814,NA
"1822","7862",NA,0.0813,0.1664,0.0813,0.1504,NA
"545","7862",NA,0.1091,0.2124,0.1091,0.1967,NA
"546","7862",NA,0.0536,0.1475,0.0536,0.1018,NA
"8314","7862",NA,0.0773,0.1861,0.0773,0.1435,NA
"9031","7862",NA,0.0516,0.1308,0.0516,0.0982,NA
"54880","7862",NA,0.0596,0.1518,0.0596,0.1126,NA
"63035","7862",NA,0.1379,0.2453,0.1379,0.2424,NA
"2186","7862",NA,0.1414,0.2622,0.1414,0.2478,NA
"672","7862",NA,0.0625,0.1511,0.0625,0.1176,NA
"23476","7862",NA,0.1083,0.2365,0.1083,0.1954,NA
"60","54014",NA,0,0,0,0,NA
"51412","54014",NA,0.0106,0.0281,0.0106,0.0211,NA
"23394","54014",NA,0.0055,0.0193,0.0055,0.0109,NA
"8289","54014",NA,0,0,0,0,NA
"57492","54014",NA,0.0059,0.0201,0.0059,0.0117,NA
"196528","54014",NA,0,0,0,0,NA
"55870","54014",NA,0,0,0,0,NA
"171023","54014",NA,0.005,0.0184,0.005,0.01,NA
"55252","54014",NA,0,0,0,0,NA
"80816","54014",NA,0,0,0,0,NA
"472","54014",NA,0.0274,0.0864,0.0274,0.0533,NA
"1822","54014",NA,0,0,0,0,NA
"545","54014",NA,0.0204,0.0546,0.0204,0.04,NA
"546","54014",NA,0.004,0.0162,0.004,0.0079,NA
"8314","54014",NA,0,0,0,0,NA
"9031","54014",NA,0.005,0.0183,0.005,0.0099,NA
"54880","54014",NA,0.0048,0.018,0.0048,0.0096,NA
"63035","54014",NA,0,0,0,0,NA
"2186","54014",NA,0,0,0,0,NA
"672","54014",NA,0.0111,0.0388,0.0111,0.022,NA
"23476","54014",NA,0,0,0,0,NA
"7862","54014",NA,0,0,0,0,NA
"60","254065",NA,0.0359,0.1232,0.0359,0.0694,NA
"51412","254065",NA,0.0562,0.1452,0.0562,0.1064,NA
"23394","254065",NA,0.0578,0.1992,0.0578,0.1093,NA
"8289","254065",NA,0.04,0.1095,0.04,0.0769,NA
"57492","254065",NA,0.0366,0.1244,0.0366,0.0706,NA
"196528","254065",NA,0.0442,0.1272,0.0442,0.0847,NA
"55870","254065",NA,0.1045,0.2353,0.1045,0.1892,NA
"171023","254065",NA,0.0205,0.0761,0.0205,0.0402,NA
"55252","254065",NA,0.1296,0.2665,0.1296,0.2295,NA
"80816","254065",NA,0.0522,0.1505,0.0522,0.0992,NA
"472","254065",NA,0.0136,0.0446,0.0136,0.0268,NA
"1822","254065",NA,0.0377,0.106,0.0377,0.0727,NA
"545","254065",NA,0.0532,0.1409,0.0532,0.101,NA
"546","254065",NA,0.0202,0.0839,0.0202,0.0397,NA
"8314","254065",NA,0.0276,0.0987,0.0276,0.0538,NA
"9031","254065",NA,0.0255,0.0947,0.0255,0.0498,NA
"54880","254065",NA,0.0297,0.1115,0.0297,0.0577,NA
"63035","254065",NA,0.1316,0.244,0.1316,0.2326,NA
"2186","254065",NA,0.0465,0.1193,0.0465,0.0889,NA
"672","254065",NA,0.0284,0.1002,0.0284,0.0552,NA
"23476","254065",NA,0.0486,0.155,0.0486,0.0927,NA
"7862","254065",NA,0.0816,0.1675,0.0816,0.1509,NA
"54014","254065",NA,0,0,0,0,NA
"60","990",NA,0.11,0.2188,0.11,0.1982,NA
"51412","990",NA,0.0593,0.1125,0.0593,0.1119,NA
"23394","990",NA,0.0892,0.1832,0.0892,0.1638,NA
"8289","990",NA,0.1168,0.212,0.1168,0.2092,NA
"57492","990",NA,0.1173,0.2309,0.1173,0.21,NA
"196528","990",NA,0.1361,0.2463,0.1361,0.2395,NA
"55870","990",NA,0.0603,0.1139,0.0603,0.1138,NA
"171023","990",NA,0.0644,0.1382,0.0644,0.121,NA
"55252","990",NA,0.068,0.129,0.068,0.1273,NA
"80816","990",NA,0.0897,0.17,0.0897,0.1647,NA
"472","990",NA,0.0206,0.0432,0.0206,0.0404,NA
"1822","990",NA,0.0816,0.1539,0.0816,0.1509,NA
"545","990",NA,0.1298,0.2319,0.1298,0.2297,NA
"546","990",NA,0.0674,0.1543,0.0674,0.1262,NA
"8314","990",NA,0.0398,0.086,0.0398,0.0766,NA
"9031","990",NA,0.0504,0.11,0.0504,0.096,NA
"54880","990",NA,0.0753,0.162,0.0753,0.1401,NA
"63035","990",NA,0.011,0.0236,0.011,0.0217,NA
"2186","990",NA,0.0775,0.1443,0.0775,0.1439,NA
"672","990",NA,0.0698,0.1455,0.0698,0.1304,NA
"23476","990",NA,0.1173,0.2251,0.1173,0.21,NA
"7862","990",NA,0.1333,0.2433,0.1333,0.2353,NA
"54014","990",NA,0.0127,0.0312,0.0127,0.025,NA
"254065","990",NA,0.0395,0.0968,0.0395,0.0759,NA
"60","1020",NA,0.0514,0.1404,0.0514,0.0978,NA
"51412","1020",NA,0.0396,0.0883,0.0396,0.0762,NA
"23394","1020",NA,0.0265,0.0757,0.0265,0.0515,NA
"8289","1020",NA,0.0648,0.1455,0.0648,0.1217,NA
"57492","1020",NA,0.0402,0.1103,0.0402,0.0773,NA
"196528","1020",NA,0.0574,0.1353,0.0574,0.1085,NA
"55870","1020",NA,0.0759,0.1532,0.0759,0.1412,NA
"171023","1020",NA,0.0448,0.1301,0.0448,0.0857,NA
"55252","1020",NA,0.0435,0.0867,0.0435,0.0833,NA
"80816","1020",NA,0.056,0.1333,0.056,0.1061,NA
"472","1020",NA,0.0191,0.0508,0.0191,0.0375,NA
"1822","1020",NA,0.0254,0.0604,0.0254,0.0496,NA
"545","1020",NA,0.0476,0.107,0.0476,0.0909,NA
"546","1020",NA,0.0314,0.1019,0.0314,0.0608,NA
"8314","1020",NA,0.0207,0.06,0.0207,0.0406,NA
"9031","1020",NA,0.0095,0.0288,0.0095,0.0189,NA
"54880","1020",NA,0.0186,0.0565,0.0186,0.0365,NA
"63035","1020",NA,0.0385,0.0741,0.0385,0.0741,NA
"2186","1020",NA,0.0521,0.1132,0.0521,0.099,NA
"672","1020",NA,0.0267,0.0761,0.0267,0.0521,NA
"23476","1020",NA,0.0519,0.1345,0.0519,0.0988,NA
"7862","1020",NA,0.0847,0.1591,0.0847,0.1562,NA
"54014","1020",NA,0.0244,0.049,0.0244,0.0476,NA
"254065","1020",NA,0.025,0.0506,0.025,0.0488,NA
"990","1020",NA,0.0588,0.1226,0.0588,0.1111,NA
"60","10659",NA,0.0784,0.1617,0.0784,0.1455,NA
"51412","10659",NA,0.6023,0.7573,0.6023,0.7518,NA
"23394","10659",NA,0.1058,0.2156,0.1058,0.1913,NA
"8289","10659",NA,0.0942,0.175,0.0942,0.1722,NA
"57492","10659",NA,0.0905,0.1836,0.0905,0.1659,NA
"196528","10659",NA,0.1149,0.2127,0.1149,0.2061,NA
"55870","10659",NA,0.0901,0.1653,0.0901,0.1653,NA
"171023","10659",NA,0.0513,0.1124,0.0513,0.0976,NA
"55252","10659",NA,0.0909,0.1685,0.0909,0.1667,NA
"80816","10659",NA,0.1053,0.1974,0.1053,0.1905,NA
"472","10659",NA,0.1073,0.2085,0.1073,0.1939,NA
"1822","10659",NA,0.1056,0.1954,0.1056,0.1911,NA
"545","10659",NA,0.0504,0.097,0.0504,0.0959,NA
"546","10659",NA,0.0455,0.1072,0.0455,0.087,NA
"8314","10659",NA,0.0591,0.1263,0.0591,0.1116,NA
"9031","10659",NA,0.0644,0.1397,0.0644,0.121,NA
"54880","10659",NA,0.0408,0.0914,0.0408,0.0784,NA
"63035","10659",NA,0.125,0.24,0.125,0.2222,NA
"2186","10659",NA,0.096,0.176,0.096,0.1752,NA
"672","10659",NA,0.0556,0.1183,0.0556,0.1053,NA
"23476","10659",NA,0.0939,0.1851,0.0939,0.1717,NA
"7862","10659",NA,0.1494,0.2678,0.1494,0.26,NA
"54014","10659",NA,0,0,0,0,NA
"254065","10659",NA,0.0548,0.1312,0.0548,0.1039,NA
"990","10659",NA,0.0588,0.1111,0.0588,0.1111,NA
"1020","10659",NA,0.0353,0.0747,0.0353,0.0682,NA
"60","1105",NA,0.0819,0.2143,0.0819,0.1514,NA
"51412","1105",NA,0.1042,0.2165,0.1042,0.1887,NA
"23394","1105",NA,0.0656,0.1782,0.0656,0.1231,NA
"8289","1105",NA,0.0841,0.1836,0.0841,0.1552,NA
"57492","1105",NA,0.0706,0.1855,0.0706,0.1319,NA
"196528","1105",NA,0.1017,0.2276,0.1017,0.1846,NA
"55870","1105",NA,0.1169,0.2255,0.1169,0.2093,NA
"171023","1105",NA,0.0193,0.0568,0.0193,0.0379,NA
"55252","1105",NA,0.1061,0.1986,0.1061,0.1918,NA
"80816","1105",NA,0.1083,0.243,0.1083,0.1955,NA
"472","1105",NA,0.0255,0.0665,0.0255,0.0497,NA
"1822","1105",NA,0.0517,0.1185,0.0517,0.0984,NA
"545","1105",NA,0.0571,0.126,0.0571,0.1081,NA
"546","1105",NA,0.0353,0.1125,0.0353,0.0682,NA
"8314","1105",NA,0.0421,0.1177,0.0421,0.0808,NA
"9031","1105",NA,0.0191,0.0564,0.0191,0.0376,NA
"54880","1105",NA,0.0377,0.1108,0.0377,0.0727,NA
"63035","1105",NA,0.1458,0.2546,0.1458,0.2545,NA
"2186","1105",NA,0.0968,0.2,0.0968,0.1765,NA
"672","1105",NA,0.0321,0.0896,0.0321,0.0622,NA
"23476","1105",NA,0.0654,0.165,0.0654,0.1227,NA
"7862","1105",NA,0.1017,0.1873,0.1017,0.1846,NA
"54014","1105",NA,0,0,0,0,NA
"254065","1105",NA,0.1351,0.2485,0.1351,0.2381,NA
"990","1105",NA,0.0225,0.0481,0.0225,0.044,NA
"1020","1105",NA,0.0392,0.0755,0.0392,0.0755,NA
"10659","1105",NA,0.1266,0.2444,0.1266,0.2247,NA
"60","1106",NA,0.0594,0.1202,0.0594,0.1121,NA
"51412","1106",NA,0.1679,0.2877,0.1679,0.2876,NA
"23394","1106",NA,0.1,0.1973,0.1,0.1818,NA
"8289","1106",NA,0.1241,0.2218,0.1241,0.2209,NA
"57492","1106",NA,0.0905,0.1774,0.0905,0.1659,NA
"196528","1106",NA,0.1203,0.2176,0.1203,0.2147,NA
"55870","1106",NA,0.0902,0.1665,0.0902,0.1654,NA
"171023","1106",NA,0.0361,0.0771,0.0361,0.0698,NA
"55252","1106",NA,0.0619,0.12,0.0619,0.1167,NA
"80816","1106",NA,0.0714,0.1355,0.0714,0.1333,NA
"472","1106",NA,0.0667,0.1305,0.0667,0.125,NA
"1822","1106",NA,0.0629,0.1193,0.0629,0.1183,NA
"545","1106",NA,0.0395,0.0761,0.0395,0.0759,NA
"546","1106",NA,0.0471,0.1057,0.0471,0.09,NA
"8314","1106",NA,0.047,0.0978,0.047,0.0898,NA
"9031","1106",NA,0.0442,0.0938,0.0442,0.0846,NA
"54880","1106",NA,0.0389,0.0837,0.0389,0.0749,NA
"63035","1106",NA,0.0737,0.1538,0.0737,0.1373,NA
"2186","1106",NA,0.0643,0.1208,0.0643,0.1208,NA
"672","1106",NA,0.039,0.0812,0.039,0.075,NA
"23476","1106",NA,0.0553,0.1096,0.0553,0.1048,NA
"7862","1106",NA,0.0874,0.1697,0.0874,0.1607,NA
"54014","1106",NA,0.0112,0.0291,0.0112,0.0222,NA
"254065","1106",NA,0.0595,0.1501,0.0595,0.1124,NA
"990","1106",NA,0.0299,0.0581,0.0299,0.058,NA
"1020","1106",NA,0.0204,0.0456,0.0204,0.04,NA
"10659","1106",NA,0.1724,0.2953,0.1724,0.2941,NA
"1105","1106",NA,0.0632,0.1342,0.0632,0.1188,NA
"60","1107",NA,0.0909,0.1994,0.0909,0.1667,NA
"51412","1107",NA,0.1261,0.2322,0.1261,0.224,NA
"23394","1107",NA,0.1444,0.3071,0.1444,0.2523,NA
"8289","1107",NA,0.1066,0.2032,0.1066,0.1926,NA
"57492","1107",NA,0.1229,0.2605,0.1229,0.2189,NA
"196528","1107",NA,0.1203,0.2324,0.1203,0.2148,NA
"55870","1107",NA,0.1932,0.3263,0.1932,0.3238,NA
"171023","1107",NA,0.055,0.1304,0.055,0.1043,NA
"55252","1107",NA,0.15,0.2609,0.15,0.2609,NA
"80816","1107",NA,0.1343,0.2578,0.1343,0.2368,NA
"472","1107",NA,0.0345,0.0764,0.0345,0.0667,NA
"1822","1107",NA,0.0846,0.1664,0.0846,0.156,NA
"545","1107",NA,0.0833,0.1609,0.0833,0.1538,NA
"546","1107",NA,0.0481,0.1245,0.0481,0.0919,NA
"8314","1107",NA,0.0743,0.1691,0.0743,0.1382,NA
"9031","1107",NA,0.0594,0.1405,0.0594,0.1121,NA
"54880","1107",NA,0.0437,0.1061,0.0437,0.0837,NA
"63035","1107",NA,0.1562,0.2786,0.1562,0.2703,NA
"2186","1107",NA,0.1101,0.2043,0.1101,0.1983,NA
"672","1107",NA,0.0761,0.1717,0.0761,0.1415,NA
"23476","1107",NA,0.0964,0.2023,0.0964,0.1758,NA
"7862","1107",NA,0.1831,0.3109,0.1831,0.3095,NA
"54014","1107",NA,0,0,0,0,NA
"254065","1107",NA,0.1296,0.2665,0.1296,0.2295,NA
"990","1107",NA,0.0476,0.0922,0.0476,0.0909,NA
"1020","1107",NA,0.0141,0.0289,0.0141,0.0278,NA
"10659","1107",NA,0.125,0.2247,0.125,0.2222,NA
"1105","1107",NA,0.1774,0.3121,0.1774,0.3014,NA
"1106","1107",NA,0.1009,0.1885,0.1009,0.1833,NA
"60","1108",NA,0.0939,0.2138,0.0939,0.1717,NA
"51412","1108",NA,0.0625,0.1245,0.0625,0.1176,NA
"23394","1108",NA,0.1005,0.2318,0.1005,0.1827,NA
