"Fila","Columna","Damerau_Levenshtein","Jaccard","Cosine","Hamming","Sorensen_Dice","Jaro_Winkler","columna_name","fila_name","name"
"11198","10891",NA,0.0094,0.0188,0.0094,0.0187,NA,"PPARGC1A","SUPT16H","PPARGC1A - SUPT16H"
"10847","10891",NA,0.0178,0.0391,0.0178,0.0349,NA,"PPARGC1A","SRCAP","PPARGC1A - SRCAP"
"8405","10891",NA,0,0,0,0,NA,"PPARGC1A","SPOP","PPARGC1A - SPOP"
"23013","10891",NA,0.0152,0.0353,0.0152,0.0299,NA,"PPARGC1A","SPEN","PPARGC1A - SPEN"
"6605","10891",NA,0.0311,0.071,0.0311,0.0603,NA,"PPARGC1A","SMARCE1","PPARGC1A - SMARCE1"
"6603","10891",NA,0,0,0,0,NA,"PPARGC1A","SMARCD2","PPARGC1A - SMARCD2"
"6602","10891",NA,0.0077,0.0159,0.0077,0.0153,NA,"PPARGC1A","SMARCD1","PPARGC1A - SMARCD1"
"6601","10891",NA,0.0163,0.033,0.0163,0.032,NA,"PPARGC1A","SMARCC2","PPARGC1A - SMARCC2"
"6599","10891",NA,0,0,0,0,NA,"PPARGC1A","SMARCC1","PPARGC1A - SMARCC1"
"6598","10891",NA,0.0354,0.0853,0.0354,0.0684,NA,"PPARGC1A","SMARCB1","PPARGC1A - SMARCB1"
"6597","10891",NA,0.0076,0.0157,0.0076,0.015,NA,"PPARGC1A","SMARCA4","PPARGC1A - SMARCA4"
"6595","10891",NA,0.0051,0.0118,0.0051,0.0101,NA,"PPARGC1A","SMARCA2","PPARGC1A - SMARCA2"
"23309","10891",NA,0,0,0,0,NA,"PPARGC1A","SIN3B","PPARGC1A - SIN3B"
"25942","10891",NA,0.0208,0.0478,0.0208,0.0408,NA,"PPARGC1A","SIN3A","PPARGC1A - SIN3A"
"23451","10891",NA,0,0,0,0,NA,"PPARGC1A","SF3B1","PPARGC1A - SF3B1"
"55209","10891",NA,0.0275,0.0543,0.0275,0.0536,NA,"PPARGC1A","SETD5","PPARGC1A - SETD5"
"29072","10891",NA,0.0089,0.018,0.0089,0.0177,NA,"PPARGC1A","SETD2","PPARGC1A - SETD2"
"23067","10891",NA,0.0154,0.0335,0.0154,0.0303,NA,"PPARGC1A","SETD1B","PPARGC1A - SETD1B"
"9739","10891",NA,0.0235,0.0461,0.0235,0.046,NA,"PPARGC1A","SETD1A","PPARGC1A - SETD1A"
"6418","10891",NA,0,0,0,0,NA,"PPARGC1A","SET","PPARGC1A - SET"
"23314","10891",NA,0.0317,0.0719,0.0317,0.0615,NA,"PPARGC1A","SATB2","PPARGC1A - SATB2"
"51319","10891",NA,0.0161,0.0365,0.0161,0.0317,NA,"PPARGC1A","RSRC1","PPARGC1A - RSRC1"
"6197","10891",NA,0.0178,0.0391,0.0178,0.0349,NA,"PPARGC1A","RPS6KA3","PPARGC1A - RPS6KA3"
"6045","10891",NA,0.0127,0.0254,0.0127,0.025,NA,"PPARGC1A","RNF2","PPARGC1A - RNF2"
"165918","10891",NA,0.0333,0.0645,0.0333,0.0645,NA,"PPARGC1A","RNF168","PPARGC1A - RNF168"
"51132","10891",NA,0.0549,0.1042,0.0549,0.1042,NA,"PPARGC1A","RLIM","PPARGC1A - RLIM"
"27316","10891",NA,0.0143,0.0298,0.0143,0.0282,NA,"PPARGC1A","RBMX","PPARGC1A - RBMX"
"10743","10891",NA,0.0314,0.0755,0.0314,0.0609,NA,"PPARGC1A","RAI1","PPARGC1A - RAI1"
"22827","10891",NA,0.0095,0.0226,0.0095,0.0188,NA,"PPARGC1A","PUF60","PPARGC1A - PUF60"
"54496","10891",NA,0,0,0,0,NA,"PPARGC1A","PRMT7","PPARGC1A - PRMT7"
"5591","10891",NA,0,0,0,0,NA,"PPARGC1A","PRKDC","PPARGC1A - PRKDC"
"59336","10891",NA,0.0222,0.0435,0.0222,0.0435,NA,"PPARGC1A","PRDM13","PPARGC1A - PRDM13"
"10084","10891",NA,0.0259,0.0516,0.0259,0.0504,NA,"PPARGC1A","PQBP1","PPARGC1A - PQBP1"
"5515","10891",NA,0,0,0,0,NA,"PPARGC1A","PPP2CA","PPARGC1A - PPP2CA"
"7468","10891",NA,0.0095,0.0227,0.0095,0.0189,NA,"PPARGC1A","NSD2","PPARGC1A - NSD2"
"9555","10891",NA,0,0,0,0,NA,"PPARGC1A","MACROH2A1","PPARGC1A - MACROH2A1"
"51111","10891",NA,0,0,0,0,NA,"PPARGC1A","KMT5B","PPARGC1A - KMT5B"
"8294","10891",NA,0,0,0,0,NA,"PPARGC1A","H4C9","PPARGC1A - H4C9"
"8367","10891",NA,0.0187,0.0406,0.0188,0.0368,NA,"PPARGC1A","H4C5","PPARGC1A - H4C5"
"8364","10891",NA,0,0,0,0,NA,"PPARGC1A","H4C3","PPARGC1A - H4C3"
"8363","10891",NA,0.0149,0.0318,0.0149,0.0294,NA,"PPARGC1A","H4C11","PPARGC1A - H4C11"
"3021","10891",NA,0,0,0,0,NA,"PPARGC1A","H3-3B","PPARGC1A - H3-3B"
"3020","10891",NA,0.0089,0.018,0.0089,0.0177,NA,"PPARGC1A","H3-3A","PPARGC1A - H3-3A"
"3008","10891",NA,0.0145,0.0304,0.0145,0.0286,NA,"PPARGC1A","H1-4","PPARGC1A - H1-4"
"7552","23126",NA,0.0307,0.1203,0.0307,0.0595,NA,"POGZ","ZNF711","POGZ - ZNF711"
"9640","23126",NA,0.0361,0.1236,0.0361,0.0698,NA,"POGZ","ZNF592","POGZ - ZNF592"
"10771","23126",NA,0.0813,0.2594,0.0813,0.1503,NA,"POGZ","ZMYND11","POGZ - ZMYND11"
"9203","23126",NA,0.082,0.187,0.082,0.1515,NA,"POGZ","ZMYM3","POGZ - ZMYM3"
"7750","23126",NA,0.1457,0.2747,0.1457,0.2544,NA,"POGZ","ZMYM2","POGZ - ZMYM2"
"7704","23126",NA,0,0,0,0,NA,"POGZ","ZBTB16","POGZ - ZBTB16"
"7528","23126",NA,0.1695,0.2926,0.1695,0.2899,NA,"POGZ","YY1","POGZ - YY1"
"7531","23126",NA,0.0857,0.2084,0.0857,0.1579,NA,"POGZ","YWHAE","POGZ - YWHAE"
"51322","23126",NA,0.2103,0.3556,0.2103,0.3475,NA,"POGZ","WAC","POGZ - WAC"
"7443","23126",NA,0.1068,0.2084,0.1068,0.193,NA,"POGZ","VRK1","POGZ - VRK1"
"7874","23126",NA,0.1562,0.297,0.1562,0.2703,NA,"POGZ","USP7","POGZ - USP7"
"55148","23126",NA,0.0833,0.2235,0.0833,0.1538,NA,"POGZ","UBR7","POGZ - UBR7"
"7319","23126",NA,0.1226,0.2306,0.1226,0.2185,NA,"POGZ","UBE2A","POGZ - UBE2A"
"11338","23126",NA,0.0848,0.2382,0.0848,0.1564,NA,"POGZ","U2AF2","POGZ - U2AF2"
"8295","23126",NA,0.198,0.3502,0.198,0.3305,NA,"POGZ","TRRAP","POGZ - TRRAP"
"11011","23126",NA,0.1761,0.3499,0.1761,0.2995,NA,"POGZ","TLK2","POGZ - TLK2"
"200424","23126",NA,0.1404,0.3107,0.1404,0.2462,NA,"POGZ","TET3","POGZ - TET3"
"79718","23126",NA,0.1174,0.2122,0.1174,0.2101,NA,"POGZ","TBL1XR1","POGZ - TBL1XR1"
"129685","23126",NA,0.0299,0.103,0.0299,0.0581,NA,"POGZ","TAF8","POGZ - TAF8"
"6878","23126",NA,0.1631,0.284,0.1631,0.2804,NA,"POGZ","TAF6","POGZ - TAF6"
"6874","23126",NA,0.1179,0.2166,0.1179,0.2109,NA,"POGZ","TAF4","POGZ - TAF4"
"6873","23126",NA,0.0651,0.1831,0.0651,0.1222,NA,"POGZ","TAF2","POGZ - TAF2"
"6872","23126",NA,0.1667,0.2905,0.1667,0.2857,NA,"POGZ","TAF1","POGZ - TAF1"
"23512","23126",NA,0.0969,0.1991,0.0969,0.1767,NA,"POGZ","SUZ12","POGZ - SUZ12"
"11198","23126",NA,0.1923,0.3606,0.1923,0.3226,NA,"POGZ","SUPT16H","POGZ - SUPT16H"
"10847","23126",NA,0.1605,0.2784,0.1605,0.2766,NA,"POGZ","SRCAP","POGZ - SRCAP"
"8405","23126",NA,0.1287,0.2463,0.1287,0.2281,NA,"POGZ","SPOP","POGZ - SPOP"
"23013","23126",NA,0.1916,0.3216,0.1916,0.3215,NA,"POGZ","SPEN","POGZ - SPEN"
"6605","23126",NA,0.136,0.2395,0.136,0.2395,NA,"POGZ","SMARCE1","POGZ - SMARCE1"
"6603","23126",NA,0.0331,0.0874,0.0331,0.0642,NA,"POGZ","SMARCD2","POGZ - SMARCD2"
"6602","23126",NA,0.1931,0.3396,0.1931,0.3237,NA,"POGZ","SMARCD1","POGZ - SMARCD1"
"6601","23126",NA,0.2051,0.3615,0.2051,0.3404,NA,"POGZ","SMARCC2","POGZ - SMARCC2"
"6599","23126",NA,0,0,0,0,NA,"POGZ","SMARCC1","POGZ - SMARCC1"
"6598","23126",NA,0.1429,0.251,0.1429,0.25,NA,"POGZ","SMARCB1","POGZ - SMARCB1"
"6597","23126",NA,0.1796,0.3184,0.1796,0.3045,NA,"POGZ","SMARCA4","POGZ - SMARCA4"
"6595","23126",NA,0.1749,0.2978,0.1749,0.2977,NA,"POGZ","SMARCA2","POGZ - SMARCA2"
"23309","23126",NA,0.0473,0.1428,0.0473,0.0904,NA,"POGZ","SIN3B","POGZ - SIN3B"
"25942","23126",NA,0.224,0.3661,0.224,0.366,NA,"POGZ","SIN3A","POGZ - SIN3A"
"23451","23126",NA,0,0,0,0,NA,"POGZ","SF3B1","POGZ - SF3B1"
"55209","23126",NA,0.1746,0.3267,0.1746,0.2973,NA,"POGZ","SETD5","POGZ - SETD5"
"29072","23126",NA,0.1615,0.3045,0.1615,0.278,NA,"POGZ","SETD2","POGZ - SETD2"
"23067","23126",NA,0.0353,0.1099,0.0353,0.0682,NA,"POGZ","SETD1B","POGZ - SETD1B"
"9739","23126",NA,0.1453,0.3155,0.1453,0.2538,NA,"POGZ","SETD1A","POGZ - SETD1A"
"6418","23126",NA,0.1264,0.2812,0.1264,0.2245,NA,"POGZ","SET","POGZ - SET"
"23314","23126",NA,0.2055,0.3411,0.2055,0.341,NA,"POGZ","SATB2","POGZ - SATB2"
"51319","23126",NA,0.0745,0.2394,0.0745,0.1387,NA,"POGZ","RSRC1","POGZ - RSRC1"
"6197","23126",NA,0.128,0.2284,0.128,0.227,NA,"POGZ","RPS6KA3","POGZ - RPS6KA3"
"6045","23126",NA,0.0983,0.2362,0.0983,0.1789,NA,"POGZ","RNF2","POGZ - RNF2"
"165918","23126",NA,0.0253,0.0588,0.0253,0.0493,NA,"POGZ","RNF168","POGZ - RNF168"
"51132","23126",NA,0.1319,0.2736,0.1319,0.233,NA,"POGZ","RLIM","POGZ - RLIM"
"27316","23126",NA,0.0523,0.1466,0.0523,0.0994,NA,"POGZ","RBMX","POGZ - RBMX"
"10743","23126",NA,0.193,0.3245,0.193,0.3235,NA,"POGZ","RAI1","POGZ - RAI1"
"22827","23126",NA,0.1619,0.2787,0.1619,0.2786,NA,"POGZ","PUF60","POGZ - PUF60"
"54496","23126",NA,0.1731,0.308,0.1731,0.2951,NA,"POGZ","PRMT7","POGZ - PRMT7"
"5591","23126",NA,0.0578,0.1565,0.0578,0.1093,NA,"POGZ","PRKDC","POGZ - PRKDC"
"59336","23126",NA,0.116,0.2498,0.116,0.2079,NA,"POGZ","PRDM13","POGZ - PRDM13"
"10084","23126",NA,0.145,0.2728,0.145,0.2533,NA,"POGZ","PQBP1","POGZ - PQBP1"
"5515","23126",NA,0.1412,0.3149,0.1412,0.2474,NA,"POGZ","PPP2CA","POGZ - PPP2CA"
"10891","23126",NA,0.0099,0.0233,0.0099,0.0196,NA,"POGZ","PPARGC1A","POGZ - PPARGC1A"
"7468","23126",NA,0.1625,0.2796,0.1625,0.2795,NA,"POGZ","NSD2","POGZ - NSD2"
"9555","23126",NA,0.006,0.0241,0.006,0.0119,NA,"POGZ","MACROH2A1","POGZ - MACROH2A1"
"51111","23126",NA,0.0977,0.2327,0.0977,0.178,NA,"POGZ","KMT5B","POGZ - KMT5B"
"8294","23126",NA,0.1056,0.234,0.1056,0.191,NA,"POGZ","H4C9","POGZ - H4C9"
"8367","23126",NA,0.1767,0.3038,0.1767,0.3004,NA,"POGZ","H4C5","POGZ - H4C5"
"8364","23126",NA,0.0899,0.2099,0.0899,0.1649,NA,"POGZ","H4C3","POGZ - H4C3"
"8363","23126",NA,0.0854,0.2438,0.0854,0.1573,NA,"POGZ","H4C11","POGZ - H4C11"
"3021","23126",NA,0.0829,0.1917,0.0829,0.1531,NA,"POGZ","H3-3B","POGZ - H3-3B"
"3020","23126",NA,0.1989,0.3635,0.1989,0.3318,NA,"POGZ","H3-3A","POGZ - H3-3A"
"3008","23126",NA,0.0588,0.1664,0.0588,0.1111,NA,"POGZ","H1-4","POGZ - H1-4"
"7552","55023",NA,0.0635,0.1612,0.0635,0.1194,NA,"PHIP","ZNF711","PHIP - ZNF711"
"9640","55023",NA,0.0441,0.1035,0.0441,0.0845,NA,"PHIP","ZNF592","PHIP - ZNF592"
"10771","55023",NA,0.1077,0.2339,0.1077,0.1944,NA,"PHIP","ZMYND11","PHIP - ZMYND11"
"9203","55023",NA,0.0899,0.167,0.0899,0.1649,NA,"PHIP","ZMYM3","PHIP - ZMYM3"
"7750","55023",NA,0.1545,0.2696,0.1545,0.2677,NA,"PHIP","ZMYM2","PHIP - ZMYM2"
"7704","55023",NA,0.011,0.0223,0.011,0.0217,NA,"PHIP","ZBTB16","PHIP - ZBTB16"
"7528","55023",NA,0.1146,0.2205,0.1146,0.2057,NA,"PHIP","YY1","PHIP - YY1"
"7531","55023",NA,0.1266,0.2326,0.1266,0.2247,NA,"PHIP","YWHAE","PHIP - YWHAE"
"51322","55023",NA,0.1618,0.2911,0.1618,0.2785,NA,"PHIP","WAC","PHIP - WAC"
"7443","55023",NA,0.0855,0.1586,0.0855,0.1575,NA,"PHIP","VRK1","PHIP - VRK1"
"7874","55023",NA,0.1635,0.2818,0.1635,0.281,NA,"PHIP","USP7","PHIP - USP7"
"55148","55023",NA,0.125,0.2405,0.125,0.2222,NA,"PHIP","UBR7","PHIP - UBR7"
"7319","55023",NA,0.123,0.2227,0.123,0.219,NA,"PHIP","UBE2A","PHIP - UBE2A"
"11338","55023",NA,0.0685,0.1425,0.0685,0.1282,NA,"PHIP","U2AF2","PHIP - U2AF2"
"8295","55023",NA,0.125,0.2255,0.125,0.2222,NA,"PHIP","TRRAP","PHIP - TRRAP"
"11011","55023",NA,0.1648,0.2835,0.1648,0.283,NA,"PHIP","TLK2","PHIP - TLK2"
"200424","55023",NA,0.175,0.3035,0.175,0.2979,NA,"PHIP","TET3","PHIP - TET3"
"79718","55023",NA,0.1076,0.2082,0.1076,0.1943,NA,"PHIP","TBL1XR1","PHIP - TBL1XR1"
"129685","55023",NA,0.0597,0.138,0.0597,0.1127,NA,"PHIP","TAF8","PHIP - TAF8"
"6878","55023",NA,0.1724,0.3129,0.1724,0.2941,NA,"PHIP","TAF6","PHIP - TAF6"
"6874","55023",NA,0.1567,0.282,0.1567,0.271,NA,"PHIP","TAF4","PHIP - TAF4"
"6873","55023",NA,0.0395,0.0836,0.0395,0.0759,NA,"PHIP","TAF2","PHIP - TAF2"
"6872","55023",NA,0.1786,0.32,0.1786,0.303,NA,"PHIP","TAF1","PHIP - TAF1"
"23512","55023",NA,0.0962,0.1755,0.0962,0.1754,NA,"PHIP","SUZ12","PHIP - SUZ12"
"11198","55023",NA,0.1837,0.3105,0.1837,0.3103,NA,"PHIP","SUPT16H","PHIP - SUPT16H"
"10847","55023",NA,0.1312,0.251,0.1312,0.232,NA,"PHIP","SRCAP","PHIP - SRCAP"
"8405","55023",NA,0.1651,0.2855,0.1651,0.2835,NA,"PHIP","SPOP","PHIP - SPOP"
"23013","55023",NA,0.1667,0.323,0.1667,0.2857,NA,"PHIP","SPEN","PHIP - SPEN"
"6605","55023",NA,0.089,0.1843,0.089,0.1635,NA,"PHIP","SMARCE1","PHIP - SMARCE1"
"6603","55023",NA,0.0238,0.0488,0.0238,0.0465,NA,"PHIP","SMARCD2","PHIP - SMARCD2"
"6602","55023",NA,0.1475,0.2624,0.1475,0.2571,NA,"PHIP","SMARCD1","PHIP - SMARCD1"
"6601","55023",NA,0.1356,0.2421,0.1356,0.2388,NA,"PHIP","SMARCC2","PHIP - SMARCC2"
"6599","55023",NA,0,0,0,0,NA,"PHIP","SMARCC1","PHIP - SMARCC1"
"6598","55023",NA,0.0848,0.1857,0.0848,0.1564,NA,"PHIP","SMARCB1","PHIP - SMARCB1"
"6597","55023",NA,0.136,0.245,0.136,0.2394,NA,"PHIP","SMARCA4","PHIP - SMARCA4"
"6595","55023",NA,0.1429,0.2818,0.1429,0.25,NA,"PHIP","SMARCA2","PHIP - SMARCA2"
"23309","55023",NA,0.027,0.0598,0.027,0.0526,NA,"PHIP","SIN3B","PHIP - SIN3B"
"25942","55023",NA,0.1714,0.3284,0.1714,0.2927,NA,"PHIP","SIN3A","PHIP - SIN3A"
"23451","55023",NA,0.01,0.0199,0.01,0.0198,NA,"PHIP","SF3B1","PHIP - SF3B1"
"55209","55023",NA,0.1863,0.3149,0.1863,0.314,NA,"PHIP","SETD5","PHIP - SETD5"
"29072","55023",NA,0.1296,0.2303,0.1296,0.2295,NA,"PHIP","SETD2","PHIP - SETD2"
"23067","55023",NA,0.0563,0.1226,0.0563,0.1067,NA,"PHIP","SETD1B","PHIP - SETD1B"
"9739","55023",NA,0.1707,0.2958,0.1707,0.2917,NA,"PHIP","SETD1A","PHIP - SETD1A"
"6418","55023",NA,0.131,0.2354,0.131,0.2316,NA,"PHIP","SET","PHIP - SET"
"23314","55023",NA,0.1525,0.2966,0.1525,0.2647,NA,"PHIP","SATB2","PHIP - SATB2"
"51319","55023",NA,0.0909,0.2004,0.0909,0.1667,NA,"PHIP","RSRC1","PHIP - RSRC1"
"6197","55023",NA,0.1037,0.2032,0.1037,0.1878,NA,"PHIP","RPS6KA3","PHIP - RPS6KA3"
"6045","55023",NA,0.1266,0.2326,0.1266,0.2247,NA,"PHIP","RNF2","PHIP - RNF2"
"165918","55023",NA,0.02,0.0394,0.02,0.0392,NA,"PHIP","RNF168","PHIP - RNF168"
"51132","55023",NA,0.0825,0.1527,0.0825,0.1524,NA,"PHIP","RLIM","PHIP - RLIM"
"27316","55023",NA,0.0526,0.1091,0.0526,0.1,NA,"PHIP","RBMX","PHIP - RBMX"
"10743","55023",NA,0.1381,0.2865,0.1381,0.2427,NA,"PHIP","RAI1","PHIP - RAI1"
"22827","55023",NA,0.1212,0.2489,0.1212,0.2162,NA,"PHIP","PUF60","PHIP - PUF60"
"54496","55023",NA,0.1532,0.2722,0.1532,0.2657,NA,"PHIP","PRMT7","PHIP - PRMT7"
"5591","55023",NA,0.038,0.0786,0.038,0.0732,NA,"PHIP","PRKDC","PHIP - PRKDC"
"59336","55023",NA,0.1222,0.2191,0.1222,0.2178,NA,"PHIP","PRDM13","PHIP - PRDM13"
"10084","55023",NA,0.113,0.2047,0.113,0.2031,NA,"PHIP","PQBP1","PHIP - PQBP1"
"5515","55023",NA,0.1071,0.1977,0.1071,0.1935,NA,"PHIP","PPP2CA","PHIP - PPP2CA"
"10891","55023",NA,0.03,0.0585,0.03,0.0583,NA,"PHIP","PPARGC1A","PHIP - PPARGC1A"
"23126","55023",NA,0.1514,0.2986,0.1514,0.2629,NA,"PHIP","POGZ","PHIP - POGZ"
"7468","55023",NA,0.1218,0.2497,0.1218,0.2172,NA,"PHIP","NSD2","PHIP - NSD2"
"9555","55023",NA,0.0152,0.0403,0.0152,0.0299,NA,"PHIP","MACROH2A1","PHIP - MACROH2A1"
"51111","55023",NA,0.1111,0.2063,0.1111,0.2,NA,"PHIP","KMT5B","PHIP - KMT5B"
"8294","55023",NA,0.1264,0.2268,0.1264,0.2245,NA,"PHIP","H4C9","PHIP - H4C9"
"8367","55023",NA,0.1467,0.273,0.1467,0.2558,NA,"PHIP","H4C5","PHIP - H4C5"
"8364","55023",NA,0.1341,0.2417,0.1341,0.2366,NA,"PHIP","H4C3","PHIP - H4C3"
"8363","55023",NA,0.0845,0.175,0.0845,0.1558,NA,"PHIP","H4C11","PHIP - H4C11"
"3021","55023",NA,0.0795,0.1498,0.0795,0.1474,NA,"PHIP","H3-3B","PHIP - H3-3B"
"3020","55023",NA,0.1509,0.2632,0.1509,0.2623,NA,"PHIP","H3-3A","PHIP - H3-3A"
"3008","55023",NA,0.0972,0.195,0.0972,0.1772,NA,"PHIP","H1-4","PHIP - H1-4"
"7552","23133",NA,0.125,0.2412,0.125,0.2222,NA,"PHF8","ZNF711","PHF8 - ZNF711"
"9640","23133",NA,0.0526,0.1033,0.0526,0.1,NA,"PHF8","ZNF592","PHF8 - ZNF592"
"10771","23133",NA,0.1081,0.2,0.1081,0.1951,NA,"PHF8","ZMYND11","PHF8 - ZMYND11"
"9203","23133",NA,0.082,0.1562,0.082,0.1515,NA,"PHF8","ZMYM3","PHF8 - ZMYM3"
"7750","23133",NA,0.0787,0.1661,0.0787,0.1458,NA,"PHF8","ZMYM2","PHF8 - ZMYM2"
"7704","23133",NA,0,0,0,0,NA,"PHF8","ZBTB16","PHF8 - ZBTB16"
"7528","23133",NA,0.036,0.0917,0.036,0.0694,NA,"PHF8","YY1","PHF8 - YY1"
"7531","23133",NA,0,0,0,0,NA,"PHF8","YWHAE","PHF8 - YWHAE"
"51322","23133",NA,0.0496,0.1188,0.0496,0.0945,NA,"PHF8","WAC","PHF8 - WAC"
"7443","23133",NA,0.0435,0.0949,0.0435,0.0833,NA,"PHF8","VRK1","PHF8 - VRK1"
"7874","23133",NA,0.0588,0.124,0.0588,0.1111,NA,"PHF8","USP7","PHF8 - USP7"
"55148","23133",NA,0.0417,0.08,0.0417,0.08,NA,"PHF8","UBR7","PHF8 - UBR7"
"7319","23133",NA,0.0816,0.1778,0.0816,0.1509,NA,"PHF8","UBE2A","PHF8 - UBE2A"
"11338","23133",NA,0.0682,0.1279,0.0682,0.1277,NA,"PHF8","U2AF2","PHF8 - U2AF2"
"8295","23133",NA,0.0833,0.18,0.0833,0.1538,NA,"PHF8","TRRAP","PHF8 - TRRAP"
"11011","23133",NA,0.1194,0.2263,0.1194,0.2133,NA,"PHF8","TLK2","PHF8 - TLK2"
"200424","23133",NA,0.0862,0.1622,0.0862,0.1587,NA,"PHF8","TET3","PHF8 - TET3"
"79718","23133",NA,0.0511,0.1283,0.0511,0.0972,NA,"PHF8","TBL1XR1","PHF8 - TBL1XR1"
"129685","23133",NA,0.0526,0.1033,0.0526,0.1,NA,"PHF8","TAF8","PHF8 - TAF8"
"6878","23133",NA,0.0451,0.1124,0.0451,0.0863,NA,"PHF8","TAF6","PHF8 - TAF6"
"6874","23133",NA,0.0783,0.1809,0.0783,0.1452,NA,"PHF8","TAF4","PHF8 - TAF4"
"6873","23133",NA,0.0667,0.1251,0.0667,0.125,NA,"PHF8","TAF2","PHF8 - TAF2"
"6872","23133",NA,0.0635,0.1533,0.0635,0.1194,NA,"PHF8","TAF1","PHF8 - TAF1"
"23512","23133",NA,0.0641,0.1313,0.0641,0.1205,NA,"PHF8","SUZ12","PHF8 - SUZ12"
"11198","23133",NA,0.0625,0.1291,0.0625,0.1176,NA,"PHF8","SUPT16H","PHF8 - SUPT16H"
"10847","23133",NA,0.0638,0.161,0.0638,0.12,NA,"PHF8","SRCAP","PHF8 - SRCAP"
"8405","23133",NA,0.0323,0.0712,0.0323,0.0625,NA,"PHF8","SPOP","PHF8 - SPOP"
"23013","23133",NA,0.0529,0.145,0.0529,0.1006,NA,"PHF8","SPEN","PHF8 - SPEN"
"6605","23133",NA,0.0351,0.0973,0.0351,0.0678,NA,"PHF8","SMARCE1","PHF8 - SMARCE1"
"6603","23133",NA,0,0,0,0,NA,"PHF8","SMARCD2","PHF8 - SMARCD2"
"6602","23133",NA,0.0686,0.1528,0.0686,0.1284,NA,"PHF8","SMARCD1","PHF8 - SMARCD1"
"6601","23133",NA,0.0619,0.1359,0.0619,0.1165,NA,"PHF8","SMARCC2","PHF8 - SMARCC2"
"6599","23133",NA,0,0,0,0,NA,"PHF8","SMARCC1","PHF8 - SMARCC1"
"6598","23133",NA,0.0291,0.0878,0.0291,0.0566,NA,"PHF8","SMARCB1","PHF8 - SMARCB1"
"6597","23133",NA,0.0571,0.1294,0.0571,0.1081,NA,"PHF8","SMARCA4","PHF8 - SMARCA4"
"6595","23133",NA,0.0536,0.146,0.0536,0.1017,NA,"PHF8","SMARCA2","PHF8 - SMARCA2"
"23309","23133",NA,0.0227,0.0447,0.0227,0.0444,NA,"PHF8","SIN3B","PHF8 - SIN3B"
"25942","23133",NA,0.0482,0.1311,0.0482,0.092,NA,"PHF8","SIN3A","PHF8 - SIN3A"
"23451","23133",NA,0,0,0,0,NA,"PHF8","SF3B1","PHF8 - SF3B1"
"55209","23133",NA,0.0843,0.1736,0.0843,0.1556,NA,"PHF8","SETD5","PHF8 - SETD5"
"29072","23133",NA,0.0706,0.1477,0.0706,0.1319,NA,"PHF8","SETD2","PHF8 - SETD2"
"23067","23133",NA,0.0476,0.0918,0.0476,0.0909,NA,"PHF8","SETD1B","PHF8 - SETD1B"
"9739","23133",NA,0.0317,0.0632,0.0317,0.0615,NA,"PHF8","SETD1A","PHF8 - SETD1A"
"6418","23133",NA,0.0847,0.1601,0.0847,0.1562,NA,"PHF8","SET","PHF8 - SET"
"23314","23133",NA,0.0549,0.148,0.0549,0.104,NA,"PHF8","SATB2","PHF8 - SATB2"
"51319","23133",NA,0.0789,0.15,0.0789,0.1463,NA,"PHF8","RSRC1","PHF8 - RSRC1"
"6197","23133",NA,0.0638,0.161,0.0638,0.12,NA,"PHF8","RPS6KA3","PHF8 - RPS6KA3"
"6045","23133",NA,0,0,0,0,NA,"PHF8","RNF2","PHF8 - RNF2"
"165918","23133",NA,0.0143,0.0295,0.0143,0.0282,NA,"PHF8","RNF168","PHF8 - RNF168"
"51132","23133",NA,0.0882,0.1714,0.0882,0.1622,NA,"PHF8","RLIM","PHF8 - RLIM"
"27316","23133",NA,0.0889,0.1633,0.0889,0.1633,NA,"PHF8","RBMX","PHF8 - RBMX"
"10743","23133",NA,0.0558,0.1626,0.0558,0.1058,NA,"PHF8","RAI1","PHF8 - RAI1"
"22827","23133",NA,0.0552,0.1552,0.0552,0.1047,NA,"PHF8","PUF60","PHF8 - PUF60"
"54496","23133",NA,0.0566,0.1287,0.0566,0.1071,NA,"PHF8","PRMT7","PHF8 - PRMT7"
"5591","23133",NA,0.02,0.0392,0.02,0.0392,NA,"PHF8","PRKDC","PHF8 - PRKDC"
"59336","23133",NA,0.0606,0.1193,0.0606,0.1143,NA,"PHF8","PRDM13","PHF8 - PRDM13"
"10084","23133",NA,0.1149,0.2357,0.1149,0.2062,NA,"PHF8","PQBP1","PHF8 - PQBP1"
"5515","23133",NA,0.0508,0.0986,0.0508,0.0968,NA,"PHF8","PPP2CA","PHF8 - PPP2CA"
"10891","23133",NA,0,0,0,0,NA,"PHF8","PPARGC1A","PHF8 - PPARGC1A"
"23126","23133",NA,0.052,0.1437,0.052,0.0989,NA,"PHF8","POGZ","PHF8 - POGZ"
"55023","23133",NA,0.0658,0.1336,0.0658,0.1235,NA,"PHF8","PHIP","PHF8 - PHIP"
"7468","23133",NA,0.0615,0.1713,0.0615,0.1158,NA,"PHF8","NSD2","PHF8 - NSD2"
"9555","23133",NA,0,0,0,0,NA,"PHF8","MACROH2A1","PHF8 - MACROH2A1"
"51111","23133",NA,0.0727,0.1372,0.0727,0.1356,NA,"PHF8","KMT5B","PHF8 - KMT5B"
