"Fila","Columna","Damerau_Levenshtein","Jaccard","Cosine","Hamming","Sorensen_Dice","Jaro_Winkler","columna_name","fila_name","name"
"6874","1487",NA,0.0961,0.1793,0.0961,0.1753,NA,"CTBP1","TAF4","CTBP1 - TAF4"
"6873","1487",NA,0.0417,0.1184,0.0417,0.08,NA,"CTBP1","TAF2","CTBP1 - TAF2"
"6872","1487",NA,0.1106,0.202,0.1106,0.1992,NA,"CTBP1","TAF1","CTBP1 - TAF1"
"23512","1487",NA,0.066,0.1385,0.066,0.1238,NA,"CTBP1","SUZ12","CTBP1 - SUZ12"
"11198","1487",NA,0.1158,0.2304,0.1158,0.2075,NA,"CTBP1","SUPT16H","CTBP1 - SUPT16H"
"10847","1487",NA,0.1036,0.1886,0.1036,0.1877,NA,"CTBP1","SRCAP","CTBP1 - SRCAP"
"8405","1487",NA,0.0985,0.1925,0.0985,0.1794,NA,"CTBP1","SPOP","CTBP1 - SPOP"
"23013","1487",NA,0.1953,0.3268,0.1953,0.3268,NA,"CTBP1","SPEN","CTBP1 - SPEN"
"6605","1487",NA,0.0975,0.1776,0.0975,0.1776,NA,"CTBP1","SMARCE1","CTBP1 - SMARCE1"
"6603","1487",NA,0.0225,0.0592,0.0225,0.044,NA,"CTBP1","SMARCD2","CTBP1 - SMARCD2"
"6602","1487",NA,0.1346,0.2478,0.1346,0.2373,NA,"CTBP1","SMARCD1","CTBP1 - SMARCD1"
"6601","1487",NA,0.122,0.2296,0.122,0.2174,NA,"CTBP1","SMARCC2","CTBP1 - SMARCC2"
"6599","1487",NA,0,0,0,0,NA,"CTBP1","SMARCC1","CTBP1 - SMARCC1"
"6598","1487",NA,0.0935,0.172,0.0935,0.1711,NA,"CTBP1","SMARCB1","CTBP1 - SMARCB1"
"6597","1487",NA,0.1226,0.2274,0.1226,0.2185,NA,"CTBP1","SMARCA4","CTBP1 - SMARCA4"
"6595","1487",NA,0.1386,0.2434,0.1386,0.2434,NA,"CTBP1","SMARCA2","CTBP1 - SMARCA2"
"23309","1487",NA,0.0238,0.0725,0.0238,0.0465,NA,"CTBP1","SIN3B","CTBP1 - SIN3B"
"25942","1487",NA,0.1577,0.2724,0.1577,0.2724,NA,"CTBP1","SIN3A","CTBP1 - SIN3A"
"23451","1487",NA,0,0,0,0,NA,"CTBP1","SF3B1","CTBP1 - SF3B1"
"55209","1487",NA,0.1128,0.2213,0.1128,0.2028,NA,"CTBP1","SETD5","CTBP1 - SETD5"
"29072","1487",NA,0.1179,0.2296,0.1179,0.211,NA,"CTBP1","SETD2","CTBP1 - SETD2"
"23067","1487",NA,0.0179,0.0558,0.0179,0.0351,NA,"CTBP1","SETD1B","CTBP1 - SETD1B"
"9739","1487",NA,0.0909,0.2052,0.0909,0.1667,NA,"CTBP1","SETD1A","CTBP1 - SETD1A"
"6418","1487",NA,0.0852,0.1948,0.0852,0.1571,NA,"CTBP1","SET","CTBP1 - SET"
"23314","1487",NA,0.1029,0.1867,0.1029,0.1867,NA,"CTBP1","SATB2","CTBP1 - SATB2"
"51319","1487",NA,0.0633,0.2028,0.0633,0.119,NA,"CTBP1","RSRC1","CTBP1 - RSRC1"
"6197","1487",NA,0.126,0.2249,0.126,0.2238,NA,"CTBP1","RPS6KA3","CTBP1 - RPS6KA3"
"6045","1487",NA,0.0632,0.1553,0.0632,0.1189,NA,"CTBP1","RNF2","CTBP1 - RNF2"
"165918","1487",NA,0.0366,0.0837,0.0366,0.0707,NA,"CTBP1","RNF168","CTBP1 - RNF168"
"51132","1487",NA,0.0924,0.197,0.0924,0.1692,NA,"CTBP1","RLIM","CTBP1 - RLIM"
"27316","1487",NA,0.0353,0.0993,0.0353,0.0682,NA,"CTBP1","RBMX","CTBP1 - RBMX"
"10743","1487",NA,0.1552,0.2698,0.1552,0.2687,NA,"CTBP1","RAI1","CTBP1 - RAI1"
"22827","1487",NA,0.1317,0.2329,0.1317,0.2327,NA,"CTBP1","PUF60","CTBP1 - PUF60"
"54496","1487",NA,0.1221,0.2261,0.1221,0.2176,NA,"CTBP1","PRMT7","CTBP1 - PRMT7"
"5591","1487",NA,0.0349,0.0954,0.0349,0.0674,NA,"CTBP1","PRKDC","CTBP1 - PRKDC"
"59336","1487",NA,0.0944,0.2056,0.0944,0.1726,NA,"CTBP1","PRDM13","CTBP1 - PRDM13"
"10084","1487",NA,0.1034,0.2007,0.1034,0.1875,NA,"CTBP1","PQBP1","CTBP1 - PQBP1"
"5515","1487",NA,0.0925,0.2134,0.0925,0.1693,NA,"CTBP1","PPP2CA","CTBP1 - PPP2CA"
"10891","1487",NA,0.0051,0.0118,0.0051,0.0101,NA,"CTBP1","PPARGC1A","CTBP1 - PPARGC1A"
"23126","1487",NA,0.1573,0.2719,0.1573,0.2718,NA,"CTBP1","POGZ","CTBP1 - POGZ"
"55023","1487",NA,0.1005,0.2059,0.1005,0.1827,NA,"CTBP1","PHIP","CTBP1 - PHIP"
"23133","1487",NA,0.0663,0.1784,0.0663,0.1243,NA,"CTBP1","PHF8","CTBP1 - PHF8"
"51317","1487",NA,0.0625,0.1508,0.0625,0.1176,NA,"CTBP1","PHF21A","CTBP1 - PHF21A"
"1911","1487",NA,0.0432,0.1377,0.0432,0.0828,NA,"CTBP1","PHC1","CTBP1 - PHC1"
"54704","1487",NA,0.0488,0.1451,0.0488,0.093,NA,"CTBP1","PDP1","CTBP1 - PDP1"
"7703","1487",NA,0.0787,0.1532,0.0787,0.1459,NA,"CTBP1","PCGF2","CTBP1 - PCGF2"
"55193","1487",NA,0,0,0,0,NA,"CTBP1","PBRM1","CTBP1 - PBRM1"
"5062","1487",NA,0.0608,0.1411,0.0608,0.1146,NA,"CTBP1","PAK2","CTBP1 - PAK2"
"8473","1487",NA,0.0427,0.1303,0.0427,0.0819,NA,"CTBP1","OGT","CTBP1 - OGT"
"221078","1487",NA,0.051,0.18,0.051,0.097,NA,"CTBP1","NSUN6","CTBP1 - NSUN6"
"54888","1487",NA,0.1423,0.2495,0.1423,0.2491,NA,"CTBP1","NSUN2","CTBP1 - NSUN2"
"84081","1487",NA,0.0571,0.1412,0.0571,0.1081,NA,"CTBP1","NSRP1","CTBP1 - NSRP1"
"7468","1487",NA,0.8011,0.8903,0.8011,0.8896,NA,"CTBP1","NSD2","CTBP1 - NSD2"
"64324","1487",NA,0.1483,0.2592,0.1483,0.2583,NA,"CTBP1","NSD1","CTBP1 - NSD1"
"25836","1487",NA,0.1715,0.2932,0.1715,0.2928,NA,"CTBP1","NIPBL","CTBP1 - NIPBL"
"4683","1487",NA,0.0522,0.1026,0.0522,0.0992,NA,"CTBP1","NBN","CTBP1 - NBN"
"79903","1487",NA,0.0552,0.1299,0.0552,0.1047,NA,"CTBP1","NAA60","CTBP1 - NAA60"
"10943","1487",NA,0.1214,0.2628,0.1214,0.2165,NA,"CTBP1","MSL3","CTBP1 - MSL3"
"4204","1487",NA,0.087,0.1648,0.087,0.16,NA,"CTBP1","MECP2","CTBP1 - MECP2"
"55777","1487",NA,0.1233,0.2259,0.1233,0.2195,NA,"CTBP1","MBD5","CTBP1 - MBD5"
"6885","1487",NA,0.1306,0.231,0.1306,0.231,NA,"CTBP1","MAP3K7","CTBP1 - MAP3K7"
"9555","1487",NA,0,0,0,0,NA,"CTBP1","MACROH2A1","CTBP1 - MACROH2A1"
"81887","1487",NA,0.0571,0.1412,0.0571,0.1081,NA,"CTBP1","LAS1L","CTBP1 - LAS1L"
"51111","1487",NA,0.0629,0.153,0.0629,0.1183,NA,"CTBP1","KMT5B","CTBP1 - KMT5B"
"55904","1487",NA,0.0592,0.1561,0.0592,0.1117,NA,"CTBP1","KMT2E","CTBP1 - KMT2E"
"8085","1487",NA,0.1676,0.2974,0.1676,0.2871,NA,"CTBP1","KMT2D","CTBP1 - KMT2D"
"58508","1487",NA,0.1,0.2041,0.1,0.1818,NA,"CTBP1","KMT2C","CTBP1 - KMT2C"
"9757","1487",NA,0.1029,0.1994,0.1029,0.1867,NA,"CTBP1","KMT2B","CTBP1 - KMT2B"
"4297","1487",NA,0.1441,0.257,0.1441,0.252,NA,"CTBP1","KMT2A","CTBP1 - KMT2A"
"23135","1487",NA,0.0559,0.1333,0.0559,0.1058,NA,"CTBP1","KDM6B","CTBP1 - KDM6B"
"7403","1487",NA,0.1707,0.2982,0.1707,0.2917,NA,"CTBP1","KDM6A","CTBP1 - KDM6A"
"8242","1487",NA,0.0792,0.1597,0.0792,0.1468,NA,"CTBP1","KDM5C","CTBP1 - KDM5C"
"10765","1487",NA,0.069,0.1669,0.069,0.129,NA,"CTBP1","KDM5B","CTBP1 - KDM5B"
"5927","1487",NA,0.0877,0.2087,0.0877,0.1613,NA,"CTBP1","KDM5A","CTBP1 - KDM5A"
"23030","1487",NA,0.0765,0.1693,0.0765,0.1421,NA,"CTBP1","KDM4B","CTBP1 - KDM4B"
"51780","1487",NA,0.0694,0.1694,0.0694,0.1297,NA,"CTBP1","KDM3B","CTBP1 - KDM3B"
"23028","1487",NA,0.0973,0.1821,0.0973,0.1774,NA,"CTBP1","KDM1A","CTBP1 - KDM1A"
"84148","1487",NA,0.0468,0.1249,0.0468,0.0894,NA,"CTBP1","KAT8","CTBP1 - KAT8"
"23522","1487",NA,0.1473,0.2612,0.1473,0.2568,NA,"CTBP1","KAT6B","CTBP1 - KAT6B"
"7994","1487",NA,0.1489,0.2613,0.1489,0.2593,NA,"CTBP1","KAT6A","CTBP1 - KAT6A"
"10524","1487",NA,0.0674,0.1579,0.0674,0.1263,NA,"CTBP1","KAT5","CTBP1 - KAT5"
"284058","1487",NA,0.1642,0.2821,0.1642,0.2821,NA,"CTBP1","KANSL1","CTBP1 - KANSL1"
"221037","1487",NA,0.1365,0.2409,0.1365,0.2403,NA,"CTBP1","JMJD1C","CTBP1 - JMJD1C"
"3720","1487",NA,0.0963,0.2005,0.0963,0.1756,NA,"CTBP1","JARID2","CTBP1 - JARID2"
"10075","1487",NA,0.1508,0.2773,0.1508,0.262,NA,"CTBP1","HUWE1","CTBP1 - HUWE1"
"3192","1487",NA,0.1379,0.287,0.1379,0.2424,NA,"CTBP1","HNRNPU","CTBP1 - HNRNPU"
"3141","1487",NA,0.0337,0.086,0.0337,0.0652,NA,"CTBP1","HLCS","CTBP1 - HLCS"
"7290","1487",NA,0.1365,0.2409,0.1365,0.2403,NA,"CTBP1","HIRA","CTBP1 - HIRA"
"55869","1487",NA,0.1826,0.3095,0.1826,0.3088,NA,"CTBP1","HDAC8","CTBP1 - HDAC8"
"10013","1487",NA,0.0398,0.102,0.0398,0.0765,NA,"CTBP1","HDAC6","CTBP1 - HDAC6"
"9759","1487",NA,0.1164,0.2117,0.1164,0.2085,NA,"CTBP1","HDAC4","CTBP1 - HDAC4"
"3054","1487",NA,0.0429,0.1338,0.0429,0.0824,NA,"CTBP1","HCFC1","CTBP1 - HCFC1"
"8294","1487",NA,0.1086,0.2378,0.1086,0.1959,NA,"CTBP1","H4C9","CTBP1 - H4C9"
"8367","1487",NA,0.1356,0.241,0.1356,0.2388,NA,"CTBP1","H4C5","CTBP1 - H4C5"
"8364","1487",NA,0.0739,0.1733,0.0739,0.1376,NA,"CTBP1","H4C3","CTBP1 - H4C3"
"8363","1487",NA,0.0679,0.1947,0.0679,0.1272,NA,"CTBP1","H4C11","CTBP1 - H4C11"
"3021","1487",NA,0.067,0.1559,0.067,0.1257,NA,"CTBP1","H3-3B","CTBP1 - H3-3B"
"3020","1487",NA,0.1179,0.2296,0.1179,0.211,NA,"CTBP1","H3-3A","CTBP1 - H3-3A"
"3008","1487",NA,0.0479,0.1353,0.0479,0.0914,NA,"CTBP1","H1-4","CTBP1 - H1-4"
"57459","1487",NA,0.0785,0.1656,0.0785,0.1456,NA,"CTBP1","GATAD2B","CTBP1 - GATAD2B"
"79068","1487",NA,0.0517,0.1311,0.0517,0.0984,NA,"CTBP1","FTO","CTBP1 - FTO"
"2146","1487",NA,0.0969,0.1812,0.0969,0.1767,NA,"CTBP1","EZH2","CTBP1 - EZH2"
"5393","1487",NA,0.1036,0.2077,0.1036,0.1878,NA,"CTBP1","EXOSC9","CTBP1 - EXOSC9"
"11340","1487",NA,0.067,0.1559,0.067,0.1257,NA,"CTBP1","EXOSC8","CTBP1 - EXOSC8"
"56915","1487",NA,0.0815,0.1775,0.0815,0.1508,NA,"CTBP1","EXOSC5","CTBP1 - EXOSC5"
"51010","1487",NA,0.0894,0.1979,0.0894,0.1641,NA,"CTBP1","EXOSC3","CTBP1 - EXOSC3"
"23404","1487",NA,0.0604,0.1393,0.0604,0.114,NA,"CTBP1","EXOSC2","CTBP1 - EXOSC2"
"2074","1487",NA,0.0926,0.1748,0.0926,0.1696,NA,"CTBP1","ERCC6","CTBP1 - ERCC6"
"2066","1487",NA,0.005,0.0115,0.005,0.0099,NA,"CTBP1","ERBB4","CTBP1 - ERBB4"
"2033","1487",NA,0.1696,0.2978,0.1696,0.2901,NA,"CTBP1","EP300","CTBP1 - EP300"
"26610","1487",NA,0.0128,0.0662,0.0128,0.0253,NA,"CTBP1","ELP4","CTBP1 - ELP4"
"55250","1487",NA,0.0311,0.1084,0.0311,0.0602,NA,"CTBP1","ELP2","CTBP1 - ELP2"
"8518","1487",NA,0.0498,0.1056,0.0498,0.0948,NA,"CTBP1","ELP1","CTBP1 - ELP1"
"9775","1487",NA,0.0604,0.1393,0.0604,0.114,NA,"CTBP1","EIF4A3","CTBP1 - EIF4A3"
"79813","1487",NA,0.1423,0.2492,0.1423,0.2492,NA,"CTBP1","EHMT1","CTBP1 - EHMT1"
"8726","1487",NA,0.0707,0.1572,0.0707,0.132,NA,"CTBP1","EED","CTBP1 - EED"
"5977","1487",NA,0.15,0.2663,0.15,0.2609,NA,"CTBP1","DPF2","CTBP1 - DPF2"
"1789","1487",NA,0.061,0.1226,0.061,0.115,NA,"CTBP1","DNMT3B","CTBP1 - DNMT3B"
"1788","1487",NA,0.0683,0.1291,0.0683,0.1278,NA,"CTBP1","DNMT3A","CTBP1 - DNMT3A"
"1660","1487",NA,0.0958,0.2331,0.0958,0.1749,NA,"CTBP1","DHX9","CTBP1 - DHX9"
"1642","1487",NA,0.0368,0.0846,0.0368,0.0711,NA,"CTBP1","DDB1","CTBP1 - DDB1"
"8450","1487",NA,0.1095,0.2073,0.1095,0.1974,NA,"CTBP1","CUL4B","CTBP1 - CUL4B"
"8452","1487",NA,0.0526,0.138,0.0526,0.1,NA,"CTBP1","CUL3","CTBP1 - CUL3"
"7552","1457",NA,0.0556,0.1334,0.0556,0.1053,NA,"CSNK2A1","ZNF711","CSNK2A1 - ZNF711"
"9640","1457",NA,0.0702,0.1523,0.0702,0.1311,NA,"CSNK2A1","ZNF592","CSNK2A1 - ZNF592"
"10771","1457",NA,0.1273,0.258,0.1273,0.2258,NA,"CSNK2A1","ZMYND11","CSNK2A1 - ZMYND11"
"9203","1457",NA,0.1299,0.2303,0.1299,0.2299,NA,"CSNK2A1","ZMYM3","CSNK2A1 - ZMYM3"
"7750","1457",NA,0.17,0.2975,0.17,0.2906,NA,"CSNK2A1","ZMYM2","CSNK2A1 - ZMYM2"
"7704","1457",NA,0,0,0,0,NA,"CSNK2A1","ZBTB16","CSNK2A1 - ZBTB16"
"7528","1457",NA,0.0855,0.1757,0.0855,0.1576,NA,"CSNK2A1","YY1","CSNK2A1 - YY1"
"7531","1457",NA,0.1618,0.2823,0.1618,0.2785,NA,"CSNK2A1","YWHAE","CSNK2A1 - YWHAE"
"51322","1457",NA,0.1212,0.2336,0.1212,0.2162,NA,"CSNK2A1","WAC","CSNK2A1 - WAC"
"7443","1457",NA,0.0935,0.175,0.0935,0.1709,NA,"CSNK2A1","VRK1","CSNK2A1 - VRK1"
"7874","1457",NA,0.1212,0.2195,0.1212,0.2162,NA,"CSNK2A1","USP7","CSNK2A1 - USP7"
"55148","1457",NA,0.1094,0.2064,0.1094,0.1972,NA,"CSNK2A1","UBR7","CSNK2A1 - UBR7"
"7319","1457",NA,0.0496,0.0983,0.0496,0.0945,NA,"CSNK2A1","UBE2A","CSNK2A1 - UBE2A"
"11338","1457",NA,0.0968,0.1886,0.0968,0.1765,NA,"CSNK2A1","U2AF2","CSNK2A1 - U2AF2"
"8295","1457",NA,0.1905,0.3318,0.1905,0.32,NA,"CSNK2A1","TRRAP","CSNK2A1 - TRRAP"
"11011","1457",NA,0.2152,0.3545,0.2152,0.3542,NA,"CSNK2A1","TLK2","CSNK2A1 - TLK2"
"200424","1457",NA,0.1053,0.1913,0.1053,0.1905,NA,"CSNK2A1","TET3","CSNK2A1 - TET3"
"79718","1457",NA,0.0784,0.1622,0.0784,0.1455,NA,"CSNK2A1","TBL1XR1","CSNK2A1 - TBL1XR1"
"129685","1457",NA,0.0702,0.1523,0.0702,0.1311,NA,"CSNK2A1","TAF8","CSNK2A1 - TAF8"
"6878","1457",NA,0.1189,0.2348,0.1189,0.2125,NA,"CSNK2A1","TAF6","CSNK2A1 - TAF6"
"6874","1457",NA,0.1328,0.2519,0.1328,0.2345,NA,"CSNK2A1","TAF4","CSNK2A1 - TAF4"
"6873","1457",NA,0.0781,0.1537,0.0781,0.1449,NA,"CSNK2A1","TAF2","CSNK2A1 - TAF2"
"6872","1457",NA,0.1314,0.2542,0.1314,0.2323,NA,"CSNK2A1","TAF1","CSNK2A1 - TAF1"
"23512","1457",NA,0.0833,0.1549,0.0833,0.1538,NA,"CSNK2A1","SUZ12","CSNK2A1 - SUZ12"
"11198","1457",NA,0.1778,0.3046,0.1778,0.3019,NA,"CSNK2A1","SUPT16H","CSNK2A1 - SUPT16H"
"10847","1457",NA,0.1104,0.2242,0.1104,0.1988,NA,"CSNK2A1","SRCAP","CSNK2A1 - SRCAP"
"8405","1457",NA,0.1471,0.2625,0.1471,0.2564,NA,"CSNK2A1","SPOP","CSNK2A1 - SPOP"
"23013","1457",NA,0.1299,0.2733,0.1299,0.23,NA,"CSNK2A1","SPEN","CSNK2A1 - SPEN"
"6605","1457",NA,0.0703,0.1555,0.0703,0.1313,NA,"CSNK2A1","SMARCE1","CSNK2A1 - SMARCE1"
"6603","1457",NA,0.0556,0.1077,0.0556,0.1053,NA,"CSNK2A1","SMARCD2","CSNK2A1 - SMARCD2"
"6602","1457",NA,0.1504,0.2735,0.1504,0.2615,NA,"CSNK2A1","SMARCD1","CSNK2A1 - SMARCD1"
"6601","1457",NA,0.1589,0.2838,0.1589,0.2742,NA,"CSNK2A1","SMARCC2","CSNK2A1 - SMARCC2"
"6599","1457",NA,0,0,0,0,NA,"CSNK2A1","SMARCC1","CSNK2A1 - SMARCC1"
"6598","1457",NA,0.0787,0.1833,0.0787,0.1459,NA,"CSNK2A1","SMARCB1","CSNK2A1 - SMARCB1"
"6597","1457",NA,0.1186,0.2226,0.1186,0.2121,NA,"CSNK2A1","SMARCA4","CSNK2A1 - SMARCA4"
"6595","1457",NA,0.1579,0.3229,0.1579,0.2727,NA,"CSNK2A1","SMARCA2","CSNK2A1 - SMARCA2"
"23309","1457",NA,0.0154,0.033,0.0154,0.0303,NA,"CSNK2A1","SIN3B","CSNK2A1 - SIN3B"
"25942","1457",NA,0.1404,0.2899,0.1404,0.2462,NA,"CSNK2A1","SIN3A","CSNK2A1 - SIN3A"
"23451","1457",NA,0,0,0,0,NA,"CSNK2A1","SF3B1","CSNK2A1 - SF3B1"
"55209","1457",NA,0.1935,0.3292,0.1935,0.3243,NA,"CSNK2A1","SETD5","CSNK2A1 - SETD5"
"29072","1457",NA,0.1089,0.1996,0.1089,0.1964,NA,"CSNK2A1","SETD2","CSNK2A1 - SETD2"
"23067","1457",NA,0.0317,0.0677,0.0317,0.0615,NA,"CSNK2A1","SETD1B","CSNK2A1 - SETD1B"
"9739","1457",NA,0.1316,0.2331,0.1316,0.2326,NA,"CSNK2A1","SETD1A","CSNK2A1 - SETD1A"
"6418","1457",NA,0.1972,0.3305,0.1972,0.3294,NA,"CSNK2A1","SET","CSNK2A1 - SET"
"23314","1457",NA,0.1086,0.2303,0.1086,0.1959,NA,"CSNK2A1","SATB2","CSNK2A1 - SATB2"
"51319","1457",NA,0.1481,0.2949,0.1481,0.2581,NA,"CSNK2A1","RSRC1","CSNK2A1 - RSRC1"
"6197","1457",NA,0.0962,0.1978,0.0962,0.1754,NA,"CSNK2A1","RPS6KA3","CSNK2A1 - RPS6KA3"
"6045","1457",NA,0.0822,0.154,0.0822,0.1519,NA,"CSNK2A1","RNF2","CSNK2A1 - RNF2"
"165918","1457",NA,0.0575,0.1087,0.0575,0.1087,NA,"CSNK2A1","RNF168","CSNK2A1 - RNF168"
"51132","1457",NA,0.1176,0.2106,0.1176,0.2105,NA,"CSNK2A1","RLIM","CSNK2A1 - RLIM"
"27316","1457",NA,0.0448,0.0903,0.0448,0.0857,NA,"CSNK2A1","RBMX","CSNK2A1 - RBMX"
"10743","1457",NA,0.1063,0.2398,0.1063,0.1921,NA,"CSNK2A1","RAI1","CSNK2A1 - RAI1"
"22827","1457",NA,0.0928,0.206,0.0928,0.1698,NA,"CSNK2A1","PUF60","CSNK2A1 - PUF60"
"54496","1457",NA,0.1466,0.2687,0.1466,0.2556,NA,"CSNK2A1","PRMT7","CSNK2A1 - PRMT7"
"5591","1457",NA,0.0909,0.1735,0.0909,0.1667,NA,"CSNK2A1","PRKDC","CSNK2A1 - PRKDC"
"59336","1457",NA,0.0833,0.1539,0.0833,0.1538,NA,"CSNK2A1","PRDM13","CSNK2A1 - PRDM13"
"10084","1457",NA,0.1028,0.1911,0.1028,0.1864,NA,"CSNK2A1","PQBP1","CSNK2A1 - PQBP1"
"5515","1457",NA,0.1857,0.3151,0.1857,0.3133,NA,"CSNK2A1","PPP2CA","CSNK2A1 - PPP2CA"
"10891","1457",NA,0.0109,0.0215,0.0109,0.0215,NA,"CSNK2A1","PPARGC1A","CSNK2A1 - PPARGC1A"
"23126","1457",NA,0.1534,0.3177,0.1534,0.266,NA,"CSNK2A1","POGZ","CSNK2A1 - POGZ"
"55023","1457",NA,0.186,0.3152,0.186,0.3137,NA,"CSNK2A1","PHIP","CSNK2A1 - PHIP"
"23133","1457",NA,0.0758,0.1474,0.0758,0.1408,NA,"CSNK2A1","PHF8","CSNK2A1 - PHF8"
"51317","1457",NA,0.0946,0.1745,0.0946,0.1728,NA,"CSNK2A1","PHF21A","CSNK2A1 - PHF21A"
"1911","1457",NA,0.0678,0.143,0.0678,0.127,NA,"CSNK2A1","PHC1","CSNK2A1 - PHC1"
"54704","1457",NA,0.0645,0.1319,0.0645,0.1212,NA,"CSNK2A1","PDP1","CSNK2A1 - PDP1"
"7703","1457",NA,0.114,0.213,0.114,0.2047,NA,"CSNK2A1","PCGF2","CSNK2A1 - PCGF2"
"55193","1457",NA,0,0,0,0,NA,"CSNK2A1","PBRM1","CSNK2A1 - PBRM1"
"5062","1457",NA,0.0617,0.1166,0.0617,0.1163,NA,"CSNK2A1","PAK2","CSNK2A1 - PAK2"
"8473","1457",NA,0.1404,0.2706,0.1404,0.2462,NA,"CSNK2A1","OGT","CSNK2A1 - OGT"
"221078","1457",NA,0.1346,0.2863,0.1346,0.2373,NA,"CSNK2A1","NSUN6","CSNK2A1 - NSUN6"
"54888","1457",NA,0.1366,0.2771,0.1366,0.2404,NA,"CSNK2A1","NSUN2","CSNK2A1 - NSUN2"
"84081","1457",NA,0.1286,0.231,0.1286,0.2278,NA,"CSNK2A1","NSRP1","CSNK2A1 - NSRP1"
"7468","1457",NA,0.0933,0.2066,0.0933,0.1706,NA,"CSNK2A1","NSD2","CSNK2A1 - NSD2"
"64324","1457",NA,0.0913,0.2082,0.0913,0.1674,NA,"CSNK2A1","NSD1","CSNK2A1 - NSD1"
"25836","1457",NA,0.1082,0.2382,0.1082,0.1953,NA,"CSNK2A1","NIPBL","CSNK2A1 - NIPBL"
"4683","1457",NA,0.0462,0.0933,0.0462,0.0882,NA,"CSNK2A1","NBN","CSNK2A1 - NBN"
"79903","1457",NA,0.0759,0.1417,0.0759,0.1412,NA,"CSNK2A1","NAA60","CSNK2A1 - NAA60"
"10943","1457",NA,0.1282,0.2275,0.1282,0.2273,NA,"CSNK2A1","MSL3","CSNK2A1 - MSL3"
"4204","1457",NA,0.0769,0.1966,0.0769,0.1429,NA,"CSNK2A1","MECP2","CSNK2A1 - MECP2"
"55777","1457",NA,0.157,0.2889,0.157,0.2714,NA,"CSNK2A1","MBD5","CSNK2A1 - MBD5"
"6885","1457",NA,0.0944,0.204,0.0944,0.1726,NA,"CSNK2A1","MAP3K7","CSNK2A1 - MAP3K7"
"9555","1457",NA,0.0364,0.0889,0.0364,0.0702,NA,"CSNK2A1","MACROH2A1","CSNK2A1 - MACROH2A1"
"81887","1457",NA,0.0972,0.1797,0.0972,0.1772,NA,"CSNK2A1","LAS1L","CSNK2A1 - LAS1L"
"51111","1457",NA,0.1429,0.2529,0.1429,0.25,NA,"CSNK2A1","KMT5B","CSNK2A1 - KMT5B"
"55904","1457",NA,0.058,0.1135,0.058,0.1096,NA,"CSNK2A1","KMT2E","CSNK2A1 - KMT2E"
"8085","1457",NA,0.1051,0.2657,0.1051,0.1902,NA,"CSNK2A1","KMT2D","CSNK2A1 - KMT2D"
"58508","1457",NA,0.1075,0.1953,0.1075,0.1942,NA,"CSNK2A1","KMT2C","CSNK2A1 - KMT2C"
"9757","1457",NA,0.1226,0.2243,0.1226,0.2185,NA,"CSNK2A1","KMT2B","CSNK2A1 - KMT2B"
"4297","1457",NA,0.1746,0.3212,0.1746,0.2973,NA,"CSNK2A1","KMT2A","CSNK2A1 - KMT2A"
"23135","1457",NA,0.0921,0.1697,0.0921,0.1687,NA,"CSNK2A1","KDM6B","CSNK2A1 - KDM6B"
"7403","1457",NA,0.112,0.271,0.112,0.2014,NA,"CSNK2A1","KDM6A","CSNK2A1 - KDM6A"
"8242","1457",NA,0.0874,0.1633,0.0874,0.1607,NA,"CSNK2A1","KDM5C","CSNK2A1 - KDM5C"
"10765","1457",NA,0.0811,0.1517,0.0811,0.15,NA,"CSNK2A1","KDM5B","CSNK2A1 - KDM5B"
"5927","1457",NA,0.1765,0.3034,0.1765,0.3,NA,"CSNK2A1","KDM5A","CSNK2A1 - KDM5A"
"23030","1457",NA,0.1667,0.2857,0.1667,0.2857,NA,"CSNK2A1","KDM4B","CSNK2A1 - KDM4B"
"51780","1457",NA,0.1286,0.231,0.1286,0.2278,NA,"CSNK2A1","KDM3B","CSNK2A1 - KDM3B"
"23028","1457",NA,0.127,0.2408,0.127,0.2254,NA,"CSNK2A1","KDM1A","CSNK2A1 - KDM1A"
"84148","1457",NA,0.0896,0.1703,0.0896,0.1644,NA,"CSNK2A1","KAT8","CSNK2A1 - KAT8"
"23522","1457",NA,0.1439,0.2734,0.1439,0.2517,NA,"CSNK2A1","KAT6B","CSNK2A1 - KAT6B"
"7994","1457",NA,0.0933,0.19,0.0933,0.1707,NA,"CSNK2A1","KAT6A","CSNK2A1 - KAT6A"
"10524","1457",NA,0.0769,0.1435,0.0769,0.1429,NA,"CSNK2A1","KAT5","CSNK2A1 - KAT5"
"284058","1457",NA,0.0842,0.1865,0.0842,0.1553,NA,"CSNK2A1","KANSL1","CSNK2A1 - KANSL1"
"221037","1457",NA,0.1203,0.2448,0.1203,0.2147,NA,"CSNK2A1","JMJD1C","CSNK2A1 - JMJD1C"
"3720","1457",NA,0.1647,0.2835,0.1647,0.2828,NA,"CSNK2A1","JARID2","CSNK2A1 - JARID2"
"10075","1457",NA,0.1604,0.2856,0.1604,0.2764,NA,"CSNK2A1","HUWE1","CSNK2A1 - HUWE1"
"3192","1457",NA,0.1646,0.2826,0.1646,0.2826,NA,"CSNK2A1","HNRNPU","CSNK2A1 - HNRNPU"
