"ID","Frecuencia","Porcentaje","Frecuencia_Acumulada","Porcentaje_Acumulado"
"HP:0011823",1,0.017,5628,96.37
"HP:0011832",1,0.017,5629,96.387
"HP:0011903",1,0.017,5630,96.404
"HP:0011907",1,0.017,5631,96.421
"HP:0011913",1,0.017,5632,96.438
"HP:0011917",1,0.017,5633,96.455
"HP:0011971",1,0.017,5634,96.473
"HP:0011979",1,0.017,5635,96.49
"HP:0011985",1,0.017,5636,96.507
"HP:0011999",1,0.017,5637,96.524
"HP:0012000",1,0.017,5638,96.541
"HP:0012001",1,0.017,5639,96.558
"HP:0012037",1,0.017,5640,96.575
"HP:0012049",1,0.017,5641,96.592
"HP:0012051",1,0.017,5642,96.61
"HP:0012076",1,0.017,5643,96.627
"HP:0012081",1,0.017,5644,96.644
"HP:0012104",1,0.017,5645,96.661
"HP:0012120",1,0.017,5646,96.678
"HP:0012126",1,0.017,5647,96.695
"HP:0012136",1,0.017,5648,96.712
"HP:0012138",1,0.017,5649,96.729
"HP:0012142",1,0.017,5650,96.747
"HP:0012167",1,0.017,5651,96.764
"HP:0012174",1,0.017,5652,96.781
"HP:0012189",1,0.017,5653,96.798
"HP:0012203",1,0.017,5654,96.815
"HP:0012254",1,0.017,5655,96.832
"HP:0012325",1,0.017,5656,96.849
"HP:0012334",1,0.017,5657,96.866
"HP:0012407",1,0.017,5658,96.884
"HP:0012428",1,0.017,5659,96.901
"HP:0012430",1,0.017,5660,96.918
"HP:0012432",1,0.017,5661,96.935
"HP:0012453",1,0.017,5662,96.952
"HP:0012487",1,0.017,5663,96.969
"HP:0012532",1,0.017,5664,96.986
"HP:0012538",1,0.017,5665,97.003
"HP:0012579",1,0.017,5666,97.021
"HP:0012583",1,0.017,5667,97.038
"HP:0012588",1,0.017,5668,97.055
"HP:0012689",1,0.017,5669,97.072
"HP:0012699",1,0.017,5670,97.089
"HP:0012701",1,0.017,5671,97.106
"HP:0012724",1,0.017,5672,97.123
"HP:0012766",1,0.017,5673,97.14
"HP:0012768",1,0.017,5674,97.158
"HP:0012789",1,0.017,5675,97.175
"HP:0012799",1,0.017,5676,97.192
"HP:0012801",1,0.017,5677,97.209
"HP:0012803",1,0.017,5678,97.226
"HP:0012813",1,0.017,5679,97.243
"HP:0012871",1,0.017,5680,97.26
"HP:0012905",1,0.017,5681,97.277
"HP:0020006",1,0.017,5682,97.295
"HP:0020151",1,0.017,5683,97.312
"HP:0025017",1,0.017,5684,97.329
"HP:0025101",1,0.017,5685,97.346
"HP:0025127",1,0.017,5686,97.363
"HP:0025195",1,0.017,5687,97.38
"HP:0025300",1,0.017,5688,97.397
"HP:0025318",1,0.017,5689,97.414
"HP:0025387",1,0.017,5690,97.432
"HP:0025403",1,0.017,5691,97.449
"HP:0025430",1,0.017,5692,97.466
"HP:0025435",1,0.017,5693,97.483
"HP:0025455",1,0.017,5694,97.5
"HP:0025481",1,0.017,5695,97.517
"HP:0025671",1,0.017,5696,97.534
"HP:0030002",1,0.017,5697,97.551
"HP:0030011",1,0.017,5698,97.568
"HP:0030016",1,0.017,5699,97.586
"HP:0030019",1,0.017,5700,97.603
"HP:0030037",1,0.017,5701,97.62
"HP:0030043",1,0.017,5702,97.637
"HP:0030145",1,0.017,5703,97.654
"HP:0030149",1,0.017,5704,97.671
"HP:0030200",1,0.017,5705,97.688
"HP:0030215",1,0.017,5706,97.705
"HP:0030217",1,0.017,5707,97.723
"HP:0030223",1,0.017,5708,97.74
"HP:0030357",1,0.017,5709,97.757
"HP:0030392",1,0.017,5710,97.774
"HP:0030424",1,0.017,5711,97.791
"HP:0030446",1,0.017,5712,97.808
"HP:0030490",1,0.017,5713,97.825
"HP:0030664",1,0.017,5714,97.842
"HP:0030676",1,0.017,5715,97.86
"HP:0030799",1,0.017,5716,97.877
"HP:0030880",1,0.017,5717,97.894
"HP:0031041",1,0.017,5718,97.911
"HP:0031162",1,0.017,5719,97.928
"HP:0031408",1,0.017,5720,97.945
"HP:0031473",1,0.017,5721,97.962
"HP:0031504",1,0.017,5722,97.979
"HP:0031535",1,0.017,5723,97.997
"HP:0031589",1,0.017,5724,98.014
"HP:0031623",1,0.017,5725,98.031
"HP:0031627",1,0.017,5726,98.048
"HP:0031717",1,0.017,5727,98.065
"HP:0031793",1,0.017,5728,98.082
"HP:0031807",1,0.017,5729,98.099
"HP:0031834",1,0.017,5730,98.116
"HP:0031849",1,0.017,5731,98.134
"HP:0031874",1,0.017,5732,98.151
"HP:0031882",1,0.017,5733,98.168
"HP:0031891",1,0.017,5734,98.185
"HP:0031901",1,0.017,5735,98.202
"HP:0031923",1,0.017,5736,98.219
"HP:0031960",1,0.017,5737,98.236
"HP:0032041",1,0.017,5738,98.253
"HP:0032077",1,0.017,5739,98.271
"HP:0032155",1,0.017,5740,98.288
"HP:0032235",1,0.017,5741,98.305
"HP:0032276",1,0.017,5742,98.322
"HP:0032315",1,0.017,5743,98.339
"HP:0032434",1,0.017,5744,98.356
"HP:0032435",1,0.017,5745,98.373
"HP:0032438",1,0.017,5746,98.39
"HP:0032447",1,0.017,5747,98.408
"HP:0032471",1,0.017,5748,98.425
"HP:0032508",1,0.017,5749,98.442
"HP:0032509",1,0.017,5750,98.459
"HP:0032524",1,0.017,5751,98.476
"HP:0032558",1,0.017,5752,98.493
"HP:0032559",1,0.017,5753,98.51
"HP:0032588",1,0.017,5754,98.527
"HP:0032622",1,0.017,5755,98.545
"HP:0032895",1,0.017,5756,98.562
"HP:0033028",1,0.017,5757,98.579
"HP:0033036",1,0.017,5758,98.596
"HP:0033040",1,0.017,5759,98.613
"HP:0033049",1,0.017,5760,98.63
"HP:0033111",1,0.017,5761,98.647
"HP:0033128",1,0.017,5762,98.664
"HP:0033142",1,0.017,5763,98.682
"HP:0033189",1,0.017,5764,98.699
"HP:0033258",1,0.017,5765,98.716
"HP:0033393",1,0.017,5766,98.733
"HP:0033505",1,0.017,5767,98.75
"HP:0033542",1,0.017,5768,98.767
"HP:0033556",1,0.017,5769,98.784
"HP:0033596",1,0.017,5770,98.801
"HP:0033737",1,0.017,5771,98.818
"HP:0033748",1,0.017,5772,98.836
"HP:0033834",1,0.017,5773,98.853
"HP:0033850",1,0.017,5774,98.87
"HP:0034003",1,0.017,5775,98.887
"HP:0034011",1,0.017,5776,98.904
"HP:0034076",1,0.017,5777,98.921
"HP:0034077",1,0.017,5778,98.938
"HP:0034093",1,0.017,5779,98.955
"HP:0034096",1,0.017,5780,98.973
"HP:0034185",1,0.017,5781,98.99
"HP:0034187",1,0.017,5782,99.007
"HP:0034373",1,0.017,5783,99.024
"HP:0034401",1,0.017,5784,99.041
"HP:0034402",1,0.017,5785,99.058
"HP:0040078",1,0.017,5786,99.075
"HP:0040186",1,0.017,5787,99.092
"HP:0040197",1,0.017,5788,99.11
"HP:0040218",1,0.017,5789,99.127
"HP:0040328",1,0.017,5790,99.144
"HP:0045028",1,0.017,5791,99.161
"HP:0045084",1,0.017,5792,99.178
"HP:0100040",1,0.017,5793,99.195
"HP:0100279",1,0.017,5794,99.212
"HP:0100297",1,0.017,5795,99.229
"HP:0100307",1,0.017,5796,99.247
"HP:0100309",1,0.017,5797,99.264
"HP:0100348",1,0.017,5798,99.281
"HP:0100349",1,0.017,5799,99.298
"HP:0100391",1,0.017,5800,99.315
"HP:0100499",1,0.017,5801,99.332
"HP:0100515",1,0.017,5802,99.349
"HP:0100541",1,0.017,5803,99.366
"HP:0100576",1,0.017,5804,99.384
"HP:0100578",1,0.017,5805,99.401
"HP:0100595",1,0.017,5806,99.418
"HP:0100703",1,0.017,5807,99.435
"HP:0100726",1,0.017,5808,99.452
"HP:0100754",1,0.017,5809,99.469
"HP:0100757",1,0.017,5810,99.486
"HP:0100775",1,0.017,5811,99.503
"HP:0100783",1,0.017,5812,99.521
"HP:0100797",1,0.017,5813,99.538
"HP:0100817",1,0.017,5814,99.555
"HP:0100820",1,0.017,5815,99.572
"HP:0100838",1,0.017,5816,99.589
"HP:0100853",1,0.017,5817,99.606
"HP:0100864",1,0.017,5818,99.623
"HP:0100867",1,0.017,5819,99.64
"HP:0100890",1,0.017,5820,99.658
"HP:0200012",1,0.017,5821,99.675
"HP:0200053",1,0.017,5822,99.692
"HP:0200104",1,0.017,5823,99.709
"HP:0200105",1,0.017,5824,99.726
"HP:0200143",1,0.017,5825,99.743
"HP:0200147",1,0.017,5826,99.76
"HP:0400005",1,0.017,5827,99.777
"HP:0410170",1,0.017,5828,99.795
"HP:0410275",1,0.017,5829,99.812
"HP:0430028",1,0.017,5830,99.829
"HP:0430043",1,0.017,5831,99.846
"HP:3000038",1,0.017,5832,99.863
"HP:4000007",1,0.017,5833,99.88
"HP:4000073",1,0.017,5834,99.897
"HP:4000076",1,0.017,5835,99.914
"HP:4000170",1,0.017,5836,99.932
"HP:4000200",1,0.017,5837,99.949
"HP:5000038",1,0.017,5838,99.966
"HP:5200360",1,0.017,5839,99.983
"HP:6000993",1,0.017,5840,100
