"Fila","Columna","Damerau_Levenshtein","Jaccard","Cosine","Hamming","Sorensen_Dice","Jaro_Winkler","columna_name","fila_name","name"
9555,7552,NA,0,0,0,0,NA,"ZNF711","MACROH2A1","ZNF711 - MACROH2A1"
8294,7552,NA,0.0179,0.0418,0.0179,0.0351,NA,"ZNF711","H4C9","ZNF711 - H4C9"
8367,7552,NA,0.0234,0.0766,0.0234,0.0458,NA,"ZNF711","H4C5","ZNF711 - H4C5"
8364,7552,NA,0.0196,0.0444,0.0196,0.0385,NA,"ZNF711","H4C3","ZNF711 - H4C3"
8363,7552,NA,0.0909,0.1735,0.0909,0.1667,NA,"ZNF711","H4C11","ZNF711 - H4C11"
3021,7552,NA,0.0189,0.0433,0.0189,0.037,NA,"ZNF711","H3-3B","ZNF711 - H3-3B"
3020,7552,NA,0.039,0.1017,0.039,0.075,NA,"ZNF711","H3-3A","ZNF711 - H3-3A"
3008,7552,NA,0.0263,0.0544,0.0263,0.0513,NA,"ZNF711","H1-4","ZNF711 - H1-4"
7552,9640,NA,0.0769,0.1432,0.0769,0.1429,NA,"ZNF592","ZNF711","ZNF592 - ZNF711"
9555,9640,NA,0,0,0,0,NA,"ZNF592","MACROH2A1","ZNF592 - MACROH2A1"
8294,9640,NA,0.0351,0.0778,0.0351,0.0678,NA,"ZNF592","H4C9","ZNF592 - H4C9"
8367,9640,NA,0.0556,0.1664,0.0556,0.1053,NA,"ZNF592","H4C5","ZNF592 - H4C5"
8364,9640,NA,0.08,0.1654,0.08,0.1481,NA,"ZNF592","H4C3","ZNF592 - H4C3"
8363,9640,NA,0.0556,0.1077,0.0556,0.1053,NA,"ZNF592","H4C11","ZNF592 - H4C11"
3021,9640,NA,0.0182,0.0403,0.0182,0.0357,NA,"ZNF592","H3-3B","ZNF592 - H3-3B"
3020,9640,NA,0.0513,0.1262,0.0513,0.0976,NA,"ZNF592","H3-3A","ZNF592 - H3-3A"
3008,9640,NA,0.025,0.0506,0.025,0.0488,NA,"ZNF592","H1-4","ZNF592 - H1-4"
7552,10771,NA,0.1071,0.1961,0.1071,0.1935,NA,"ZMYND11","ZNF711","ZMYND11 - ZNF711"
9640,10771,NA,0.0645,0.1217,0.0645,0.1212,NA,"ZMYND11","ZNF592","ZMYND11 - ZNF592"
9555,10771,NA,0,0,0,0,NA,"ZMYND11","MACROH2A1","ZMYND11 - MACROH2A1"
8294,10771,NA,0.1071,0.2132,0.1071,0.1935,NA,"ZMYND11","H4C9","ZMYND11 - H4C9"
8367,10771,NA,0.0709,0.1953,0.0709,0.1324,NA,"ZMYND11","H4C5","ZMYND11 - H4C5"
8364,10771,NA,0.1176,0.2265,0.1176,0.2105,NA,"ZMYND11","H4C3","ZMYND11 - H4C3"
8363,10771,NA,0.2059,0.344,0.2059,0.3415,NA,"ZMYND11","H4C11","ZMYND11 - H4C11"
3021,10771,NA,0.0727,0.1472,0.0727,0.1356,NA,"ZMYND11","H3-3B","ZMYND11 - H3-3B"
3020,10771,NA,0.0897,0.2016,0.0897,0.1647,NA,"ZMYND11","H3-3A","ZMYND11 - H3-3A"
3008,10771,NA,0.0476,0.0925,0.0476,0.0909,NA,"ZMYND11","H1-4","ZMYND11 - H1-4"
7552,9203,NA,0.098,0.2115,0.098,0.1786,NA,"ZMYM3","ZNF711","ZMYM3 - ZNF711"
9640,9203,NA,0.0545,0.1181,0.0545,0.1034,NA,"ZMYM3","ZNF592","ZMYM3 - ZNF592"
10771,9203,NA,0.0517,0.1078,0.0517,0.0984,NA,"ZMYM3","ZMYND11","ZMYM3 - ZMYND11"
9555,9203,NA,0,0,0,0,NA,"ZMYM3","MACROH2A1","ZMYM3 - MACROH2A1"
8294,9203,NA,0.0875,0.1609,0.0875,0.1609,NA,"ZMYM3","H4C9","ZMYM3 - H4C9"
8367,9203,NA,0.0733,0.1544,0.0733,0.1366,NA,"ZMYM3","H4C5","ZMYM3 - H4C5"
8364,9203,NA,0.025,0.0488,0.025,0.0488,NA,"ZMYM3","H4C3","ZMYM3 - H4C3"
8363,9203,NA,0.082,0.159,0.082,0.1515,NA,"ZMYM3","H4C11","ZMYM3 - H4C11"
3021,9203,NA,0.0909,0.1667,0.0909,0.1667,NA,"ZMYM3","H3-3B","ZMYM3 - H3-3B"
3020,9203,NA,0.0577,0.1118,0.0577,0.1091,NA,"ZMYM3","H3-3A","ZMYM3 - H3-3A"
3008,9203,NA,0.0455,0.0897,0.0455,0.087,NA,"ZMYM3","H1-4","ZMYM3 - H1-4"
7552,7750,NA,0.0361,0.0974,0.0361,0.0698,NA,"ZMYM2","ZNF711","ZMYM2 - ZNF711"
9640,7750,NA,0.0476,0.1209,0.0476,0.0909,NA,"ZMYM2","ZNF592","ZMYM2 - ZNF592"
10771,7750,NA,0.0833,0.1931,0.0833,0.1538,NA,"ZMYM2","ZMYND11","ZMYM2 - ZMYND11"
9203,7750,NA,0.1154,0.2142,0.1154,0.2069,NA,"ZMYM2","ZMYM3","ZMYM2 - ZMYM3"
9555,7750,NA,0.012,0.0353,0.012,0.0238,NA,"ZMYM2","MACROH2A1","ZMYM2 - MACROH2A1"
8294,7750,NA,0.1359,0.247,0.1359,0.2393,NA,"ZMYM2","H4C9","ZMYM2 - H4C9"
8367,7750,NA,0.1646,0.2909,0.1646,0.2827,NA,"ZMYM2","H4C5","ZMYM2 - H4C5"
8364,7750,NA,0.1313,0.2436,0.1313,0.2321,NA,"ZMYM2","H4C3","ZMYM2 - H4C3"
8363,7750,NA,0.1294,0.2685,0.1294,0.2292,NA,"ZMYM2","H4C11","ZMYM2 - H4C11"
3021,7750,NA,0.0962,0.1828,0.0962,0.1754,NA,"ZMYM2","H3-3B","ZMYM2 - H3-3B"
3020,7750,NA,0.1475,0.2574,0.1475,0.2571,NA,"ZMYM2","H3-3A","ZMYM2 - H3-3A"
3008,7750,NA,0.0645,0.1377,0.0645,0.1212,NA,"ZMYM2","H1-4","ZMYM2 - H1-4"
7552,7704,NA,0,0,0,0,NA,"ZBTB16","ZNF711","ZBTB16 - ZNF711"
9640,7704,NA,0,0,0,0,NA,"ZBTB16","ZNF592","ZBTB16 - ZNF592"
10771,7704,NA,0,0,0,0,NA,"ZBTB16","ZMYND11","ZBTB16 - ZMYND11"
9203,7704,NA,0.0128,0.0254,0.0128,0.0253,NA,"ZBTB16","ZMYM3","ZBTB16 - ZMYM3"
7750,7704,NA,0,0,0,0,NA,"ZBTB16","ZMYM2","ZBTB16 - ZMYM2"
9555,7704,NA,0,0,0,0,NA,"ZBTB16","MACROH2A1","ZBTB16 - MACROH2A1"
8294,7704,NA,0,0,0,0,NA,"ZBTB16","H4C9","ZBTB16 - H4C9"
8367,7704,NA,0,0,0,0,NA,"ZBTB16","H4C5","ZBTB16 - H4C5"
8364,7704,NA,0,0,0,0,NA,"ZBTB16","H4C3","ZBTB16 - H4C3"
8363,7704,NA,0,0,0,0,NA,"ZBTB16","H4C11","ZBTB16 - H4C11"
3021,7704,NA,0,0,0,0,NA,"ZBTB16","H3-3B","ZBTB16 - H3-3B"
3020,7704,NA,0,0,0,0,NA,"ZBTB16","H3-3A","ZBTB16 - H3-3A"
3008,7704,NA,0,0,0,0,NA,"ZBTB16","H1-4","ZBTB16 - H1-4"
7552,7528,NA,0.0388,0.1261,0.0388,0.0746,NA,"YY1","ZNF711","YY1 - ZNF711"
9640,7528,NA,0.0303,0.0939,0.0303,0.0588,NA,"YY1","ZNF592","YY1 - ZNF592"
10771,7528,NA,0.053,0.15,0.053,0.1007,NA,"YY1","ZMYND11","YY1 - ZMYND11"
9203,7528,NA,0.0649,0.1386,0.0649,0.122,NA,"YY1","ZMYM3","YY1 - ZMYM3"
7750,7528,NA,0.1279,0.2341,0.1279,0.2268,NA,"YY1","ZMYM2","YY1 - ZMYM2"
7704,7528,NA,0.0064,0.0152,0.0064,0.0127,NA,"YY1","ZBTB16","YY1 - ZBTB16"
9555,7528,NA,0,0,0,0,NA,"YY1","MACROH2A1","YY1 - MACROH2A1"
8294,7528,NA,0.0855,0.1782,0.0855,0.1576,NA,"YY1","H4C9","YY1 - H4C9"
8367,7528,NA,0.1168,0.2092,0.1168,0.2092,NA,"YY1","H4C5","YY1 - H4C5"
8364,7528,NA,0.0738,0.1601,0.0738,0.1375,NA,"YY1","H4C3","YY1 - H4C3"
8363,7528,NA,0.0667,0.1706,0.0667,0.125,NA,"YY1","H4C11","YY1 - H4C11"
3021,7528,NA,0.0189,0.0426,0.0189,0.037,NA,"YY1","H3-3B","YY1 - H3-3B"
3020,7528,NA,0.0867,0.1666,0.0867,0.1596,NA,"YY1","H3-3A","YY1 - H3-3A"
3008,7528,NA,0.0809,0.1961,0.0809,0.1497,NA,"YY1","H1-4","YY1 - H1-4"
7552,7531,NA,0,0,0,0,NA,"YWHAE","ZNF711","YWHAE - ZNF711"
9640,7531,NA,0.0667,0.1348,0.0667,0.125,NA,"YWHAE","ZNF592","YWHAE - ZNF592"
10771,7531,NA,0.0625,0.1231,0.0625,0.1176,NA,"YWHAE","ZMYND11","YWHAE - ZMYND11"
9203,7531,NA,0,0,0,0,NA,"YWHAE","ZMYM3","YWHAE - ZMYM3"
7750,7531,NA,0.1277,0.2445,0.1277,0.2264,NA,"YWHAE","ZMYM2","YWHAE - ZMYM2"
7704,7531,NA,0,0,0,0,NA,"YWHAE","ZBTB16","YWHAE - ZBTB16"
7528,7531,NA,0.0548,0.1266,0.0548,0.1039,NA,"YWHAE","YY1","YWHAE - YY1"
9555,7531,NA,0.0233,0.0525,0.0233,0.0455,NA,"YWHAE","MACROH2A1","YWHAE - MACROH2A1"
8294,7531,NA,0.0694,0.1312,0.0694,0.1299,NA,"YWHAE","H4C9","YWHAE - H4C9"
8367,7531,NA,0.0786,0.1763,0.0786,0.1457,NA,"YWHAE","H4C5","YWHAE - H4C5"
8364,7531,NA,0.0909,0.1672,0.0909,0.1667,NA,"YWHAE","H4C3","YWHAE - H4C3"
8363,7531,NA,0.0769,0.1452,0.0769,0.1429,NA,"YWHAE","H4C11","YWHAE - H4C11"
3021,7531,NA,0.0571,0.1087,0.0571,0.1081,NA,"YWHAE","H3-3B","YWHAE - H3-3B"
3020,7531,NA,0.1494,0.2765,0.1494,0.26,NA,"YWHAE","H3-3A","YWHAE - H3-3A"
3008,7531,NA,0.0351,0.0683,0.0351,0.0678,NA,"YWHAE","H1-4","YWHAE - H1-4"
7552,51322,NA,0.0636,0.1904,0.0636,0.1197,NA,"WAC","ZNF711","WAC - ZNF711"
9640,51322,NA,0.0348,0.1013,0.0348,0.0672,NA,"WAC","ZNF592","WAC - ZNF592"
10771,51322,NA,0.1091,0.2774,0.1091,0.1967,NA,"WAC","ZMYND11","WAC - ZMYND11"
9203,51322,NA,0.097,0.1944,0.097,0.1769,NA,"WAC","ZMYM3","WAC - ZMYM3"
7750,51322,NA,0.1645,0.2869,0.1645,0.2825,NA,"WAC","ZMYM2","WAC - ZMYM2"
7704,51322,NA,0,0,0,0,NA,"WAC","ZBTB16","WAC - ZBTB16"
7528,51322,NA,0.1307,0.2318,0.1307,0.2311,NA,"WAC","YY1","WAC - YY1"
7531,51322,NA,0.0703,0.1536,0.0703,0.1314,NA,"WAC","YWHAE","WAC - YWHAE"
7468,51322,NA,0.1138,0.2106,0.1138,0.2044,NA,"WAC","NSD2","WAC - NSD2"
9555,51322,NA,0.0088,0.0296,0.0088,0.0174,NA,"WAC","MACROH2A1","WAC - MACROH2A1"
8294,51322,NA,0.0882,0.1774,0.0882,0.1622,NA,"WAC","H4C9","WAC - H4C9"
8367,51322,NA,0.1809,0.3069,0.1809,0.3063,NA,"WAC","H4C5","WAC - H4C5"
8364,51322,NA,0.0752,0.157,0.0752,0.1399,NA,"WAC","H4C3","WAC - H4C3"
8363,51322,NA,0.0948,0.2249,0.0948,0.1732,NA,"WAC","H4C11","WAC - H4C11"
3021,51322,NA,0.0821,0.1685,0.0821,0.1517,NA,"WAC","H3-3B","WAC - H3-3B"
3020,51322,NA,0.1325,0.2396,0.1325,0.2339,NA,"WAC","H3-3A","WAC - H3-3A"
3008,51322,NA,0.0924,0.2115,0.0924,0.1692,NA,"WAC","H1-4","WAC - H1-4"
7552,7443,NA,0.0337,0.0936,0.0337,0.0652,NA,"VRK1","ZNF711","VRK1 - ZNF711"
9640,7443,NA,0.1059,0.2614,0.1059,0.1915,NA,"VRK1","ZNF592","VRK1 - ZNF592"
10771,7443,NA,0.043,0.1061,0.043,0.0825,NA,"VRK1","ZMYND11","VRK1 - ZMYND11"
9203,7443,NA,0.0427,0.0858,0.0427,0.082,NA,"VRK1","ZMYM3","VRK1 - ZMYM3"
7750,7443,NA,0.0629,0.1185,0.0629,0.1184,NA,"VRK1","ZMYM2","VRK1 - ZMYM2"
7704,7443,NA,0.0088,0.0188,0.0088,0.0174,NA,"VRK1","ZBTB16","VRK1 - ZBTB16"
7528,7443,NA,0.0638,0.1227,0.0638,0.12,NA,"VRK1","YY1","VRK1 - YY1"
7531,7443,NA,0.0467,0.0979,0.0467,0.0893,NA,"VRK1","YWHAE","VRK1 - YWHAE"
51322,7443,NA,0.0578,0.1103,0.0578,0.1093,NA,"VRK1","WAC","VRK1 - WAC"
7468,7443,NA,0.0733,0.1467,0.0733,0.1365,NA,"VRK1","NSD2","VRK1 - NSD2"
9555,7443,NA,0,0,0,0,NA,"VRK1","MACROH2A1","VRK1 - MACROH2A1"
8294,7443,NA,0.0513,0.1018,0.0513,0.0976,NA,"VRK1","H4C9","VRK1 - H4C9"
8367,7443,NA,0.0824,0.1554,0.0824,0.1523,NA,"VRK1","H4C5","VRK1 - H4C5"
8364,7443,NA,0.0631,0.1261,0.0631,0.1186,NA,"VRK1","H4C3","VRK1 - H4C3"
8363,7443,NA,0.0625,0.1408,0.0625,0.1176,NA,"VRK1","H4C11","VRK1 - H4C11"
3021,7443,NA,0.0435,0.0879,0.0435,0.0833,NA,"VRK1","H3-3B","VRK1 - H3-3B"
3020,7443,NA,0.0735,0.1375,0.0735,0.137,NA,"VRK1","H3-3A","VRK1 - H3-3A"
3008,7443,NA,0.0714,0.1545,0.0714,0.1333,NA,"VRK1","H1-4","VRK1 - H1-4"
7552,7874,NA,0.0395,0.1024,0.0395,0.0759,NA,"USP7","ZNF711","USP7 - ZNF711"
9640,7874,NA,0.0519,0.1271,0.0519,0.0988,NA,"USP7","ZNF592","USP7 - ZNF592"
10771,7874,NA,0.0769,0.1741,0.0769,0.1429,NA,"USP7","ZMYND11","USP7 - ZMYND11"
9203,7874,NA,0.1237,0.2253,0.1237,0.2202,NA,"USP7","ZMYM3","USP7 - ZMYM3"
7750,7874,NA,0.121,0.2161,0.121,0.2158,NA,"USP7","ZMYM2","USP7 - ZMYM2"
7704,7874,NA,0,0,0,0,NA,"USP7","ZBTB16","USP7 - ZBTB16"
7528,7874,NA,0.1065,0.2014,0.1065,0.1925,NA,"USP7","YY1","USP7 - YY1"
7531,7874,NA,0.0761,0.15,0.0761,0.1414,NA,"USP7","YWHAE","USP7 - YWHAE"
51322,7874,NA,0.1409,0.2535,0.1409,0.2471,NA,"USP7","WAC","USP7 - WAC"
7443,7874,NA,0.0985,0.18,0.0985,0.1793,NA,"USP7","VRK1","USP7 - VRK1"
7468,7874,NA,0.1185,0.236,0.1185,0.2119,NA,"USP7","NSD2","USP7 - NSD2"
9555,7874,NA,0.0132,0.0371,0.0132,0.026,NA,"USP7","MACROH2A1","USP7 - MACROH2A1"
8294,7874,NA,0.134,0.2412,0.134,0.2364,NA,"USP7","H4C9","USP7 - H4C9"
8367,7874,NA,0.1152,0.2153,0.1152,0.2065,NA,"USP7","H4C5","USP7 - H4C5"
8364,7874,NA,0.1053,0.1971,0.1053,0.1905,NA,"USP7","H4C3","USP7 - H4C3"
8363,7874,NA,0.1125,0.231,0.1125,0.2022,NA,"USP7","H4C11","USP7 - H4C11"
3021,7874,NA,0.1263,0.2307,0.1263,0.2243,NA,"USP7","H3-3B","USP7 - H3-3B"
3020,7874,NA,0.1271,0.2256,0.1271,0.2256,NA,"USP7","H3-3A","USP7 - H3-3A"
3008,7874,NA,0.0952,0.1931,0.0952,0.1739,NA,"USP7","H1-4","USP7 - H1-4"
7552,55148,NA,0.0526,0.1068,0.0526,0.1,NA,"UBR7","ZNF711","UBR7 - ZNF711"
9640,55148,NA,0.0769,0.1491,0.0769,0.1429,NA,"UBR7","ZNF592","UBR7 - ZNF592"
10771,55148,NA,0.0976,0.1814,0.0976,0.1778,NA,"UBR7","ZMYND11","UBR7 - ZMYND11"
9203,55148,NA,0.0606,0.1174,0.0606,0.1143,NA,"UBR7","ZMYM3","UBR7 - ZMYM3"
7750,55148,NA,0.1628,0.3153,0.1628,0.28,NA,"UBR7","ZMYM2","UBR7 - ZMYM2"
7704,55148,NA,0,0,0,0,NA,"UBR7","ZBTB16","UBR7 - ZBTB16"
7528,55148,NA,0.0882,0.2099,0.0882,0.1622,NA,"UBR7","YY1","UBR7 - YY1"
7531,55148,NA,0.1111,0.201,0.1111,0.2,NA,"UBR7","YWHAE","UBR7 - YWHAE"
51322,55148,NA,0.0826,0.1887,0.0826,0.1527,NA,"UBR7","WAC","UBR7 - WAC"
7443,55148,NA,0.06,0.1299,0.06,0.1132,NA,"UBR7","VRK1","UBR7 - VRK1"
7874,55148,NA,0.0941,0.1895,0.0941,0.172,NA,"UBR7","USP7","UBR7 - USP7"
7468,55148,NA,0.0824,0.2214,0.0824,0.1523,NA,"UBR7","NSD2","UBR7 - NSD2"
9555,55148,NA,0,0,0,0,NA,"UBR7","MACROH2A1","UBR7 - MACROH2A1"
8294,55148,NA,0.1452,0.2611,0.1452,0.2535,NA,"UBR7","H4C9","UBR7 - H4C9"
8367,55148,NA,0.0584,0.1417,0.0584,0.1103,NA,"UBR7","H4C5","UBR7 - H4C5"
8364,55148,NA,0.1186,0.2157,0.1186,0.2121,NA,"UBR7","H4C3","UBR7 - H4C3"
8363,55148,NA,0.1364,0.2408,0.1364,0.24,NA,"UBR7","H4C11","UBR7 - H4C11"
3021,55148,NA,0.0794,0.1503,0.0794,0.1471,NA,"UBR7","H3-3B","UBR7 - H3-3B"
3020,55148,NA,0.119,0.2351,0.119,0.2128,NA,"UBR7","H3-3A","UBR7 - H3-3A"
3008,55148,NA,0.1042,0.1887,0.1042,0.1887,NA,"UBR7","H1-4","UBR7 - H1-4"
7552,7319,NA,0.0667,0.1827,0.0667,0.125,NA,"UBE2A","ZNF711","UBE2A - ZNF711"
9640,7319,NA,0.0208,0.0567,0.0208,0.0408,NA,"UBE2A","ZNF592","UBE2A - ZNF592"
10771,7319,NA,0.0745,0.1811,0.0745,0.1386,NA,"UBE2A","ZMYND11","UBE2A - ZMYND11"
9203,7319,NA,0.0678,0.1339,0.0678,0.127,NA,"UBE2A","ZMYM3","UBE2A - ZMYM3"
7750,7319,NA,0.0833,0.1542,0.0833,0.1538,NA,"UBE2A","ZMYM2","UBE2A - ZMYM2"
7704,7319,NA,0.0085,0.0183,0.0085,0.0168,NA,"UBE2A","ZBTB16","UBE2A - ZBTB16"
7528,7319,NA,0.0625,0.1197,0.0625,0.1176,NA,"UBE2A","YY1","UBE2A - YY1"
7531,7319,NA,0.0357,0.0764,0.0357,0.069,NA,"UBE2A","YWHAE","UBE2A - YWHAE"
51322,7319,NA,0.1333,0.2368,0.1333,0.2353,NA,"UBE2A","WAC","UBE2A - WAC"
7443,7319,NA,0.0318,0.0617,0.0318,0.0617,NA,"UBE2A","VRK1","UBE2A - VRK1"
7874,7319,NA,0.0797,0.1486,0.0797,0.1477,NA,"UBE2A","USP7","UBE2A - USP7"
55148,7319,NA,0.0784,0.169,0.0784,0.1455,NA,"UBE2A","UBR7","UBE2A - UBR7"
7468,7319,NA,0.1,0.1936,0.1,0.1818,NA,"UBE2A","NSD2","UBE2A - NSD2"
9555,7319,NA,0.0108,0.0331,0.0108,0.0213,NA,"UBE2A","MACROH2A1","UBE2A - MACROH2A1"
8294,7319,NA,0.1043,0.1986,0.1043,0.189,NA,"UBE2A","H4C9","UBE2A - H4C9"
8367,7319,NA,0.0806,0.1516,0.0806,0.1493,NA,"UBE2A","H4C5","UBE2A - H4C5"
8364,7319,NA,0.0702,0.1406,0.0702,0.1311,NA,"UBE2A","H4C3","UBE2A - H4C3"
8363,7319,NA,0.1042,0.2289,0.1042,0.1887,NA,"UBE2A","H4C11","UBE2A - H4C11"
3021,7319,NA,0.0783,0.1543,0.0783,0.1452,NA,"UBE2A","H3-3B","UBE2A - H3-3B"
3020,7319,NA,0.1194,0.2146,0.1194,0.2133,NA,"UBE2A","H3-3A","UBE2A - H3-3A"
3008,7319,NA,0.0481,0.1076,0.0481,0.0917,NA,"UBE2A","H1-4","UBE2A - H1-4"
7552,11338,NA,0.0263,0.0544,0.0263,0.0513,NA,"U2AF2","ZNF711","U2AF2 - ZNF711"
9640,11338,NA,0.0513,0.1013,0.0513,0.0976,NA,"U2AF2","ZNF592","U2AF2 - ZNF592"
10771,11338,NA,0.1579,0.2774,0.1579,0.2727,NA,"U2AF2","ZMYND11","U2AF2 - ZMYND11"
9203,11338,NA,0.0455,0.0897,0.0455,0.087,NA,"U2AF2","ZMYM3","U2AF2 - ZMYM3"
7750,11338,NA,0.1,0.2066,0.1,0.1818,NA,"U2AF2","ZMYM2","U2AF2 - ZMYM2"
7704,11338,NA,0,0,0,0,NA,"U2AF2","ZBTB16","U2AF2 - ZBTB16"
7528,11338,NA,0.0652,0.1605,0.0652,0.1224,NA,"U2AF2","YY1","U2AF2 - YY1"
7531,11338,NA,0.0727,0.1366,0.0727,0.1356,NA,"U2AF2","YWHAE","U2AF2 - YWHAE"
51322,11338,NA,0.0744,0.1731,0.0744,0.1385,NA,"U2AF2","WAC","U2AF2 - WAC"
7443,11338,NA,0.0396,0.0883,0.0396,0.0762,NA,"U2AF2","VRK1","U2AF2 - VRK1"
7874,11338,NA,0.0824,0.169,0.0824,0.1522,NA,"U2AF2","USP7","U2AF2 - USP7"
55148,11338,NA,0.1522,0.2642,0.1522,0.2642,NA,"U2AF2","UBR7","U2AF2 - UBR7"
7319,11338,NA,0.0481,0.1076,0.0481,0.0917,NA,"U2AF2","UBE2A","U2AF2 - UBE2A"
7468,11338,NA,0.0595,0.1655,0.0595,0.1122,NA,"U2AF2","NSD2","U2AF2 - NSD2"
9555,11338,NA,0,0,0,0,NA,"U2AF2","MACROH2A1","U2AF2 - MACROH2A1"
8294,11338,NA,0.129,0.2365,0.129,0.2286,NA,"U2AF2","H4C9","U2AF2 - H4C9"
8367,11338,NA,0.0992,0.2347,0.0992,0.1806,NA,"U2AF2","H4C5","U2AF2 - H4C5"
8364,11338,NA,0.1404,0.2512,0.1404,0.2462,NA,"U2AF2","H4C3","U2AF2 - H4C3"
8363,11338,NA,0.1951,0.3271,0.1951,0.3265,NA,"U2AF2","H4C11","U2AF2 - H4C11"
3021,11338,NA,0.0984,0.1838,0.0984,0.1791,NA,"U2AF2","H3-3B","U2AF2 - H3-3B"
3020,11338,NA,0.1341,0.2636,0.1341,0.2366,NA,"U2AF2","H3-3A","U2AF2 - H3-3A"
3008,11338,NA,0.0833,0.1538,0.0833,0.1538,NA,"U2AF2","H1-4","U2AF2 - H1-4"
7552,8295,NA,0.0556,0.1531,0.0556,0.1053,NA,"TRRAP","ZNF711","TRRAP - ZNF711"
9640,8295,NA,0.043,0.1141,0.043,0.0825,NA,"TRRAP","ZNF592","TRRAP - ZNF592"
10771,8295,NA,0.087,0.2082,0.087,0.16,NA,"TRRAP","ZMYND11","TRRAP - ZMYND11"
9203,8295,NA,0.0776,0.1516,0.0776,0.144,NA,"TRRAP","ZMYM3","TRRAP - ZMYM3"
7750,8295,NA,0.2016,0.3361,0.2016,0.3355,NA,"TRRAP","ZMYM2","TRRAP - ZMYM2"
7704,8295,NA,0,0,0,0,NA,"TRRAP","ZBTB16","TRRAP - ZBTB16"
7528,8295,NA,0.1154,0.2108,0.1154,0.2069,NA,"TRRAP","YY1","TRRAP - YY1"
7531,8295,NA,0.1386,0.2691,0.1386,0.2435,NA,"TRRAP","YWHAE","TRRAP - YWHAE"
51322,8295,NA,0.1698,0.2924,0.1698,0.2903,NA,"TRRAP","WAC","TRRAP - WAC"
7443,8295,NA,0.0592,0.1118,0.0592,0.1118,NA,"TRRAP","VRK1","TRRAP - VRK1"
7874,8295,NA,0.1385,0.2447,0.1385,0.2432,NA,"TRRAP","USP7","TRRAP - USP7"
55148,8295,NA,0.1237,0.255,0.1237,0.2202,NA,"TRRAP","UBR7","TRRAP - UBR7"
7319,8295,NA,0.1379,0.2424,0.1379,0.2424,NA,"TRRAP","UBE2A","TRRAP - UBE2A"
11338,8295,NA,0.1134,0.2382,0.1134,0.2037,NA,"TRRAP","U2AF2","TRRAP - U2AF2"
7468,8295,NA,0.125,0.2372,0.125,0.2222,NA,"TRRAP","NSD2","TRRAP - NSD2"
9555,8295,NA,0.0109,0.0333,0.0109,0.0215,NA,"TRRAP","MACROH2A1","TRRAP - MACROH2A1"
8294,8295,NA,0.1667,0.2997,0.1667,0.2857,NA,"TRRAP","H4C9","TRRAP - H4C9"
8367,8295,NA,0.1429,0.2542,0.1429,0.25,NA,"TRRAP","H4C5","TRRAP - H4C5"
8364,8295,NA,0.1415,0.2652,0.1415,0.2479,NA,"TRRAP","H4C3","TRRAP - H4C3"
8363,8295,NA,0.1538,0.3224,0.1538,0.2667,NA,"TRRAP","H4C11","TRRAP - H4C11"
3021,8295,NA,0.0696,0.138,0.0696,0.1301,NA,"TRRAP","H3-3B","TRRAP - H3-3B"
3020,8295,NA,0.1825,0.3103,0.1825,0.3087,NA,"TRRAP","H3-3A","TRRAP - H3-3A"
3008,8295,NA,0.0588,0.1299,0.0588,0.1111,NA,"TRRAP","H1-4","TRRAP - H1-4"
7552,11011,NA,0.082,0.1905,0.082,0.1515,NA,"TLK2","ZNF711","TLK2 - ZNF711"
9640,11011,NA,0.0625,0.1419,0.0625,0.1176,NA,"TLK2","ZNF592","TLK2 - ZNF592"
10771,11011,NA,0.127,0.259,0.127,0.2254,NA,"TLK2","ZMYND11","TLK2 - ZMYND11"
9203,11011,NA,0.1566,0.2723,0.1566,0.2708,NA,"TLK2","ZMYM3","TLK2 - ZMYM3"
7750,11011,NA,0.1776,0.3055,0.1776,0.3016,NA,"TLK2","ZMYM2","TLK2 - ZMYM2"
7704,11011,NA,0,0,0,0,NA,"TLK2","ZBTB16","TLK2 - ZBTB16"
7528,11011,NA,0.1299,0.2497,0.1299,0.2299,NA,"TLK2","YY1","TLK2 - YY1"
7531,11011,NA,0.075,0.1435,0.075,0.1395,NA,"TLK2","YWHAE","TLK2 - YWHAE"
51322,11011,NA,0.1716,0.3098,0.1716,0.293,NA,"TLK2","WAC","TLK2 - WAC"
7443,11011,NA,0.082,0.1545,0.082,0.1515,NA,"TLK2","VRK1","TLK2 - VRK1"
7874,11011,NA,0.1442,0.2536,0.1442,0.2521,NA,"TLK2","USP7","TLK2 - USP7"
55148,11011,NA,0.1268,0.2379,0.1268,0.225,NA,"TLK2","UBR7","TLK2 - UBR7"
7319,11011,NA,0.0794,0.1508,0.0794,0.1471,NA,"TLK2","UBE2A","TLK2 - UBE2A"
11338,11011,NA,0.1286,0.2424,0.1286,0.2278,NA,"TLK2","U2AF2","TLK2 - U2AF2"
8295,11011,NA,0.1441,0.2579,0.1441,0.2519,NA,"TLK2","TRRAP","TLK2 - TRRAP"
7468,11011,NA,0.104,0.2212,0.104,0.1883,NA,"TLK2","NSD2","TLK2 - NSD2"
9555,11011,NA,0.0159,0.0414,0.0159,0.0312,NA,"TLK2","MACROH2A1","TLK2 - MACROH2A1"
8294,11011,NA,0.1412,0.2485,0.1412,0.2474,NA,"TLK2","H4C9","TLK2 - H4C9"
