"Fila","Columna","Damerau_Levenshtein","Jaccard","Cosine","Hamming","Sorensen_Dice","Jaro_Winkler","columna_name","fila_name","name"
6605,23451,NA,0,0,0,0,NA,"SF3B1","SMARCE1","SF3B1 - SMARCE1"
6603,23451,NA,0.039,0.0759,0.039,0.075,NA,"SF3B1","SMARCD2","SF3B1 - SMARCD2"
6602,23451,NA,0,0,0,0,NA,"SF3B1","SMARCD1","SF3B1 - SMARCD1"
6601,23451,NA,0,0,0,0,NA,"SF3B1","SMARCC2","SF3B1 - SMARCC2"
6599,23451,NA,0,0,0,0,NA,"SF3B1","SMARCC1","SF3B1 - SMARCC1"
6598,23451,NA,0.0042,0.0107,0.0042,0.0084,NA,"SF3B1","SMARCB1","SF3B1 - SMARCB1"
6597,23451,NA,0,0,0,0,NA,"SF3B1","SMARCA4","SF3B1 - SMARCA4"
6595,23451,NA,0,0,0,0,NA,"SF3B1","SMARCA2","SF3B1 - SMARCA2"
23309,23451,NA,0,0,0,0,NA,"SF3B1","SIN3B","SF3B1 - SIN3B"
25942,23451,NA,0,0,0,0,NA,"SF3B1","SIN3A","SF3B1 - SIN3A"
7468,23451,NA,0.0047,0.0113,0.0047,0.0093,NA,"SF3B1","NSD2","SF3B1 - NSD2"
9555,23451,NA,0.0179,0.0445,0.0179,0.0351,NA,"SF3B1","MACROH2A1","SF3B1 - MACROH2A1"
51111,23451,NA,0,0,0,0,NA,"SF3B1","KMT5B","SF3B1 - KMT5B"
8294,23451,NA,0.0112,0.0222,0.0112,0.0222,NA,"SF3B1","H4C9","SF3B1 - H4C9"
8367,23451,NA,0,0,0,0,NA,"SF3B1","H4C5","SF3B1 - H4C5"
8364,23451,NA,0,0,0,0,NA,"SF3B1","H4C3","SF3B1 - H4C3"
8363,23451,NA,0,0,0,0,NA,"SF3B1","H4C11","SF3B1 - H4C11"
3021,23451,NA,0,0,0,0,NA,"SF3B1","H3-3B","SF3B1 - H3-3B"
3020,23451,NA,0,0,0,0,NA,"SF3B1","H3-3A","SF3B1 - H3-3A"
3008,23451,NA,0,0,0,0,NA,"SF3B1","H1-4","SF3B1 - H1-4"
7552,55209,NA,0.0526,0.1355,0.0526,0.1,NA,"SETD5","ZNF711","SETD5 - ZNF711"
9640,55209,NA,0.038,0.0946,0.038,0.0732,NA,"SETD5","ZNF592","SETD5 - ZNF592"
10771,55209,NA,0.1184,0.2592,0.1184,0.2118,NA,"SETD5","ZMYND11","SETD5 - ZMYND11"
9203,55209,NA,0.1224,0.2236,0.1224,0.2182,NA,"SETD5","ZMYM3","SETD5 - ZMYM3"
7750,55209,NA,0.1765,0.3003,0.1765,0.3,NA,"SETD5","ZMYM2","SETD5 - ZMYM2"
7704,55209,NA,0,0,0,0,NA,"SETD5","ZBTB16","SETD5 - ZBTB16"
7528,55209,NA,0.1325,0.2443,0.1325,0.234,NA,"SETD5","YY1","SETD5 - YY1"
7531,55209,NA,0.087,0.1701,0.087,0.16,NA,"SETD5","YWHAE","SETD5 - YWHAE"
51322,55209,NA,0.1712,0.2995,0.1712,0.2924,NA,"SETD5","WAC","SETD5 - WAC"
7443,55209,NA,0.058,0.11,0.058,0.1096,NA,"SETD5","VRK1","SETD5 - VRK1"
7874,55209,NA,0.1466,0.2556,0.1466,0.2556,NA,"SETD5","USP7","SETD5 - USP7"
55148,55209,NA,0.119,0.2351,0.119,0.2128,NA,"SETD5","UBR7","SETD5 - UBR7"
7319,55209,NA,0.1364,0.2414,0.1364,0.24,NA,"SETD5","UBE2A","SETD5 - UBE2A"
11338,55209,NA,0.1341,0.2636,0.1341,0.2366,NA,"SETD5","U2AF2","SETD5 - U2AF2"
8295,55209,NA,0.2016,0.3373,0.2016,0.3356,NA,"SETD5","TRRAP","SETD5 - TRRAP"
11011,55209,NA,0.1881,0.3188,0.1881,0.3167,NA,"SETD5","TLK2","SETD5 - TLK2"
200424,55209,NA,0.163,0.2898,0.163,0.2804,NA,"SETD5","TET3","SETD5 - TET3"
79718,55209,NA,0.1124,0.211,0.1124,0.2021,NA,"SETD5","TBL1XR1","SETD5 - TBL1XR1"
129685,55209,NA,0.0909,0.2074,0.0909,0.1667,NA,"SETD5","TAF8","SETD5 - TAF8"
6878,55209,NA,0.1742,0.3076,0.1742,0.2967,NA,"SETD5","TAF6","SETD5 - TAF6"
6874,55209,NA,0.1667,0.2918,0.1667,0.2857,NA,"SETD5","TAF4","SETD5 - TAF4"
6873,55209,NA,0.0449,0.0958,0.0449,0.086,NA,"SETD5","TAF2","SETD5 - TAF2"
6872,55209,NA,0.1401,0.254,0.1401,0.2458,NA,"SETD5","TAF1","SETD5 - TAF1"
23512,55209,NA,0.0862,0.1591,0.0862,0.1587,NA,"SETD5","SUZ12","SETD5 - SUZ12"
11198,55209,NA,0.2037,0.3386,0.2037,0.3385,NA,"SETD5","SUPT16H","SETD5 - SUPT16H"
10847,55209,NA,0.1272,0.2376,0.1272,0.2256,NA,"SETD5","SRCAP","SETD5 - SRCAP"
8405,55209,NA,0.1681,0.288,0.1681,0.2878,NA,"SETD5","SPOP","SETD5 - SPOP"
23013,55209,NA,0.1623,0.3042,0.1623,0.2793,NA,"SETD5","SPEN","SETD5 - SPEN"
6605,55209,NA,0.0936,0.1864,0.0936,0.1712,NA,"SETD5","SMARCE1","SETD5 - SMARCE1"
6603,55209,NA,0.0306,0.0629,0.0306,0.0594,NA,"SETD5","SMARCD2","SETD5 - SMARCD2"
6602,55209,NA,0.1875,0.318,0.1875,0.3158,NA,"SETD5","SMARCD1","SETD5 - SMARCD1"
6601,55209,NA,0.176,0.3005,0.176,0.2993,NA,"SETD5","SMARCC2","SETD5 - SMARCC2"
6599,55209,NA,0.0141,0.0546,0.0141,0.0278,NA,"SETD5","SMARCC1","SETD5 - SMARCC1"
6598,55209,NA,0.0886,0.1856,0.0886,0.1628,NA,"SETD5","SMARCB1","SETD5 - SMARCB1"
6597,55209,NA,0.1704,0.2946,0.1704,0.2911,NA,"SETD5","SMARCA4","SETD5 - SMARCA4"
6595,55209,NA,0.151,0.2855,0.151,0.2624,NA,"SETD5","SMARCA2","SETD5 - SMARCA2"
23309,55209,NA,0.0357,0.082,0.0357,0.069,NA,"SETD5","SIN3B","SETD5 - SIN3B"
25942,55209,NA,0.1495,0.2837,0.1495,0.2601,NA,"SETD5","SIN3A","SETD5 - SIN3A"
23451,55209,NA,0,0,0,0,NA,"SETD5","SF3B1","SETD5 - SF3B1"
7468,55209,NA,0.1394,0.2717,0.1394,0.2447,NA,"SETD5","NSD2","SETD5 - NSD2"
9555,55209,NA,0,0,0,0,NA,"SETD5","MACROH2A1","SETD5 - MACROH2A1"
51111,55209,NA,0.1444,0.2647,0.1444,0.2524,NA,"SETD5","KMT5B","SETD5 - KMT5B"
8294,55209,NA,0.1935,0.3315,0.1935,0.3243,NA,"SETD5","H4C9","SETD5 - H4C9"
8367,55209,NA,0.1859,0.3262,0.1859,0.3135,NA,"SETD5","H4C5","SETD5 - H4C5"
8364,55209,NA,0.0928,0.1761,0.0928,0.1698,NA,"SETD5","H4C3","SETD5 - H4C3"
8363,55209,NA,0.1392,0.2802,0.1392,0.2444,NA,"SETD5","H4C11","SETD5 - H4C11"
3021,55209,NA,0.0909,0.1717,0.0909,0.1667,NA,"SETD5","H3-3B","SETD5 - H3-3B"
3020,55209,NA,0.1858,0.3134,0.1858,0.3134,NA,"SETD5","H3-3A","SETD5 - H3-3A"
3008,55209,NA,0.1071,0.2156,0.1071,0.1935,NA,"SETD5","H1-4","SETD5 - H1-4"
7552,29072,NA,0.0811,0.2033,0.0811,0.15,NA,"SETD2","ZNF711","SETD2 - ZNF711"
9640,29072,NA,0.0513,0.1262,0.0513,0.0976,NA,"SETD2","ZNF592","SETD2 - ZNF592"
10771,29072,NA,0.0897,0.2016,0.0897,0.1647,NA,"SETD2","ZMYND11","SETD2 - ZMYND11"
9203,29072,NA,0.0476,0.0932,0.0476,0.0909,NA,"SETD2","ZMYM3","SETD2 - ZMYM3"
7750,29072,NA,0.12,0.2145,0.12,0.2143,NA,"SETD2","ZMYM2","SETD2 - ZMYM2"
7704,29072,NA,0,0,0,0,NA,"SETD2","ZBTB16","SETD2 - ZBTB16"
7528,29072,NA,0.1124,0.211,0.1124,0.2021,NA,"SETD2","YY1","SETD2 - YY1"
7531,29072,NA,0.087,0.1701,0.087,0.16,NA,"SETD2","YWHAE","SETD2 - YWHAE"
51322,29072,NA,0.1554,0.2755,0.1554,0.269,NA,"SETD2","WAC","SETD2 - WAC"
7443,29072,NA,0.0657,0.1237,0.0657,0.1233,NA,"SETD2","VRK1","SETD2 - VRK1"
7874,29072,NA,0.1368,0.2406,0.1368,0.2406,NA,"SETD2","USP7","SETD2 - USP7"
55148,29072,NA,0.093,0.1881,0.093,0.1702,NA,"SETD2","UBR7","SETD2 - UBR7"
7319,29072,NA,0.0949,0.1743,0.0949,0.1733,NA,"SETD2","UBE2A","SETD2 - UBE2A"
11338,29072,NA,0.1071,0.2156,0.1071,0.1935,NA,"SETD2","U2AF2","SETD2 - U2AF2"
8295,29072,NA,0.155,0.2698,0.155,0.2685,NA,"SETD2","TRRAP","SETD2 - TRRAP"
11011,29072,NA,0.165,0.2853,0.165,0.2833,NA,"SETD2","TLK2","SETD2 - TLK2"
200424,29072,NA,0.1383,0.2511,0.1383,0.243,NA,"SETD2","TET3","SETD2 - TET3"
79718,29072,NA,0.1124,0.211,0.1124,0.2021,NA,"SETD2","TBL1XR1","SETD2 - TBL1XR1"
129685,29072,NA,0.037,0.0889,0.037,0.0714,NA,"SETD2","TAF8","SETD2 - TAF8"
6878,29072,NA,0.103,0.1937,0.103,0.1868,NA,"SETD2","TAF6","SETD2 - TAF6"
6874,29072,NA,0.1351,0.2431,0.1351,0.2381,NA,"SETD2","TAF4","SETD2 - TAF4"
6873,29072,NA,0.069,0.1438,0.069,0.129,NA,"SETD2","TAF2","SETD2 - TAF2"
6872,29072,NA,0.1329,0.2424,0.1329,0.2346,NA,"SETD2","TAF1","SETD2 - TAF1"
23512,29072,NA,0.115,0.2068,0.115,0.2063,NA,"SETD2","SUZ12","SETD2 - SUZ12"
11198,29072,NA,0.1927,0.3232,0.1927,0.3231,NA,"SETD2","SUPT16H","SETD2 - SUPT16H"
10847,29072,NA,0.1404,0.2592,0.1404,0.2462,NA,"SETD2","SRCAP","SETD2 - SRCAP"
8405,29072,NA,0.1032,0.1872,0.1032,0.1871,NA,"SETD2","SPOP","SETD2 - SPOP"
23013,29072,NA,0.1623,0.3042,0.1623,0.2793,NA,"SETD2","SPEN","SETD2 - SPEN"
6605,29072,NA,0.0777,0.157,0.0777,0.1441,NA,"SETD2","SMARCE1","SETD2 - SMARCE1"
6603,29072,NA,0.0412,0.0838,0.0412,0.0792,NA,"SETD2","SMARCD2","SETD2 - SMARCD2"
6602,29072,NA,0.1014,0.1855,0.1014,0.1842,NA,"SETD2","SMARCD1","SETD2 - SMARCD1"
6601,29072,NA,0.1053,0.1912,0.1053,0.1905,NA,"SETD2","SMARCC2","SETD2 - SMARCC2"
6599,29072,NA,0.0141,0.0546,0.0141,0.0278,NA,"SETD2","SMARCC1","SETD2 - SMARCC1"
6598,29072,NA,0.075,0.1591,0.075,0.1395,NA,"SETD2","SMARCB1","SETD2 - SMARCB1"
6597,29072,NA,0.0972,0.1793,0.0972,0.1772,NA,"SETD2","SMARCA4","SETD2 - SMARCA4"
6595,29072,NA,0.0995,0.1969,0.0995,0.181,NA,"SETD2","SMARCA2","SETD2 - SMARCA2"
23309,29072,NA,0.0482,0.1093,0.0482,0.092,NA,"SETD2","SIN3B","SETD2 - SIN3B"
25942,29072,NA,0.1495,0.2837,0.1495,0.2601,NA,"SETD2","SIN3A","SETD2 - SIN3A"
23451,29072,NA,0.0089,0.018,0.0089,0.0177,NA,"SETD2","SF3B1","SETD2 - SF3B1"
55209,29072,NA,0.1261,0.2239,0.1261,0.2239,NA,"SETD2","SETD5","SETD2 - SETD5"
7468,29072,NA,0.134,0.2624,0.134,0.2363,NA,"SETD2","NSD2","SETD2 - NSD2"
9555,29072,NA,0.013,0.0368,0.013,0.0256,NA,"SETD2","MACROH2A1","SETD2 - MACROH2A1"
51111,29072,NA,0.1705,0.3054,0.1705,0.2913,NA,"SETD2","KMT5B","SETD2 - KMT5B"
8294,29072,NA,0.11,0.2026,0.11,0.1982,NA,"SETD2","H4C9","SETD2 - H4C9"
8367,29072,NA,0.135,0.2474,0.135,0.2378,NA,"SETD2","H4C5","SETD2 - H4C5"
8364,29072,NA,0.1277,0.2348,0.1277,0.2264,NA,"SETD2","H4C3","SETD2 - H4C3"
8363,29072,NA,0.1392,0.2802,0.1392,0.2444,NA,"SETD2","H4C11","SETD2 - H4C11"
3021,29072,NA,0.125,0.229,0.125,0.2222,NA,"SETD2","H3-3B","SETD2 - H3-3B"
3020,29072,NA,0.1453,0.2537,0.1453,0.2537,NA,"SETD2","H3-3A","SETD2 - H3-3A"
3008,29072,NA,0.0941,0.1917,0.0941,0.172,NA,"SETD2","H1-4","SETD2 - H1-4"
7552,23067,NA,0.0645,0.124,0.0645,0.1212,NA,"SETD1B","ZNF711","SETD1B - ZNF711"
9640,23067,NA,0,0,0,0,NA,"SETD1B","ZNF592","SETD1B - ZNF592"
10771,23067,NA,0.1515,0.2635,0.1515,0.2632,NA,"SETD1B","ZMYND11","SETD1B - ZMYND11"
9203,23067,NA,0.0328,0.0682,0.0328,0.0635,NA,"SETD1B","ZMYM3","SETD1B - ZMYM3"
7750,23067,NA,0.0814,0.1832,0.0814,0.1505,NA,"SETD1B","ZMYM2","SETD1B - ZMYM2"
7704,23067,NA,0,0,0,0,NA,"SETD1B","ZBTB16","SETD1B - ZBTB16"
7528,23067,NA,0.0602,0.1626,0.0602,0.1135,NA,"SETD1B","YY1","SETD1B - YY1"
7531,23067,NA,0.0392,0.0778,0.0392,0.0755,NA,"SETD1B","YWHAE","SETD1B - YWHAE"
51322,23067,NA,0.0973,0.2412,0.0973,0.1774,NA,"SETD1B","WAC","SETD1B - WAC"
7443,23067,NA,0.0206,0.0503,0.0206,0.0404,NA,"SETD1B","VRK1","SETD1B - VRK1"
7874,23067,NA,0.0488,0.1101,0.0488,0.093,NA,"SETD1B","USP7","SETD1B - USP7"
55148,23067,NA,0.0682,0.1291,0.0682,0.1277,NA,"SETD1B","UBR7","SETD1B - UBR7"
7319,23067,NA,0.0098,0.0245,0.0098,0.0194,NA,"SETD1B","UBE2A","SETD1B - UBE2A"
11338,23067,NA,0.0952,0.1754,0.0952,0.1739,NA,"SETD1B","U2AF2","SETD1B - U2AF2"
8295,23067,NA,0.0408,0.0988,0.0408,0.0784,NA,"SETD1B","TRRAP","SETD1B - TRRAP"
11011,23067,NA,0.0735,0.1536,0.0735,0.137,NA,"SETD1B","TLK2","SETD1B - TLK2"
200424,23067,NA,0.0909,0.1768,0.0909,0.1667,NA,"SETD1B","TET3","SETD1B - TET3"
79718,23067,NA,0.0444,0.122,0.0444,0.0851,NA,"SETD1B","TBL1XR1","SETD1B - TBL1XR1"
129685,23067,NA,0.0571,0.1085,0.0571,0.1081,NA,"SETD1B","TAF8","SETD1B - TAF8"
6878,23067,NA,0.0227,0.0626,0.0227,0.0444,NA,"SETD1B","TAF6","SETD1B - TAF6"
6874,23067,NA,0.0614,0.1557,0.0614,0.1157,NA,"SETD1B","TAF4","SETD1B - TAF4"
6873,23067,NA,0.0455,0.0877,0.0455,0.087,NA,"SETD1B","TAF2","SETD1B - TAF2"
6872,23067,NA,0.056,0.1479,0.056,0.1061,NA,"SETD1B","TAF1","SETD1B - TAF1"
23512,23067,NA,0.0395,0.0873,0.0395,0.0759,NA,"SETD1B","SUZ12","SETD1B - SUZ12"
11198,23067,NA,0.0779,0.169,0.0779,0.1446,NA,"SETD1B","SUPT16H","SETD1B - SUPT16H"
10847,23067,NA,0.035,0.0988,0.035,0.0676,NA,"SETD1B","SRCAP","SETD1B - SRCAP"
8405,23067,NA,0.0575,0.1318,0.0575,0.1087,NA,"SETD1B","SPOP","SETD1B - SPOP"
23013,23067,NA,0.0417,0.1257,0.0417,0.08,NA,"SETD1B","SPEN","SETD1B - SPEN"
6605,23067,NA,0.0294,0.0898,0.0294,0.0571,NA,"SETD1B","SMARCE1","SETD1B - SMARCE1"
6603,23067,NA,0.0189,0.0383,0.0189,0.037,NA,"SETD1B","SMARCD2","SETD1B - SMARCD2"
6602,23067,NA,0.0606,0.1455,0.0606,0.1143,NA,"SETD1B","SMARCD1","SETD1B - SMARCD1"
6601,23067,NA,0.0638,0.15,0.0638,0.12,NA,"SETD1B","SMARCC2","SETD1B - SMARCC2"
6599,23067,NA,0.0417,0.1,0.0417,0.08,NA,"SETD1B","SMARCC1","SETD1B - SMARCC1"
6598,23067,NA,0.0243,0.0809,0.0243,0.0474,NA,"SETD1B","SMARCB1","SETD1B - SMARCB1"
6597,23067,NA,0.0472,0.1172,0.0472,0.0901,NA,"SETD1B","SMARCA4","SETD1B - SMARCA4"
6595,23067,NA,0.0482,0.1441,0.0482,0.092,NA,"SETD1B","SMARCA2","SETD1B - SMARCA2"
23309,23067,NA,0.0526,0.1,0.0526,0.1,NA,"SETD1B","SIN3B","SETD1B - SIN3B"
25942,23067,NA,0.0476,0.1432,0.0476,0.0909,NA,"SETD1B","SIN3A","SETD1B - SIN3A"
23451,23067,NA,0,0,0,0,NA,"SETD1B","SF3B1","SETD1B - SF3B1"
55209,23067,NA,0.0741,0.1639,0.0741,0.1379,NA,"SETD1B","SETD5","SETD1B - SETD5"
29072,23067,NA,0.0741,0.1639,0.0741,0.1379,NA,"SETD1B","SETD2","SETD1B - SETD2"
7468,23067,NA,0.027,0.0857,0.027,0.0526,NA,"SETD1B","NSD2","SETD1B - NSD2"
9555,23067,NA,0,0,0,0,NA,"SETD1B","MACROH2A1","SETD1B - MACROH2A1"
51111,23067,NA,0.0769,0.1491,0.0769,0.1429,NA,"SETD1B","KMT5B","SETD1B - KMT5B"
8294,23067,NA,0.0492,0.1011,0.0492,0.0938,NA,"SETD1B","H4C9","SETD1B - H4C9"
8367,23067,NA,0.0455,0.1235,0.0455,0.087,NA,"SETD1B","H4C5","SETD1B - H4C5"
8364,23067,NA,0.0172,0.0358,0.0172,0.0339,NA,"SETD1B","H4C3","SETD1B - H4C3"
8363,23067,NA,0.1026,0.1865,0.1026,0.186,NA,"SETD1B","H4C11","SETD1B - H4C11"
3021,23067,NA,0.0517,0.1048,0.0517,0.0984,NA,"SETD1B","H3-3B","SETD1B - H3-3B"
3020,23067,NA,0.0741,0.1639,0.0741,0.1379,NA,"SETD1B","H3-3A","SETD1B - H3-3A"
3008,23067,NA,0.0952,0.1754,0.0952,0.1739,NA,"SETD1B","H1-4","SETD1B - H1-4"
7552,9739,NA,0.12,0.2538,0.12,0.2143,NA,"SETD1A","ZNF711","SETD1A - ZNF711"
9640,9739,NA,0.0545,0.1181,0.0545,0.1034,NA,"SETD1A","ZNF592","SETD1A - ZNF592"
10771,9739,NA,0.1731,0.3235,0.1731,0.2951,NA,"SETD1A","ZMYND11","SETD1A - ZMYND11"
9203,9739,NA,0.1026,0.186,0.1026,0.186,NA,"SETD1A","ZMYM3","SETD1A - ZMYM3"
7750,9739,NA,0.1717,0.3034,0.1717,0.2931,NA,"SETD1A","ZMYM2","SETD1A - ZMYM2"
7704,9739,NA,0,0,0,0,NA,"SETD1A","ZBTB16","SETD1A - ZBTB16"
7528,9739,NA,0.1081,0.2218,0.1081,0.1951,NA,"SETD1A","YY1","SETD1A - YY1"
7531,9739,NA,0.1343,0.2389,0.1343,0.2368,NA,"SETD1A","YWHAE","SETD1A - YWHAE"
51322,9739,NA,0.1855,0.3439,0.1855,0.3129,NA,"SETD1A","WAC","SETD1A - WAC"
7443,9739,NA,0.0609,0.1201,0.0609,0.1148,NA,"SETD1A","VRK1","SETD1A - VRK1"
7874,9739,NA,0.1354,0.244,0.1354,0.2385,NA,"SETD1A","USP7","SETD1A - USP7"
55148,9739,NA,0.129,0.2348,0.129,0.2286,NA,"SETD1A","UBR7","SETD1A - UBR7"
7319,9739,NA,0.125,0.2343,0.125,0.2222,NA,"SETD1A","UBE2A","SETD1A - UBE2A"
11338,9739,NA,0.1129,0.2094,0.1129,0.2029,NA,"SETD1A","U2AF2","SETD1A - U2AF2"
8295,9739,NA,0.1905,0.3368,0.1905,0.32,NA,"SETD1A","TRRAP","SETD1A - TRRAP"
11011,9739,NA,0.2,0.3352,0.2,0.3333,NA,"SETD1A","TLK2","SETD1A - TLK2"
200424,9739,NA,0.1528,0.2652,0.1528,0.2651,NA,"SETD1A","TET3","SETD1A - TET3"
79718,9739,NA,0.1156,0.2357,0.1156,0.2073,NA,"SETD1A","TBL1XR1","SETD1A - TBL1XR1"
129685,9739,NA,0.0714,0.1479,0.0714,0.1333,NA,"SETD1A","TAF8","SETD1A - TAF8"
6878,9739,NA,0.0533,0.1138,0.0533,0.1013,NA,"SETD1A","TAF6","SETD1A - TAF6"
6874,9739,NA,0.1163,0.2276,0.1163,0.2083,NA,"SETD1A","TAF4","SETD1A - TAF4"
6873,9739,NA,0.0781,0.1495,0.0781,0.1449,NA,"SETD1A","TAF2","SETD1A - TAF2"
6872,9739,NA,0.1151,0.2306,0.1151,0.2065,NA,"SETD1A","TAF1","SETD1A - TAF1"
23512,9739,NA,0.0851,0.1588,0.0851,0.1569,NA,"SETD1A","SUZ12","SETD1A - SUZ12"
11198,9739,NA,0.2045,0.3458,0.2045,0.3396,NA,"SETD1A","SUPT16H","SETD1A - SUPT16H"
10847,9739,NA,0.1032,0.2157,0.1032,0.1871,NA,"SETD1A","SRCAP","SETD1A - SRCAP"
8405,9739,NA,0.15,0.2696,0.15,0.2609,NA,"SETD1A","SPOP","SETD1A - SPOP"
23013,9739,NA,0.1124,0.245,0.1124,0.202,NA,"SETD1A","SPEN","SETD1A - SPEN"
6605,9739,NA,0.0879,0.196,0.0879,0.1616,NA,"SETD1A","SMARCE1","SETD1A - SMARCE1"
6603,9739,NA,0.0267,0.0523,0.0267,0.0519,NA,"SETD1A","SMARCD2","SETD1A - SMARCD2"
6602,9739,NA,0.1327,0.2481,0.1327,0.2344,NA,"SETD1A","SMARCD1","SETD1A - SMARCD1"
6601,9739,NA,0.1495,0.2728,0.1495,0.2602,NA,"SETD1A","SMARCC2","SETD1A - SMARCC2"
6599,9739,NA,0.0213,0.0682,0.0213,0.0417,NA,"SETD1A","SMARCC1","SETD1A - SMARCC1"
6598,9739,NA,0.0783,0.1876,0.0783,0.1453,NA,"SETD1A","SMARCB1","SETD1A - SMARCB1"
6597,9739,NA,0.1552,0.2878,0.1552,0.2687,NA,"SETD1A","SMARCA4","SETD1A - SMARCA4"
6595,9739,NA,0.1067,0.2335,0.1067,0.1929,NA,"SETD1A","SMARCA2","SETD1A - SMARCA2"
23309,9739,NA,0.0862,0.1705,0.0862,0.1587,NA,"SETD1A","SIN3B","SETD1A - SIN3B"
25942,9739,NA,0.157,0.3297,0.157,0.2714,NA,"SETD1A","SIN3A","SETD1A - SIN3A"
23451,9739,NA,0,0,0,0,NA,"SETD1A","SF3B1","SETD1A - SF3B1"
55209,9739,NA,0.1579,0.2795,0.1579,0.2727,NA,"SETD1A","SETD5","SETD1A - SETD5"
29072,9739,NA,0.1828,0.3167,0.1828,0.3091,NA,"SETD1A","SETD2","SETD1A - SETD2"
23067,9739,NA,0.1455,0.2728,0.1455,0.254,NA,"SETD1A","SETD1B","SETD1A - SETD1B"
7468,9739,NA,0.0979,0.2222,0.0979,0.1784,NA,"SETD1A","NSD2","SETD1A - NSD2"
9555,9739,NA,0.0189,0.046,0.0189,0.037,NA,"SETD1A","MACROH2A1","SETD1A - MACROH2A1"
51111,9739,NA,0.1791,0.305,0.1791,0.3038,NA,"SETD1A","KMT5B","SETD1A - KMT5B"
8294,9739,NA,0.1447,0.2529,0.1447,0.2529,NA,"SETD1A","H4C9","SETD1A - H4C9"
8367,9739,NA,0.1583,0.3088,0.1583,0.2733,NA,"SETD1A","H4C5","SETD1A - H4C5"
8364,9739,NA,0.0933,0.1709,0.0933,0.1707,NA,"SETD1A","H4C3","SETD1A - H4C3"
8363,9739,NA,0.1379,0.2544,0.1379,0.2424,NA,"SETD1A","H4C11","SETD1A - H4C11"
3021,9739,NA,0.12,0.2143,0.12,0.2143,NA,"SETD1A","H3-3B","SETD1A - H3-3B"
3020,9739,NA,0.1702,0.2981,0.1702,0.2909,NA,"SETD1A","H3-3A","SETD1A - H3-3A"
3008,9739,NA,0.1311,0.2393,0.1311,0.2319,NA,"SETD1A","H1-4","SETD1A - H1-4"
7552,6418,NA,0.0588,0.1299,0.0588,0.1111,NA,"SET","ZNF711","SET - ZNF711"
9640,6418,NA,0.0769,0.1613,0.0769,0.1429,NA,"SET","ZNF592","SET - ZNF592"
10771,6418,NA,0.1346,0.2577,0.1346,0.2373,NA,"SET","ZMYND11","SET - ZMYND11"
9203,6418,NA,0.0769,0.1429,0.0769,0.1429,NA,"SET","ZMYM3","SET - ZMYM3"
7750,6418,NA,0.2,0.3473,0.2,0.3333,NA,"SET","ZMYM2","SET - ZMYM2"
7704,6418,NA,0,0,0,0,NA,"SET","ZBTB16","SET - ZBTB16"
7528,6418,NA,0.1096,0.2272,0.1096,0.1975,NA,"SET","YY1","SET - YY1"
7531,6418,NA,0.1045,0.1903,0.1045,0.1892,NA,"SET","YWHAE","SET - YWHAE"
51322,6418,NA,0.124,0.245,0.124,0.2207,NA,"SET","WAC","SET - WAC"
7443,6418,NA,0.0714,0.1406,0.0714,0.1333,NA,"SET","VRK1","SET - VRK1"
7874,6418,NA,0.1031,0.1922,0.1031,0.1869,NA,"SET","USP7","SET - USP7"
55148,6418,NA,0.1333,0.2404,0.1333,0.2353,NA,"SET","UBR7","SET - UBR7"
7319,6418,NA,0.0783,0.1543,0.0783,0.1452,NA,"SET","UBE2A","SET - UBE2A"
11338,6418,NA,0.0984,0.1838,0.0984,0.1791,NA,"SET","U2AF2","SET - U2AF2"
8295,6418,NA,0.1495,0.2759,0.1495,0.2602,NA,"SET","TRRAP","SET - TRRAP"
11011,6418,NA,0.2051,0.3432,0.2051,0.3404,NA,"SET","TLK2","SET - TLK2"
200424,6418,NA,0.1408,0.2469,0.1408,0.2469,NA,"SET","TET3","SET - TET3"
79718,6418,NA,0.1096,0.2272,0.1096,0.1975,NA,"SET","TBL1XR1","SET - TBL1XR1"
129685,6418,NA,0.0741,0.1515,0.0741,0.1379,NA,"SET","TAF8","SET - TAF8"
6878,6418,NA,0.0909,0.1893,0.0909,0.1667,NA,"SET","TAF6","SET - TAF6"
6874,6418,NA,0.136,0.2642,0.136,0.2394,NA,"SET","TAF4","SET - TAF4"
6873,6418,NA,0.0984,0.1838,0.0984,0.1791,NA,"SET","TAF2","SET - TAF2"
6872,6418,NA,0.1007,0.2066,0.1007,0.183,NA,"SET","TAF1","SET - TAF1"
23512,6418,NA,0.0989,0.183,0.0989,0.18,NA,"SET","SUZ12","SET - SUZ12"
11198,6418,NA,0.1818,0.3148,0.1818,0.3077,NA,"SET","SUPT16H","SET - SUPT16H"
10847,6418,NA,0.1118,0.2347,0.1118,0.2012,NA,"SET","SRCAP","SET - SRCAP"
8405,6418,NA,0.1188,0.2209,0.1188,0.2124,NA,"SET","SPOP","SET - SPOP"
23013,6418,NA,0.1073,0.2383,0.1073,0.1939,NA,"SET","SPEN","SET - SPEN"
6605,6418,NA,0.0652,0.1505,0.0652,0.1224,NA,"SET","SMARCE1","SET - SMARCE1"
6603,6418,NA,0.0274,0.0536,0.0274,0.0533,NA,"SET","SMARCD2","SET - SMARCD2"
6602,6418,NA,0.1455,0.271,0.1455,0.254,NA,"SET","SMARCD1","SET - SMARCD1"
