"Fila","Columna","Jaccard","Jaccard Parents","Jaccard Children","columna_name","fila_name"
"55869","11340",0.0533,0.0874,0,"EXOSC8","HDAC8"
"55869","2066",0.0216,0.0275,0.0143,"ERBB4","HDAC8"
"55869","2074",0.1161,0.165,0.0519,"ERCC6","HDAC8"
"55869","1107",0.0643,0.0918,0.0294,"CHD3","HDAC8"
"55869","196528",0.1891,0.2328,0.1375,"ARID2","HDAC8"
"55869","55250",0.0199,0.0337,0,"ELP2","HDAC8"
"55869","8289",0.1719,0.2124,0.12,"ARID1A","HDAC8"
"55869","57492",0.2075,0.2774,0.12,"ARID1B","HDAC8"
"55869","286204",0.0296,0.0521,0,"CRB2","HDAC8"
"55869","1020",0.0519,0.0562,0.0517,"CDK5","HDAC8"
"55869","55636",0.1495,0.175,0.114,"CHD7","HDAC8"
"55869","171023",0.1073,0.1294,0.0796,"ASXL1","HDAC8"
"55869","9031",0.122,0.1467,0.0808,"BAZ1B","HDAC8"
"55869","1387",0.1672,0.2211,0.1042,"CREBBP","HDAC8"
"55869","5977",0.1832,0.2301,0.131,"DPF2","HDAC8"
"55869","57680",0.1262,0.1453,0.1125,"CHD8","HDAC8"
"55869","8450",0.1474,0.1532,0.1467,"CUL4B","HDAC8"
"55869","10659",0.082,0.1062,0.0469,"CELF2","HDAC8"
"55869","1487",0.1781,0.2349,0.0978,"CTBP1","HDAC8"
"55870","57492",0.1204,0.1308,0.1,"ARID1B","ASH1L"
"55870","23394",0.1407,0.1569,0.0989,"ADNP","ASH1L"
"55870","8289",0.1385,0.169,0.0909,"ARID1A","ASH1L"
"55870","51412",0.1129,0.1127,0.0851,"ACTL6B","ASH1L"
"55870","196528",0.1408,0.1558,0.0984,"ARID2","ASH1L"
"55870","60",0.1015,0.0926,0.0843,"ACTB","ASH1L"
"55904","196528",0.1,0.1304,0.0204,"ARID2","KMT2E"
"55904","1642",0.0541,0.0333,0.025,"DDB1","KMT2E"
"55904","990",0.0333,0.0625,0,"CDC6","KMT2E"
"55904","4297",0.1083,0.1475,0.0536,"KMT2A","KMT2E"
"55904","3054",0.0625,0.0769,0,"HCFC1","KMT2E"
"55904","23522",0.0709,0.0896,0.0172,"KAT6B","KMT2E"
"55904","55636",0.0275,0.0303,0.0118,"CHD7","KMT2E"
"55904","1660",0.1053,0.1429,0,"DHX9","KMT2E"
"55904","3141",0.0678,0.1053,0,"HLCS","KMT2E"
"55904","51780",0.125,0.1613,0.0435,"KDM3B","KMT2E"
"55904","9757",0.08,0.0702,0.0833,"KMT2B","KMT2E"
"55904","23030",0.0857,0.129,0,"KDM4B","KMT2E"
"55904","3720",0.1067,0.1053,0.0857,"JARID2","KMT2E"
"55904","57680",0.1161,0.1695,0.0213,"CHD8","KMT2E"
"55904","9775",0.0435,0.0857,0,"EIF4A3","KMT2E"
"55904","7290",0.039,0.0495,0.0196,"HIRA","KMT2E"
"55904","51010",0.0571,0.0889,0,"EXOSC3","KMT2E"
"55904","80816",0.1345,0.1818,0.082,"ASXL3","KMT2E"
"55904","54880",0.0326,0.0538,0,"BCOR","KMT2E"
"55904","55252",0.087,0.1282,0,"ASXL2","KMT2E"
"55904","63035",0.14,0.1429,0.1053,"BCORL1","KMT2E"
"55904","9031",0.0142,0.021,0,"BAZ1B","KMT2E"
"55904","1487",0.0698,0.0721,0.0345,"CTBP1","KMT2E"
"55904","10013",0.0164,0.0333,0,"HDAC6","KMT2E"
"55904","26610",0.0278,0,0,"ELP4","KMT2E"
"55904","546",0.031,0.0486,0.0093,"ATRX","KMT2E"
"55904","1387",0.062,0.0637,0.0442,"CREBBP","KMT2E"
"55904","1788",0.058,0.0972,0,"DNMT3A","KMT2E"
"55904","10075",0.1134,0.1132,0.0976,"HUWE1","KMT2E"
"55904","55250",0.119,0.1739,0,"ELP2","KMT2E"
"55904","8289",0.0826,0.125,0,"ARID1A","KMT2E"
"55904","8726",0.1176,0.15,0.04,"EED","KMT2E"
"55904","84148",0.0755,0.0968,0,"KAT8","KMT2E"
"55904","8314",0.0363,0.0342,0.029,"BAP1","KMT2E"
"55904","1108",0.0781,0.0811,0.04,"CHD4","KMT2E"
"55904","55870",0.1429,0.2162,0.0278,"ASH1L","KMT2E"
"55904","254065",0.1282,0.1429,0.0714,"BRWD3","KMT2E"
"55904","8242",0.0899,0.1176,0.0588,"KDM5C","KMT2E"
"55904","57459",0.1039,0.0952,0.0606,"GATAD2B","KMT2E"
"55904","5927",0.0847,0.0909,0.0417,"KDM5A","KMT2E"
"55904","5393",0.0562,0.0962,0,"EXOSC9","KMT2E"
"55904","1822",0.042,0.0462,0.0227,"ATN1","KMT2E"
"55904","1020",0.0577,0.0741,0.0526,"CDK5","KMT2E"
"55904","23404",0.0746,0.0541,0.0741,"EXOSC2","KMT2E"
"55904","2033",0.0698,0.0759,0.0467,"EP300","KMT2E"
"55904","3192",0.1159,0.122,0.0385,"HNRNPU","KMT2E"
"55904","1789",0.0291,0.0517,0,"DNMT3B","KMT2E"
"55904","60",0.0625,0.0594,0.0429,"ACTB","KMT2E"
"55904","51412",0.102,0.0968,0.0625,"ACTL6B","KMT2E"
"55904","2186",0.1183,0.1667,0.0465,"BPTF","KMT2E"
"55904","7862",0.1167,0.125,0.0833,"BRPF1","KMT2E"
"55904","23394",0.0707,0.0808,0.0375,"ADNP","KMT2E"
"55904","1457",0.0845,0.0732,0.0357,"CSNK2A1","KMT2E"
"55904","54014",0,0,0,"BRWD1","KMT2E"
"55904","8518",0.0444,0.0536,0,"ELP1","KMT2E"
"55904","7403",0.0345,0.0423,0.0091,"KDM6A","KMT2E"
"55904","171023",0.0441,0.041,0.0385,"ASXL1","KMT2E"
"55904","26038",0.1458,0.1538,0.05,"CHD5","KMT2E"
"55904","58508",0.1282,0.1633,0.0385,"KMT2C","KMT2E"
"55904","10765",0.1579,0.2143,0.08,"KDM5B","KMT2E"
"55904","55869",0.051,0.0645,0.0339,"HDAC8","KMT2E"
"55904","8452",0.1132,0.1111,0.0417,"CUL3","KMT2E"
"55904","56915",0.0685,0.0625,0.0455,"EXOSC5","KMT2E"
"55904","672",0.0263,0.0299,0,"BRCA1","KMT2E"
"55904","5977",0.1,0.1045,0.0588,"DPF2","KMT2E"
"55904","1107",0.1194,0.1053,0.0741,"CHD3","KMT2E"
"55904","7994",0.0643,0.0909,0.0282,"KAT6A","KMT2E"
"55904","221037",0.039,0.0495,0.0196,"JMJD1C","KMT2E"
"55904","8450",0.0882,0.1455,0.0227,"CUL4B","KMT2E"
"55904","57492",0.0636,0.0784,0.029,"ARID1B","KMT2E"
"55904","23135",0.1333,0.1053,0.1,"KDM6B","KMT2E"
"55904","1106",0.0842,0.0678,0.0606,"CHD2","KMT2E"
"55904","286204",0.0308,0.0286,0,"CRB2","KMT2E"
"55904","9759",0.1094,0.1286,0.0577,"HDAC4","KMT2E"
"55904","79813",0.0798,0.1089,0.0169,"EHMT1","KMT2E"
"55904","8085",0.0383,0.0395,0.024,"KMT2D","KMT2E"
"55904","23028",0.1053,0.1077,0.0851,"KDM1A","KMT2E"
"55904","79068",0.0323,0.0571,0,"FTO","KMT2E"
"55904","545",0.0463,0.0286,0.0303,"ATR","KMT2E"
"55904","10659",0.1375,0.1111,0.1304,"CELF2","KMT2E"
"55904","2146",0.0756,0.1045,0.0204,"EZH2","KMT2E"
"55904","1105",0.1667,0.1481,0.1053,"CHD1","KMT2E"
"55904","284058",0.0611,0.0893,0,"KANSL1","KMT2E"
"55904","11113",0.0455,0.0789,0,"CIT","KMT2E"
"55904","10524",0.0781,0.1034,0.0312,"KAT5","KMT2E"
"55904","23476",0.051,0.0556,0.0161,"BRD4","KMT2E"
"55904","472",0.0252,0.0248,0,"ATM","KMT2E"
"55904","2074",0.0361,0.0417,0.01,"ERCC6","KMT2E"
"55904","2066",0.025,0.0217,0,"ERBB4","KMT2E"
"55904","11340",0.0597,0.0682,0,"EXOSC8","KMT2E"
"5591","54704",0.0417,0.0385,0,"PDP1","PRKDC"
"5591","1108",0.0303,0,0.0769,"CHD4","PRKDC"
"5591","84081",0.1429,0.125,0.1034,"NSRP1","PRKDC"
"5591","1105",0.0377,0.037,0,"CHD1","PRKDC"
"5591","8085",0.0385,0.0333,0.04,"KMT2D","PRKDC"
"5591","25836",0.0415,0.0342,0.0423,"NIPBL","PRKDC"
"5591","55193",0,0,0,"PBRM1","PRKDC"
"5591","2033",0.0377,0.0268,0.0459,"EP300","PRKDC"
"5591","54888",0.0435,0.0323,0.0308,"NSUN2","PRKDC"
"5591","51317",0.0323,0.027,0.0455,"PHF21A","PRKDC"
"5591","79068",0.0862,0.1333,0,"FTO","PRKDC"
"5591","1660",0.1071,0.0741,0.12,"DHX9","PRKDC"
"5591","63035",0.037,0.0357,0,"BCORL1","PRKDC"
"5591","55252",0.0571,0.0513,0.0741,"ASXL2","PRKDC"
"5591","5927",0.0678,0.1,0.0385,"KDM5A","PRKDC"
"5591","55869",0.0513,0.0435,0.0678,"HDAC8","PRKDC"
"5591","5977",0.0738,0.0597,0.0769,"DPF2","PRKDC"
"5591","2066",0,0,0,"ERBB4","PRKDC"
"5591","10765",0.0484,0.0333,0,"KDM5B","PRKDC"
"5591","545",0.0769,0.0781,0.0286,"ATR","PRKDC"
"5591","8289",0.0636,0.0615,0.0714,"ARID1A","PRKDC"
"5591","23394",0.0652,0.0505,0.0759,"ADNP","PRKDC"
"5591","1788",0.0211,0.0411,0,"DNMT3A","PRKDC"
"5591","51010",0.0282,0.0222,0,"EXOSC3","PRKDC"
"5591","1642",0.0405,0,0.0488,"DDB1","PRKDC"
"5591","1911",0.0952,0.087,0.0588,"PHC1","PRKDC"
"5591","11340",0.0938,0.1,0,"EXOSC8","PRKDC"
"5591","5515",0.0606,0.0857,0,"PPP2CA","PRKDC"
"5591","64324",0.029,0.0236,0.0405,"NSD1","PRKDC"
"5591","55636",0.0316,0.0309,0.0353,"CHD7","PRKDC"
"5591","990",0.0698,0.0435,0.0811,"CDC6","PRKDC"
"5591","8314",0.0205,0.0085,0.0429,"BAP1","PRKDC"
"5591","9775",0.029,0,0.0323,"EIF4A3","PRKDC"
"5591","7703",0.0577,0.0833,0.0377,"PCGF2","PRKDC"
"5591","55777",0.0783,0.0645,0.08,"MBD5","PRKDC"
"5591","221037",0.0392,0.03,0.0588,"JMJD1C","PRKDC"
"5591","23126",0.0618,0.0606,0.0541,"POGZ","PRKDC"
"5591","284058",0.0326,0.0439,0.0152,"KANSL1","PRKDC"
"5591","672",0.0211,0.0227,0,"BRCA1","PRKDC"
"5591","171023",0.0341,0.0333,0.0375,"ASXL1","PRKDC"
"5591","10891",0,0,0,"PPARGC1A","PRKDC"
"5591","1106",0.0625,0.0169,0.1212,"CHD2","PRKDC"
"5591","196528",0.065,0.0563,0.0612,"ARID2","PRKDC"
"5591","23133",0.0189,0.0385,0,"PHF8","PRKDC"
"5591","23476",0.0513,0.0575,0.0317,"BRD4","PRKDC"
"5591","8726",0.0417,0.0238,0.0769,"EED","PRKDC"
"5591","2146",0.016,0.0143,0.0196,"EZH2","PRKDC"
"5591","57459",0.0633,0.0238,0.0882,"GATAD2B","PRKDC"
"5591","3141",0.0333,0.0263,0,"HLCS","PRKDC"
"5591","9757",0.0288,0.0357,0.025,"KMT2B","PRKDC"
"5591","2074",0.0476,0.0361,0.051,"ERCC6","PRKDC"
"5591","7994",0.0423,0.0455,0.0417,"KAT6A","PRKDC"
"5591","5393",0.0568,0.0588,0.0312,"EXOSC9","PRKDC"
"5591","23404",0.1094,0,0.1923,"EXOSC2","PRKDC"
"5591","4297",0.0645,0.0469,0.0893,"KMT2A","PRKDC"
"5591","9759",0.0368,0.0411,0.0179,"HDAC4","PRKDC"
"5591","11113",0.1148,0.1176,0.0833,"CIT","PRKDC"
"5591","1789",0.05,0.0545,0.0244,"DNMT3B","PRKDC"
"5591","8518",0.022,0.0182,0,"ELP1","PRKDC"
"5591","80816",0.0894,0.0877,0.0968,"ASXL3","PRKDC"
"5591","81887",0.069,0.069,0.0769,"LAS1L","PRKDC"
"5591","26610",0,0,0,"ELP4","PRKDC"
"5591","26038",0.0588,0.0385,0.0455,"CHD5","PRKDC"
"5591","221078",0.1579,0.1429,0.0714,"NSUN6","PRKDC"
"5591","1107",0.0571,0,0.1071,"CHD3","PRKDC"
"5591","55023",0.0488,0.0222,0.0588,"PHIP","PRKDC"
"5591","55870",0.0741,0.0769,0.0541,"ASH1L","PRKDC"
"5591","9031",0.0239,0.0214,0.0303,"BAZ1B","PRKDC"
"5591","54014",0.0233,0,0,"BRWD1","PRKDC"
"5591","286204",0.0476,0.0312,0,"CRB2","PRKDC"
"5591","55904",0.0755,0.0333,0.1,"KMT2E","PRKDC"
"5591","79813",0.0234,0.0283,0.0164,"EHMT1","PRKDC"
"5591","10013",0.0339,0.037,0.0357,"HDAC6","PRKDC"
"5591","10943",0.0441,0.0286,0.0667,"MSL3","PRKDC"
"5591","23030",0.0714,0.0323,0.0833,"KDM4B","PRKDC"
"5591","1020",0.0588,0.0833,0,"CDK5","PRKDC"
"5591","84148",0.0566,0.069,0.0476,"KAT8","PRKDC"
"5591","7862",0.1,0.1,0.12,"BRPF1","PRKDC"
"5591","7290",0.0392,0.03,0.0588,"HIRA","PRKDC"
"5591","58508",0.0357,0.0588,0,"KMT2C","PRKDC"
"5591","8242",0.0549,0.0385,0.0857,"KDM5C","PRKDC"
"5591","1822",0.0696,0.0484,0.119,"ATN1","PRKDC"
"5591","57492",0.0702,0.0594,0.0896,"ARID1B","PRKDC"
"5591","546",0.0271,0.0207,0.0374,"ATRX","PRKDC"
"5591","3054",0.0638,0.087,0,"HCFC1","PRKDC"
"5591","254065",0.0488,0,0.0625,"BRWD3","PRKDC"
"5591","10524",0.0462,0.0741,0.0294,"KAT5","PRKDC"
"5591","10659",0.0465,0.0556,0,"CELF2","PRKDC"
"5591","23028",0.0331,0.0147,0.06,"KDM1A","PRKDC"
"5591","8452",0.0545,0.08,0,"CUL3","PRKDC"
"5591","3192",0.0411,0.0488,0,"HNRNPU","PRKDC"
"5591","59336",0.0857,0.0789,0.0345,"PRDM13","PRKDC"
"5591","60",0.0629,0.04,0.087,"ACTB","PRKDC"
"5591","1487",0.0398,0.0357,0.0333,"CTBP1","PRKDC"
"5591","1387",0.0394,0.025,0.0526,"CREBBP","PRKDC"
"5591","23522",0.0714,0.0448,0.0893,"KAT6B","PRKDC"
"5591","55250",0.0455,0,0,"ELP2","PRKDC"
"5591","7403",0.0386,0.0357,0.0367,"KDM6A","PRKDC"
"5591","23135",0.0308,0,0.0435,"KDM6B","PRKDC"
"5591","1457",0.1014,0.0513,0.1481,"CSNK2A1","PRKDC"
"5591","4204",0.0179,0.0132,0.0169,"MECP2","PRKDC"
"5591","79903",0.0769,0.0556,0.0385,"NAA60","PRKDC"
"5591","10075",0.0918,0.0566,0.119,"HUWE1","PRKDC"
"5591","8473",0.0667,0.04,0.1176,"OGT","PRKDC"
"5591","4683",0.0427,0.0606,0,"NBN","PRKDC"
"5591","5062",0.0147,0.0244,0,"PAK2","PRKDC"
"5591","2186",0.051,0.0392,0.0682,"BPTF","PRKDC"
"5591","472",0.0385,0.0431,0,"ATM","PRKDC"
"5591","51780",0.0333,0.0312,0.04,"KDM3B","PRKDC"
"5591","6885",0.0282,0.0098,0.0571,"MAP3K7","PRKDC"
"5591","56915",0.0694,0.0667,0,"EXOSC5","PRKDC"
"5591","3720",0.0789,0.0541,0.1111,"JARID2","PRKDC"
"5591","51412",0.07,0.0656,0.0286,"ACTL6B","PRKDC"
"5591","57680",0.042,0.0312,0.0417,"CHD8","PRKDC"
"5591","10084",0.0404,0.0385,0.0476,"PQBP1","PRKDC"
"5591","54880",0.0327,0.0388,0.0247,"BCOR","PRKDC"
"5591","8450",0.0476,0.0526,0.0444,"CUL4B","PRKDC"
"56915","11113",0.141,0.1837,0.0385,"CIT","EXOSC5"
"56915","2074",0.0848,0.0971,0.0505,"ERCC6","EXOSC5"
"56915","1487",0.0851,0.124,0,"CTBP1","EXOSC5"
"56915","2033",0.0571,0.0745,0.0268,"EP300","EXOSC5"
"56915","2066",0.0408,0.0667,0,"ERBB4","EXOSC5"
"56915","26610",0.0179,0.0278,0,"ELP4","EXOSC5"
"56915","1107",0.131,0.18,0.0323,"CHD3","EXOSC5"
"56915","8450",0.0826,0.0811,0.0909,"CUL4B","EXOSC5"
"56915","1822",0.0746,0.1184,0.0213,"ATN1","EXOSC5"
"56915","8726",0.0787,0.125,0,"EED","EXOSC5"
"56915","472",0.0517,0.0602,0,"ATM","EXOSC5"
"56915","1106",0.0603,0.0667,0.027,"CHD2","EXOSC5"
"56915","1457",0.1149,0.1509,0.0323,"CSNK2A1","EXOSC5"
"56915","23476",0.0571,0.0874,0,"BRD4","EXOSC5"
"56915","8314",0.0476,0.0781,0,"BAP1","EXOSC5"
"56915","545",0.0813,0.0723,0.0571,"ATR","EXOSC5"
"56915","60",0.0952,0.1273,0.0411,"ACTB","EXOSC5"
"56915","57492",0.0794,0.114,0.0278,"ARID1B","EXOSC5"
"56915","1105",0.0704,0.0909,0,"CHD1","EXOSC5"
"56915","286204",0.0235,0,0,"CRB2","EXOSC5"
"56915","9775",0.0575,0.0577,0.0312,"EIF4A3","EXOSC5"
"56915","1020",0.0417,0.0455,0,"CDK5","EXOSC5"
"56915","54880",0.0568,0.0845,0.012,"BCOR","EXOSC5"
"56915","26038",0.0563,0.0444,0.0435,"CHD5","EXOSC5"
"56915","63035",0.0845,0.0889,0.0435,"BCORL1","EXOSC5"
"56915","10659",0.1212,0.1667,0,"CELF2","EXOSC5"
"56915","8289",0.1129,0.1558,0.0455,"ARID1A","EXOSC5"
"56915","23404",0.0952,0.12,0,"EXOSC2","EXOSC5"
"56915","23394",0.0743,0.0877,0.0488,"ADNP","EXOSC5"
"56915","51412",0.1429,0.1644,0.0571,"ACTL6B","EXOSC5"
"56915","1387",0.0542,0.0698,0.0254,"CREBBP","EXOSC5"
"56915","672",0.0697,0.0764,0.04,"BRCA1","EXOSC5"
"56915","55252",0.0556,0.0893,0,"ASXL2","EXOSC5"
"56915","1660",0.1216,0.1951,0,"DHX9","EXOSC5"
"56915","57680",0.0902,0.1169,0.0408,"CHD8","EXOSC5"
"56915","80816",0.1151,0.1549,0.0781,"ASXL3","EXOSC5"
"56915","7862",0.1299,0.2045,0.0357,"BRPF1","EXOSC5"
"56915","55870",0.125,0.1481,0.0811,"ASH1L","EXOSC5"
"56915","5977",0.1014,0.1375,0.0364,"DPF2","EXOSC5"
"56915","54014",0.0156,0,0,"BRWD1","EXOSC5"
"56915","254065",0.0492,0.0513,0,"BRWD3","EXOSC5"
"56915","1788",0.0573,0.0667,0.0484,"DNMT3A","EXOSC5"
"56915","546",0.0712,0.098,0.037,"ATRX","EXOSC5"
"56915","55250",0.1167,0.1,0.0625,"ELP2","EXOSC5"
"56915","1642",0.0538,0.0667,0.0233,"DDB1","EXOSC5"
"56915","55636",0.0522,0.0809,0,"CHD7","EXOSC5"
"56915","1789",0.05,0.0541,0.0238,"DNMT3B","EXOSC5"
"56915","171023",0.0591,0.0827,0.0244,"ASXL1","EXOSC5"
"56915","51010",0.2051,0.2692,0.0435,"EXOSC3","EXOSC5"
"56915","2186",0.0877,0.1406,0.0213,"BPTF","EXOSC5"
"56915","196528",0.1095,0.1446,0.0392,"ARID2","EXOSC5"
"56915","9031",0.0682,0.0867,0.0299,"BAZ1B","EXOSC5"
"56915","8452",0.0395,0.0444,0,"CUL3","EXOSC5"
"56915","990",0.0971,0.1525,0,"CDC6","EXOSC5"
"56915","1108",0.0723,0.0962,0.0357,"CHD4","EXOSC5"
"56915","79813",0.071,0.084,0.05,"EHMT1","EXOSC5"
"57459","60",0.0808,0.0531,0.1,"ACTB","GATAD2B"
"57459","8452",0.075,0.0769,0.0256,"CUL3","GATAD2B"
"57459","2066",0.0283,0.0351,0,"ERBB4","GATAD2B"
"57459","55250",0.0278,0.0263,0,"ELP2","GATAD2B"
"57459","546",0.054,0.0382,0.0783,"ATRX","GATAD2B"
"57459","23404",0.1,0.0851,0.1,"EXOSC2","GATAD2B"
"57459","11113",0.0549,0.0192,0.1143,"CIT","GATAD2B"
"57459","8314",0.0413,0.0472,0.0238,"BAP1","GATAD2B"
"57459","8450",0.0866,0.1029,0.0714,"CUL4B","GATAD2B"
"57459","5977",0.1439,0.1316,0.1311,"DPF2","GATAD2B"
"57459","545",0.0769,0.1053,0,"ATR","GATAD2B"
"57459","1788",0.0949,0.0964,0.0845,"DNMT3A","GATAD2B"
"57459","1660",0.1392,0.0732,0.1714,"DHX9","GATAD2B"
"57459","57680",0.0935,0.08,0.0862,"CHD8","GATAD2B"
"57459","51412",0.08,0.0526,0.0889,"ACTL6B","GATAD2B"
"57459","54880",0.0289,0.042,0.0105,"BCOR","GATAD2B"
"57459","1487",0.0876,0.0738,0.087,"CTBP1","GATAD2B"
"57459","63035",0.1053,0.1282,0.0588,"BCORL1","GATAD2B"
"57459","990",0.0526,0.1053,0,"CDC6","GATAD2B"
"57459","1822",0.0414,0.039,0.0345,"ATN1","GATAD2B"
"57459","2186",0.1102,0.0794,0.1321,"BPTF","GATAD2B"
"57459","286204",0.0108,0,0,"CRB2","GATAD2B"
"57459","79068",0.0111,0.0208,0,"FTO","GATAD2B"
"57459","1020",0.025,0.0513,0,"CDK5","GATAD2B"
"57459","55636",0.0358,0.04,0.0202,"CHD7","GATAD2B"
"57459","23394",0.12,0.1019,0.1264,"ADNP","GATAD2B"
"57459","2074",0.0502,0.0625,0.0175,"ERCC6","GATAD2B"
"57459","2033",0.0978,0.1053,0.0763,"EP300","GATAD2B"
"57459","472",0.0106,0.0074,0,"ATM","GATAD2B"
"57459","11340",0.0426,0.0536,0,"EXOSC8","GATAD2B"
"57459","196528",0.1606,0.1392,0.1607,"ARID2","GATAD2B"
"57459","7862",0.1463,0.1429,0.1389,"BRPF1","GATAD2B"
"57459","1642",0.0938,0.0488,0.098,"DDB1","GATAD2B"
"57459","54014",0,0,0,"BRWD1","GATAD2B"
"57459","1789",0.0391,0.0429,0.0377,"DNMT3B","GATAD2B"
"57459","55870",0.1735,0.1875,0.1304,"ASH1L","GATAD2B"
"57459","9775",0.0421,0.087,0,"EIF4A3","GATAD2B"
"57459","10659",0.0442,0.0435,0,"CELF2","GATAD2B"
"57459","1387",0.1003,0.1049,0.0813,"CREBBP","GATAD2B"
"57459","55252",0.0737,0.0566,0.0769,"ASXL2","GATAD2B"
"57459","672",0.0673,0.0714,0.0492,"BRCA1","GATAD2B"
"57459","23476",0.0667,0.07,0.04,"BRD4","GATAD2B"
"57459","26038",0.1081,0.0769,0.0909,"CHD5","GATAD2B"
"57459","26610",0.0159,0,0,"ELP4","GATAD2B"
"57459","1457",0.1304,0.1429,0.0732,"CSNK2A1","GATAD2B"
"57459","1105",0.0779,0.0488,0.0588,"CHD1","GATAD2B"
"57459","254065",0.029,0,0.0345,"BRWD3","GATAD2B"
"57459","9031",0.0342,0.0327,0.0385,"BAZ1B","GATAD2B"
"57459","8289",0.1328,0.12,0.1373,"ARID1A","GATAD2B"
"57459","1106",0.0744,0.0563,0.0638,"CHD2","GATAD2B"
"57459","5393",0.0614,0.0952,0.0222,"EXOSC9","GATAD2B"
"57459","1108",0.0667,0.0612,0.0513,"CHD4","GATAD2B"
"57459","79813",0.0914,0.1071,0.0563,"EHMT1","GATAD2B"
"57459","51010",0.0306,0.0517,0,"EXOSC3","GATAD2B"
"57459","57492",0.1344,0.1193,0.1467,"ARID1B","GATAD2B"
"57459","8726",0.0957,0.0741,0.1081,"EED","GATAD2B"
"57459","2146",0.0839,0.0886,0.0656,"EZH2","GATAD2B"
"57459","171023",0.0619,0.0611,0.0549,"ASXL1","GATAD2B"
"57459","56915",0.0606,0.0678,0.027,"EXOSC5","GATAD2B"
"57459","80816",0.1739,0.1846,0.1571,"ASXL3","GATAD2B"
"57459","1107",0.1591,0.2,0.0732,"CHD3","GATAD2B"
"57492","23394",0.2235,0.2534,0.1858,"ADNP","ARID1B"
"57492","8289",0.4788,0.4949,0.4462,"ARID1A","ARID1B"
"57492","60",0.1679,0.1883,0.1376,"ACTB","ARID1B"
"57492","51412",0.1143,0.1339,0.0759,"ACTL6B","ARID1B"
"57680","2186",0.1325,0.1974,0.058,"BPTF","CHD8"
"57680","254065",0.0777,0.1132,0.0238,"BRWD3","CHD8"
"57680","472",0.0599,0.06,0.0339,"ATM","CHD8"
"57680","546",0.0882,0.0941,0.0787,"ATRX","CHD8"
"57680","55636",0.0894,0.0847,0.0857,"CHD7","CHD8"
"57680","171023",0.0811,0.0872,0.0686,"ASXL1","CHD8"
"57680","7862",0.1167,0.127,0.102,"BRPF1","CHD8"
"57680","545",0.0588,0.0594,0.0164,"ATR","CHD8"
"57680","54014",0.009,0,0,"BRWD1","CHD8"
"57680","23394",0.1429,0.1736,0.099,"ADNP","CHD8"
"57680","8314",0.0553,0.0612,0.0312,"BAP1","CHD8"
"57680","55870",0.1481,0.2121,0.0656,"ASH1L","CHD8"
"57680","990",0.0596,0.0886,0.0312,"CDC6","CHD8"
"57680","80816",0.1676,0.1905,0.1463,"ASXL3","CHD8"
"57680","1108",0.0709,0.1029,0.0189,"CHD4","CHD8"
"57680","60",0.1289,0.1181,0.1348,"ACTB","CHD8"
"57680","672",0.0607,0.0745,0.0132,"BRCA1","CHD8"
"57680","1106",0.1111,0.1136,0.0678,"CHD2","CHD8"
"57680","1105",0.0982,0.1,0.0652,"CHD1","CHD8"
"57680","9031",0.0846,0.0838,0.093,"BAZ1B","CHD8"
"57680","23476",0.1317,0.1207,0.1375,"BRD4","CHD8"
"57680","1107",0.1008,0.1159,0.0556,"CHD3","CHD8"
"57680","1822",0.067,0.0729,0.0282,"ATN1","CHD8"
"57680","51412",0.1218,0.1196,0.1071,"ACTL6B","CHD8"
"57680","54880",0.0704,0.0886,0.0481,"BCOR","CHD8"
"57680","57492",0.1156,0.124,0.1,"ARID1B","CHD8"
"57680","63035",0.0877,0.0806,0.0889,"BCORL1","CHD8"
"57680","10659",0.1206,0.131,0.08,"CELF2","CHD8"
"57680","8289",0.0882,0.0918,0.0758,"ARID1A","CHD8"
"57680","55252",0.136,0.197,0.0577,"ASXL2","CHD8"
"57680","26038",0.1193,0.1607,0.0426,"CHD5","CHD8"
"57680","196528",0.1437,0.1771,0.0833,"ARID2","CHD8"
"57680","1020",0.0339,0.0667,0,"CDK5","CHD8"
"58508","1642",0.0588,0.0385,0.0667,"DDB1","KMT2C"
"58508","55870",0.0826,0.1333,0,"ASH1L","KMT2C"
"58508","672",0.0613,0.0662,0.037,"BRCA1","KMT2C"
"58508","80816",0.1458,0.2394,0.0429,"ASXL3","KMT2C"
"58508","23394",0.1294,0.1607,0.0843,"ADNP","KMT2C"
"58508","1106",0.0902,0.1169,0.0244,"CHD2","KMT2C"
"58508","10765",0.0435,0.0556,0.0303,"KDM5B","KMT2C"
"58508","5393",0.069,0.1111,0,"EXOSC9","KMT2C"
"58508","84148",0.1154,0.1633,0,"KAT8","KMT2C"
"58508","7290",0.0983,0.1121,0.0727,"HIRA","KMT2C"
"58508","11113",0.1512,0.2549,0,"CIT","KMT2C"
"58508","284058",0.1276,0.1789,0.0286,"KANSL1","KMT2C"
"58508","23404",0.0625,0.1071,0,"EXOSC2","KMT2C"
"58508","51412",0.1129,0.1519,0.025,"ACTL6B","KMT2C"
"58508","8452",0.0988,0.1277,0.0323,"CUL3","KMT2C"
"58508","1108",0.1124,0.125,0.0645,"CHD4","KMT2C"
"58508","8726",0.0928,0.0952,0.0645,"EED","KMT2C"
"58508","2186",0.1261,0.1791,0.04,"BPTF","KMT2C"
"58508","8450",0.119,0.1781,0.04,"CUL4B","KMT2C"
