"Fila","Columna","Jaccard","Jaccard Parents","Jaccard Children","columna_name","fila_name"
"10013","51010",0,0,0,"EXOSC3","HDAC6"
"10013","55250",0.0408,0.0909,0,"ELP2","HDAC6"
"10013","9775",0.0411,0.0606,0.0278,"EIF4A3","HDAC6"
"10013","1105",0.0526,0.0769,0.037,"CHD1","HDAC6"
"10013","472",0.006,0.0083,0,"ATM","HDAC6"
"10013","286204",0.0143,0.0312,0,"CRB2","HDAC6"
"10013","23476",0.0497,0.0455,0.0606,"BRD4","HDAC6"
"10013","8450",0.0648,0.0526,0.0833,"CUL4B","HDAC6"
"10013","9031",0.0234,0.0214,0.0282,"BAZ1B","HDAC6"
"10013","2033",0.0294,0.0268,0.0348,"EP300","HDAC6"
"10013","1660",0.0469,0.0357,0.0645,"DHX9","HDAC6"
"10013","1642",0.0513,0.037,0.0667,"DDB1","HDAC6"
"10013","55636",0.0231,0.0309,0.0109,"CHD7","HDAC6"
"10013","23404",0.0556,0.0588,0.0588,"EXOSC2","HDAC6"
"10013","2146",0.0476,0.0597,0.0364,"EZH2","HDAC6"
"10013","26038",0.0926,0.08,0.12,"CHD5","HDAC6"
"10013","11113",0.0429,0.0857,0,"CIT","HDAC6"
"10013","57680",0.032,0.0476,0.0185,"CHD8","HDAC6"
"10013","11340",0,0,0,"EXOSC8","HDAC6"
"10013","26610",0,0,0,"ELP4","HDAC6"
"10013","2074",0.0319,0.0361,0.0189,"ERCC6","HDAC6"
"10013","1106",0.0288,0.0345,0.0244,"CHD2","HDAC6"
"10013","1108",0.058,0.0882,0.0312,"CHD4","HDAC6"
"10013","2066",0,0,0,"ERBB4","HDAC6"
"10013","2186",0.0485,0.06,0.04,"BPTF","HDAC6"
"10013","51412",0.0275,0.0317,0.025,"ACTL6B","HDAC6"
"10013","196528",0.0709,0.0563,0.0962,"ARID2","HDAC6"
"10013","171023",0.0188,0.0248,0.0115,"ASXL1","HDAC6"
"10013","990",0.0543,0.0909,0.0227,"CDC6","HDAC6"
"10013","8314",0.02,0.0172,0.0263,"BAP1","HDAC6"
"10013","8289",0.0609,0.0615,0.0638,"ARID1A","HDAC6"
"10013","254065",0.0909,0.1053,0.1,"BRWD3","HDAC6"
"10013","8452",0.0161,0,0.0323,"CUL3","HDAC6"
"10013","55252",0.0533,0.0789,0.0303,"ASXL2","HDAC6"
"10013","9759",0.0429,0.0411,0.0508,"HDAC4","HDAC6"
"10013","1822",0.024,0.0317,0.0196,"ATN1","HDAC6"
"10013","56915",0.038,0.0435,0.0345,"EXOSC5","HDAC6"
"10013","1387",0.0351,0.025,0.0504,"CREBBP","HDAC6"
"10013","1487",0.0387,0.045,0.0308,"CTBP1","HDAC6"
"10013","672",0.0365,0.0465,0.0182,"BRCA1","HDAC6"
"10013","55870",0.0455,0.05,0.0476,"ASH1L","HDAC6"
"10013","54014",0,0,0,"BRWD1","HDAC6"
"10013","23394",0.0308,0.0297,0.0345,"ADNP","HDAC6"
"10013","7862",0.0923,0.1,0.1,"BRPF1","HDAC6"
"10013","80816",0.053,0.0508,0.0429,"ASXL3","HDAC6"
"10013","5393",0.0208,0.0189,0.027,"EXOSC9","HDAC6"
"10013","1020",0.0536,0.0833,0,"CDK5","HDAC6"
"10013","63035",0,0,0,"BCORL1","HDAC6"
"10013","3054",0.0377,0.087,0,"HCFC1","HDAC6"
"10013","8726",0.0526,0.0488,0.0645,"EED","HDAC6"
"10013","1789",0.0577,0.0741,0.0444,"DNMT3B","HDAC6"
"10013","5977",0.0543,0.0441,0.0702,"DPF2","HDAC6"
"10013","1107",0.0533,0.0541,0.0588,"CHD3","HDAC6"
"10013","1457",0.0385,0.0513,0.0286,"CSNK2A1","HDAC6"
"10013","57459",0.0595,0.0488,0.0769,"GATAD2B","HDAC6"
"10013","10659",0.0215,0.0364,0,"CELF2","HDAC6"
"10013","60",0.0437,0.04,0.0526,"ACTB","HDAC6"
"10013","1788",0.0345,0.0411,0.0299,"DNMT3A","HDAC6"
"10013","545",0.0541,0.0615,0.0513,"ATR","HDAC6"
"10013","79813",0.0227,0.0283,0.0152,"EHMT1","HDAC6"
"10013","79068",0.0303,0.0625,0,"FTO","HDAC6"
"10013","546",0.0345,0.0207,0.0357,"ATRX","HDAC6"
"10013","54880",0.0273,0.0229,0.0233,"BCOR","HDAC6"
"10013","57492",0.0562,0.0388,0.0833,"ARID1B","HDAC6"
"10075","79813",0.1414,0.1709,0.1039,"EHMT1","HUWE1"
"10075","990",0.1349,0.1692,0.1053,"CDC6","HUWE1"
"10075","286204",0.0263,0.0339,0,"CRB2","HUWE1"
"10075","1789",0.0909,0.1169,0.0656,"DNMT3B","HUWE1"
"10075","171023",0.1004,0.1014,0.1042,"ASXL1","HUWE1"
"10075","23404",0.1731,0.1636,0.1739,"EXOSC2","HUWE1"
"10075","55870",0.1795,0.2281,0.1273,"ASH1L","HUWE1"
"10075","54014",0,0,0,"BRWD1","HUWE1"
"10075","10013",0.0874,0.0769,0.1064,"HDAC6","HUWE1"
"10075","1105",0.0816,0.12,0.0222,"CHD1","HUWE1"
"10075","79068",0.027,0.0508,0,"FTO","HUWE1"
"10075","11340",0.1101,0.1803,0,"EXOSC8","HUWE1"
"10075","1788",0.0652,0.1183,0.0116,"DNMT3A","HUWE1"
"10075","2146",0.1195,0.1512,0.087,"EZH2","HUWE1"
"10075","57680",0.1218,0.1605,0.0735,"CHD8","HUWE1"
"10075","55869",0.1944,0.2039,0.1781,"HDAC8","HUWE1"
"10075","23394",0.2108,0.2,0.2273,"ADNP","HUWE1"
"10075","1107",0.1261,0.1754,0.0588,"CHD3","HUWE1"
"10075","80816",0.1935,0.2,0.1974,"ASXL3","HUWE1"
"10075","63035",0.1263,0.1176,0.122,"BCORL1","HUWE1"
"10075","10659",0.128,0.1644,0.0625,"CELF2","HUWE1"
"10075","1020",0.0396,0.08,0,"CDK5","HUWE1"
"10075","196528",0.2466,0.2875,0.1905,"ARID2","HUWE1"
"10075","1660",0.1188,0.1176,0.1087,"DHX9","HUWE1"
"10075","1487",0.1527,0.1803,0.1039,"CTBP1","HUWE1"
"10075","8314",0.0638,0.0815,0.0435,"BAP1","HUWE1"
"10075","8450",0.2105,0.2394,0.1864,"CUL4B","HUWE1"
"10075","9759",0.1779,0.2093,0.1429,"HDAC4","HUWE1"
"10075","8289",0.2,0.2436,0.1525,"ARID1A","HUWE1"
"10075","5977",0.2552,0.2857,0.2154,"DPF2","HUWE1"
"10075","7862",0.1818,0.1961,0.186,"BRPF1","HUWE1"
"10075","7290",0.117,0.1102,0.1324,"HIRA","HUWE1"
"10075","54880",0.1193,0.1489,0.0707,"BCOR","HUWE1"
"10075","3192",0.1545,0.2034,0.0833,"HNRNPU","HUWE1"
"10075","51412",0.1449,0.1625,0.1132,"ACTL6B","HUWE1"
"10075","3141",0.0273,0.0469,0,"HLCS","HUWE1"
"10075","1106",0.0699,0.0602,0.0714,"CHD2","HUWE1"
"10075","1642",0.1034,0.037,0.1579,"DDB1","HUWE1"
"10075","3054",0.0745,0.1277,0,"HCFC1","HUWE1"
"10075","8726",0.1667,0.2456,0.0851,"EED","HUWE1"
"10075","254065",0.0805,0.0889,0.0526,"BRWD3","HUWE1"
"10075","9031",0.0772,0.0755,0.0833,"BAZ1B","HUWE1"
"10075","11113",0.1226,0.1579,0.0889,"CIT","HUWE1"
"10075","672",0.0938,0.1241,0.0423,"BRCA1","HUWE1"
"10075","55250",0.1023,0.1304,0.0541,"ELP2","HUWE1"
"10075","472",0.039,0.0567,0,"ATM","HUWE1"
"10075","51010",0.1171,0.1935,0.0222,"EXOSC3","HUWE1"
"10075","26038",0.129,0.1224,0.122,"CHD5","HUWE1"
"10075","546",0.1127,0.1355,0.0894,"ATRX","HUWE1"
"10075","2186",0.1846,0.1739,0.2069,"BPTF","HUWE1"
"10075","1457",0.1651,0.1695,0.1489,"CSNK2A1","HUWE1"
"10075","545",0.1164,0.1687,0.0351,"ATR","HUWE1"
"10075","26610",0.0116,0.0227,0,"ELP4","HUWE1"
"10075","57492",0.2,0.2054,0.2,"ARID1B","HUWE1"
"10075","9775",0.0702,0.0862,0.0577,"EIF4A3","HUWE1"
"10075","5393",0.125,0.2059,0.037,"EXOSC9","HUWE1"
"10075","8452",0.0686,0.1,0.0204,"CUL3","HUWE1"
"10075","1387",0.152,0.1566,0.144,"CREBBP","HUWE1"
"10075","1108",0.1553,0.1404,0.186,"CHD4","HUWE1"
"10075","2033",0.1439,0.1603,0.123,"EP300","HUWE1"
"10075","55636",0.0871,0.0955,0.0777,"CHD7","HUWE1"
"10075","55252",0.1364,0.1311,0.1556,"ASXL2","HUWE1"
"10075","57459",0.1538,0.1452,0.1538,"GATAD2B","HUWE1"
"10075","2066",0.0233,0.0435,0,"ERBB4","HUWE1"
"10075","1822",0.1154,0.1071,0.1475,"ATN1","HUWE1"
"10075","2074",0.0906,0.1173,0.05,"ERCC6","HUWE1"
"10075","60",0.1675,0.1282,0.225,"ACTB","HUWE1"
"10075","23476",0.1749,0.2121,0.1282,"BRD4","HUWE1"
"10075","56915",0.1532,0.2063,0.0667,"EXOSC5","HUWE1"
"10084","2186",0.1278,0.1449,0.1167,"BPTF","PQBP1"
"10084","1822",0.0968,0.1519,0.0469,"ATN1","PQBP1"
"10084","3141",0.0283,0.0484,0,"HLCS","PQBP1"
"10084","54704",0.0319,0.06,0,"PDP1","PQBP1"
"10084","7862",0.1078,0.1569,0.0667,"BRPF1","PQBP1"
"10084","25836",0.1171,0.176,0.0444,"NIPBL","PQBP1"
"10084","7290",0.1771,0.1727,0.1935,"HIRA","PQBP1"
"10084","254065",0.0714,0.0444,0.0882,"BRWD3","PQBP1"
"10084","84081",0.0882,0.1277,0.0612,"NSRP1","PQBP1"
"10084","9757",0.1159,0.1667,0.0702,"KMT2B","PQBP1"
"10084","55193",0,0,0,"PBRM1","PQBP1"
"10084","2146",0.0943,0.1412,0.0435,"EZH2","PQBP1"
"10084","8085",0.1169,0.1529,0.087,"KMT2D","PQBP1"
"10084","8450",0.1214,0.1316,0.0984,"CUL4B","PQBP1"
"10084","55777",0.14,0.1795,0.1045,"MBD5","PQBP1"
"10084","8452",0.05,0.06,0.0444,"CUL3","PQBP1"
"10084","1660",0.1237,0.1224,0.1429,"DHX9","PQBP1"
"10084","23135",0.0755,0.1017,0.0476,"KDM6B","PQBP1"
"10084","23394",0.0946,0.1304,0.0606,"ADNP","PQBP1"
"10084","1457",0.0982,0.1356,0.0625,"CSNK2A1","PQBP1"
"10084","55252",0.0804,0.0984,0.0652,"ASXL2","PQBP1"
"10084","196528",0.1338,0.2169,0.0435,"ARID2","PQBP1"
"10084","9031",0.0921,0.1267,0.0353,"BAZ1B","PQBP1"
"10084","1642",0.0598,0.08,0.05,"DDB1","PQBP1"
"10084","1020",0.0521,0.0833,0,"CDK5","PQBP1"
"10084","3720",0.1217,0.1404,0.1111,"JARID2","PQBP1"
"10084","7703",0.0979,0.1143,0.087,"PCGF2","PQBP1"
"10084","54014",0.0111,0,0.0244,"BRWD1","PQBP1"
"10084","3054",0.0778,0.1333,0,"HCFC1","PQBP1"
"10084","63035",0.0842,0.1,0.0488,"BCORL1","PQBP1"
"10084","9775",0.0727,0.1091,0.04,"EIF4A3","PQBP1"
"10084","472",0.0296,0.0426,0,"ATM","PQBP1"
"10084","3192",0.1284,0.1897,0.0652,"HNRNPU","PQBP1"
"10084","64324",0.1304,0.1642,0.0899,"NSD1","PQBP1"
"10084","2066",0.024,0.0448,0,"ERBB4","PQBP1"
"10084","5062",0.0642,0.1148,0,"PAK2","PQBP1"
"10084","286204",0.018,0.0351,0,"CRB2","PQBP1"
"10084","79813",0.1269,0.1638,0.0789,"EHMT1","PQBP1"
"10084","79068",0.0377,0.0526,0,"FTO","PQBP1"
"10084","1387",0.1122,0.1515,0.0687,"CREBBP","PQBP1"
"10084","23030",0.0991,0.1373,0.0727,"KDM4B","PQBP1"
"10084","55250",0.0568,0.087,0.0286,"ELP2","PQBP1"
"10084","10765",0.0566,0.0755,0.0426,"KDM5B","PQBP1"
"10084","1789",0.0704,0.12,0.0164,"DNMT3B","PQBP1"
"10084","4204",0.096,0.125,0.0606,"MECP2","PQBP1"
"10084","1911",0.0941,0.1087,0.0857,"PHC1","PQBP1"
"10084","55870",0.0806,0.1333,0.0351,"ASH1L","PQBP1"
"10084","8726",0.0796,0.1311,0.0213,"EED","PQBP1"
"10084","546",0.1064,0.1226,0.0738,"ATRX","PQBP1"
"10084","26038",0.0745,0.0816,0.075,"CHD5","PQBP1"
"10084","23126",0.1401,0.1802,0.1011,"POGZ","PQBP1"
"10084","84148",0.0957,0.14,0.05,"KAT8","PQBP1"
"10084","10891",0.0252,0.0469,0,"PPARGC1A","PQBP1"
"10084","1788",0.0847,0.1333,0.037,"DNMT3A","PQBP1"
"10084","5393",0.0687,0.1268,0,"EXOSC9","PQBP1"
"10084","10013",0.0693,0.08,0.0426,"HDAC6","PQBP1"
"10084","51780",0.0792,0.1132,0.0455,"KDM3B","PQBP1"
"10084","51010",0.0619,0.1077,0,"EXOSC3","PQBP1"
"10084","51317",0.099,0.1636,0.0238,"PHF21A","PQBP1"
"10084","5927",0.1,0.2041,0,"KDM5A","PQBP1"
"10084","58508",0.0894,0.1429,0.0208,"KMT2C","PQBP1"
"10084","8242",0.1818,0.2308,0.1154,"KDM5C","PQBP1"
"10084","1105",0.0303,0.0588,0,"CHD1","PQBP1"
"10084","57680",0.0823,0.1084,0.0606,"CHD8","PQBP1"
"10084","221037",0.1771,0.1727,0.1935,"JMJD1C","PQBP1"
"10084","57459",0.1102,0.1311,0.0962,"GATAD2B","PQBP1"
"10084","5977",0.1338,0.2278,0.0411,"DPF2","PQBP1"
"10084","23404",0.0727,0.0877,0.0625,"EXOSC2","PQBP1"
"10084","10943",0.0631,0.1071,0.0196,"MSL3","PQBP1"
"10084","990",0.1032,0.1746,0.0345,"CDC6","PQBP1"
"10084","284058",0.1449,0.1508,0.1447,"KANSL1","PQBP1"
"10084","2074",0.0954,0.1124,0.0603,"ERCC6","PQBP1"
"10084","80816",0.1312,0.1579,0.1,"ASXL3","PQBP1"
"10084","4297",0.1118,0.1772,0.0519,"KMT2A","PQBP1"
"10084","8473",0.092,0.1064,0.0541,"OGT","PQBP1"
"10084","4683",0.0562,0.0787,0.0312,"NBN","PQBP1"
"10084","171023",0.0747,0.0949,0.051,"ASXL1","PQBP1"
"10084","57492",0.1386,0.177,0.0941,"ARID1B","PQBP1"
"10084","55636",0.1,0.1221,0.0693,"CHD7","PQBP1"
"10084","545",0.0966,0.1446,0.037,"ATR","PQBP1"
"10084","8314",0.0424,0.0746,0,"BAP1","PQBP1"
"10084","5515",0.0541,0.0847,0.0227,"PPP2CA","PQBP1"
"10084","23133",0.1222,0.0816,0.1579,"PHF8","PQBP1"
"10084","10075",0.2222,0.2615,0.1964,"HUWE1","PQBP1"
"10084","55869",0.1344,0.1961,0.0641,"HDAC8","PQBP1"
"10084","9759",0.0682,0.1087,0.0267,"HDAC4","PQBP1"
"10084","1107",0.0804,0.1404,0.02,"CHD3","PQBP1"
"10084","1487",0.1005,0.127,0.0649,"CTBP1","PQBP1"
"10084","2033",0.1027,0.1474,0.0551,"EP300","PQBP1"
"10084","51412",0.0694,0.0833,0.037,"ACTL6B","PQBP1"
"10084","55904",0.0297,0.0556,0,"KMT2E","PQBP1"
"10084","79903",0.0636,0.1034,0.0217,"NAA60","PQBP1"
"10084","11340",0.0636,0.0938,0,"EXOSC8","PQBP1"
"10084","6885",0.1117,0.1316,0.093,"MAP3K7","PQBP1"
"10084","81887",0.1122,0.1633,0.0435,"LAS1L","PQBP1"
"10084","10659",0.0538,0.0921,0,"CELF2","PQBP1"
"10084","10524",0.1058,0.1458,0.0784,"KAT5","PQBP1"
"10084","54888",0.1497,0.1845,0.1154,"NSUN2","PQBP1"
"10084","672",0.1055,0.15,0.029,"BRCA1","PQBP1"
"10084","23028",0.0488,0.0674,0.0282,"KDM1A","PQBP1"
"10084","221078",0.0581,0.1111,0,"NSUN6","PQBP1"
"10084","56915",0.0973,0.1562,0.0227,"EXOSC5","PQBP1"
"10084","26610",0.0122,0.0238,0,"ELP4","PQBP1"
"10084","60",0.1202,0.1504,0.092,"ACTB","PQBP1"
"10084","11113",0.1275,0.1636,0.0952,"CIT","PQBP1"
"10084","8289",0.1389,0.2025,0.0656,"ARID1A","PQBP1"
"10084","1108",0.0952,0.1455,0.0435,"CHD4","PQBP1"
"10084","55023",0.1083,0.1803,0.037,"PHIP","PQBP1"
"10084","23522",0.1166,0.1707,0.0658,"KAT6B","PQBP1"
"10084","7403",0.1127,0.1554,0.0726,"KDM6A","PQBP1"
"10084","7994",0.1143,0.1446,0.092,"KAT6A","PQBP1"
"10084","8518",0.0219,0.038,0,"ELP1","PQBP1"
"10084","1106",0.0493,0.0488,0.0556,"CHD2","PQBP1"
"10084","23476",0.1164,0.1919,0.0366,"BRD4","PQBP1"
"10084","54880",0.1167,0.1594,0.0619,"BCOR","PQBP1"
"1020","23394",0.0265,0.0408,0,"ADNP","CDK5"
"1020","8314",0.0207,0.0175,0.0143,"BAP1","CDK5"
"1020","8289",0.0648,0.0984,0.0238,"ARID1A","CDK5"
"1020","9031",0.0095,0.0144,0,"BAZ1B","CDK5"
"1020","254065",0.025,0,0,"BRWD3","CDK5"
"1020","55252",0.0435,0.0541,0,"ASXL2","CDK5"
"1020","57492",0.0402,0.0606,0.0143,"ARID1B","CDK5"
"1020","51412",0.0396,0.05,0,"ACTL6B","CDK5"
"1020","196528",0.0574,0.0896,0.0204,"ARID2","CDK5"
"1020","2186",0.0521,0.0851,0.0227,"BPTF","CDK5"
"1020","990",0.0588,0.0698,0,"CDC6","CDK5"
"1020","80816",0.056,0.0909,0.0154,"ASXL3","CDK5"
"1020","55870",0.0759,0.0811,0.0571,"ASH1L","CDK5"
"1020","472",0.0191,0.0171,0,"ATM","CDK5"
"1020","23476",0.0519,0.0465,0.05,"BRD4","CDK5"
"1020","54880",0.0186,0.0233,0.0125,"BCOR","CDK5"
"1020","672",0.0267,0.0231,0.0208,"BRCA1","CDK5"
"1020","54014",0.0244,0,0,"BRWD1","CDK5"
"1020","63035",0.0385,0.08,0,"BCORL1","CDK5"
"1020","7862",0.0847,0.1071,0.04,"BRPF1","CDK5"
"1020","1822",0.0254,0.0328,0,"ATN1","CDK5"
"1020","60",0.0514,0.0625,0.0282,"ACTB","CDK5"
"1020","171023",0.0448,0.0517,0.0253,"ASXL1","CDK5"
"1020","545",0.0476,0.0469,0,"ATR","CDK5"
"1020","546",0.0314,0.0429,0.0093,"ATRX","CDK5"
"10524","3141",0.0278,0.0526,0,"HLCS","KAT5"
"10524","8450",0.0991,0.0702,0.1373,"CUL4B","KAT5"
"10524","8452",0.0769,0.0769,0.0556,"CUL3","KAT5"
"10524","26038",0.0645,0.037,0.0625,"CHD5","KAT5"
"10524","10013",0.0282,0,0.0526,"HDAC6","KAT5"
"10524","63035",0.1333,0.2,0.0968,"BCORL1","KAT5"
"10524","1457",0.0864,0.0769,0.0769,"CSNK2A1","KAT5"
"10524","1789",0.0446,0.0351,0.06,"DNMT3B","KAT5"
"10524","8726",0.1154,0.0732,0.1143,"EED","KAT5"
"10524","5977",0.1349,0.1429,0.1167,"DPF2","KAT5"
"10524","1642",0.0854,0,0.125,"DDB1","KAT5"
"10524","1020",0.0645,0.125,0,"CDK5","KAT5"
"10524","57680",0.0794,0.0635,0.0893,"CHD8","KAT5"
"10524","11113",0.0959,0.1143,0.0571,"CIT","KAT5"
"10524","51412",0.0917,0.0645,0.119,"ACTL6B","KAT5"
"10524","57459",0.1034,0.1282,0.0667,"GATAD2B","KAT5"
"10524","672",0.0404,0.0462,0.0164,"BRCA1","KAT5"
"10524","55636",0.0541,0.0435,0.0532,"CHD7","KAT5"
"10524","54880",0.0356,0.0465,0.0217,"BCOR","KAT5"
"10524","51010",0.0625,0.093,0,"EXOSC3","KAT5"
"10524","56915",0.0723,0.0889,0.0588,"EXOSC5","KAT5"
"10524","26610",0.0435,0,0,"ELP4","KAT5"
"10524","10075",0.1442,0.1875,0.1154,"HUWE1","KAT5"
"10524","1660",0.1045,0.1538,0.0541,"DHX9","KAT5"
"10524","1105",0.0984,0.1154,0.0625,"CHD1","KAT5"
"10524","55870",0.1379,0.2286,0.0417,"ASH1L","KAT5"
"10524","2186",0.055,0.08,0.0175,"BPTF","KAT5"
"10524","3054",0.0508,0.1304,0,"HCFC1","KAT5"
"10524","8289",0.1121,0.1111,0.098,"ARID1A","KAT5"
"10524","3192",0.1,0.1282,0.0526,"HNRNPU","KAT5"
"10524","1106",0.0556,0.0339,0.0667,"CHD2","KAT5"
"10524","8314",0.0498,0.0348,0.05,"BAP1","KAT5"
"10524","221037",0.0755,0.0833,0.0656,"JMJD1C","KAT5"
"10524","57492",0.0894,0.0693,0.1053,"ARID1B","KAT5"
"10524","23394",0.089,0.0938,0.0667,"ADNP","KAT5"
"10524","60",0.0588,0.0396,0.0617,"ACTB","KAT5"
"10524","990",0.0722,0.0889,0.0408,"CDC6","KAT5"
"10524","55869",0.0798,0.1149,0.0423,"HDAC8","KAT5"
"10524","171023",0.0667,0.0593,0.0562,"ASXL1","KAT5"
"10524","1387",0.0596,0.0714,0.0315,"CREBBP","KAT5"
"10524","7862",0.1642,0.1333,0.1471,"BRPF1","KAT5"
"10524","1487",0.0714,0.0935,0.0282,"CTBP1","KAT5"
"10524","2146",0.0692,0.0588,0.0678,"EZH2","KAT5"
"10524","5393",0.0714,0.1,0.0233,"EXOSC9","KAT5"
"10524","7290",0.0755,0.0833,0.0656,"HIRA","KAT5"
"10524","11340",0.038,0.0714,0,"EXOSC8","KAT5"
"10524","23404",0.0641,0.0882,0.05,"EXOSC2","KAT5"
"10524","2066",0.022,0.0227,0,"ERBB4","KAT5"
"10524","1822",0.063,0.0645,0.0357,"ATN1","KAT5"
"10524","79813",0.1065,0.1224,0.0735,"EHMT1","KAT5"
"10524","8518",0.0294,0.0179,0,"ELP1","KAT5"
"10524","196528",0.1349,0.1176,0.1455,"ARID2","KAT5"
"10524","9775",0.0375,0.0286,0.0238,"EIF4A3","KAT5"
"10524","3720",0.1059,0.0811,0.1087,"JARID2","KAT5"
"10524","55252",0.0617,0.05,0.0256,"ASXL2","KAT5"
"10524","546",0.0613,0.0643,0.0609,"ATRX","KAT5"
"10524","472",0.0296,0.0252,0.0222,"ATM","KAT5"
"10524","1107",0.0886,0.1111,0.05,"CHD3","KAT5"
"10524","286204",0.0263,0.0625,0,"CRB2","KAT5"
"10524","254065",0.0377,0.0476,0,"BRWD3","KAT5"
"10524","79068",0.0563,0.0938,0,"FTO","KAT5"
"10524","545",0.0877,0.0769,0.0682,"ATR","KAT5"
"10524","2033",0.063,0.0769,0.0331,"EP300","KAT5"
"10524","9759",0.0929,0.1,0.0625,"HDAC4","KAT5"
"10524","55250",0.0545,0.087,0,"ELP2","KAT5"
"10524","9031",0.0415,0.0435,0.0395,"BAZ1B","KAT5"
"10524","54014",0,0,0,"BRWD1","KAT5"
"10524","80816",0.1145,0.1455,0.0822,"ASXL3","KAT5"
"10524","284058",0.0745,0.0909,0.04,"KANSL1","KAT5"
"10524","10659",0.0625,0.0545,0.0541,"CELF2","KAT5"
"10524","1788",0.0828,0.1,0.0417,"DNMT3A","KAT5"
"10524","2074",0.0383,0.0485,0.0088,"ERCC6","KAT5"
"10524","23476",0.1,0.1071,0.0704,"BRD4","KAT5"
"10524","1108",0.0811,0.1176,0.0263,"CHD4","KAT5"
"10659","472",0.1073,0.1278,0.0263,"ATM","CELF2"
"10659","254065",0.0548,0.0638,0,"BRWD3","CELF2"
"10659","60",0.0784,0.0992,0.026,"ACTB","CELF2"
"10659","23394",0.1058,0.1176,0.0595,"ADNP","CELF2"
"10659","63035",0.125,0.0943,0.1739,"BCORL1","CELF2"
"10659","672",0.0556,0.0719,0,"BRCA1","CELF2"
"10659","55870",0.0901,0.127,0,"ASH1L","CELF2"
"10659","51412",0.6023,0.7736,0.3333,"ACTL6B","CELF2"
"10659","990",0.0588,0.0845,0.0233,"CDC6","CELF2"
"10659","8289",0.0942,0.1395,0,"ARID1A","CELF2"
"10659","546",0.0455,0.0663,0.0177,"ATRX","CELF2"
"10659","8314",0.0591,0.073,0.0267,"BAP1","CELF2"
"10659","196528",0.1149,0.1183,0.0769,"ARID2","CELF2"
"10659","2186",0.096,0.1389,0.02,"BPTF","CELF2"
"10659","545",0.0504,0.0426,0.0256,"ATR","CELF2"
"10659","23476",0.0939,0.1,0.0615,"BRD4","CELF2"
"10659","9031",0.0644,0.0617,0.0746,"BAZ1B","CELF2"
"10659","80816",0.1053,0.1375,0.0588,"ASXL3","CELF2"
"10659","171023",0.0513,0.0699,0.0116,"ASXL1","CELF2"
"10659","54880",0.0408,0.0654,0,"BCOR","CELF2"
"10659","1020",0.0353,0.0577,0,"CDK5","CELF2"
"10659","57492",0.0905,0.124,0.0267,"ARID1B","CELF2"
"10659","1822",0.1056,0.1325,0.0625,"ATN1","CELF2"
"10659","54014",0,0,0,"BRWD1","CELF2"
"10659","7862",0.1494,0.1698,0.0667,"BRPF1","CELF2"
"10659","55252",0.0909,0.129,0,"ASXL2","CELF2"
"10743","23133",0.0547,0.0678,0.038,"PHF8","RAI1"
"10743","55023",0.1402,0.124,0.1605,"PHIP","RAI1"
"10743","9759",0.1772,0.1824,0.1616,"HDAC4","RAI1"
"10743","171023",0.0819,0.0825,0.0763,"ASXL1","RAI1"
"10743","6885",0.1333,0.1285,0.1379,"MAP3K7","RAI1"
"10743","80816",0.1542,0.1418,0.1667,"ASXL3","RAI1"
"10743","60",0.1353,0.1215,0.1565,"ACTB","RAI1"
"10743","59336",0.0685,0.0853,0.0476,"PRDM13","RAI1"
"10743","23135",0.087,0.0866,0.0789,"KDM6B","RAI1"
"10743","55777",0.1557,0.1458,0.1667,"MBD5","RAI1"
"10743","9757",0.1088,0.1135,0.1,"KMT2B","RAI1"
"10743","79068",0.0327,0.0472,0.0125,"FTO","RAI1"
"10743","10075",0.1422,0.1481,0.1413,"HUWE1","RAI1"
"10743","64324",0.1815,0.199,0.1441,"NSD1","RAI1"
"10743","11340",0.0411,0.0672,0,"EXOSC8","RAI1"
"10743","8473",0.051,0.0593,0.0405,"OGT","RAI1"
"10743","55870",0.1036,0.1016,0.1023,"ASH1L","RAI1"
"10743","254065",0.0361,0.0345,0.0417,"BRWD3","RAI1"
"10743","79903",0.0507,0.062,0.0366,"NAA60","RAI1"
"10743","9031",0.1239,0.1308,0.115,"BAZ1B","RAI1"
"10743","51412",0.1088,0.1007,0.119,"ACTL6B","RAI1"
"10743","10891",0.031,0.0448,0.0112,"PPARGC1A","RAI1"
"10743","11113",0.0561,0.0703,0.037,"CIT","RAI1"
"10743","8726",0.0688,0.0677,0.0617,"EED","RAI1"
"10743","23404",0.0802,0.0714,0.0988,"EXOSC2","RAI1"
"10743","2033",0.1734,0.1943,0.1391,"EP300","RAI1"
"10743","55869",0.1667,0.1963,0.1308,"HDAC8","RAI1"
"10743","55636",0.1203,0.1416,0.0735,"CHD7","RAI1"
"10743","3720",0.1268,0.0781,0.1951,"JARID2","RAI1"
"10743","10013",0.0429,0.0242,0.0741,"HDAC6","RAI1"
"10743","23394",0.2,0.1941,0.2017,"ADNP","RAI1"
"10743","23476",0.1625,0.1863,0.1284,"BRD4","RAI1"
"10743","4204",0.105,0.1195,0.092,"MECP2","RAI1"
"10743","221078",0.0466,0.0603,0.0282,"NSUN6","RAI1"
"10743","54704",0.04,0.05,0.0132,"PDP1","RAI1"
"10743","55904",0.0591,0.0569,0.0526,"KMT2E","RAI1"
"10743","55252",0.0642,0.0687,0.0482,"ASXL2","RAI1"
