"Columna","Fila","Damerau_Levenshtein","Jaccard","Cosine","Hamming","Sorensen_Dice","Jaro_Winkler"
"60","51412",3.4241,0.4121,0.1675,3.5823,0.1906,0.1144
"60","23394",3.5476,0.4151,0.1647,3.625,0.1921,0.1153
"51412","23394",3.5655,0.4066,0.164,3.6369,0.1931,0.1159
"60","8289",3.5316,0.4426,0.1711,3.6076,0.1988,0.1194
"51412","8289",3.573,0.4298,0.1818,3.6742,0.1989,0.1194
"23394","8289",3.4762,0.4117,0.1609,3.6131,0.1881,0.1129
"60","57492",3.3608,0.3962,0.1481,3.462,0.1813,0.1089
"51412","57492",3.4903,0.4279,0.1681,3.5613,0.1931,0.1158
"23394","57492",3.3155,0.4008,0.1551,3.369,0.1803,0.1082
"8289","57492",3.4258,0.4313,0.1624,3.4774,0.1904,0.1142
"60","196528",3.6519,0.4418,0.1672,3.7468,0.1997,0.1199
"51412","196528",3.4757,0.3932,0.163,3.6019,0.1875,0.1125
"23394","196528",3.5952,0.4242,0.1584,3.6964,0.1912,0.1147
"8289","196528",3.1359,0.375,0.1433,3.2136,0.1706,0.1024
"57492","196528",3.4194,0.4275,0.1528,3.5161,0.1877,0.1126
"60","55870",3.4873,0.4143,0.156,3.5823,0.1895,0.1138
"51412","55870",3.5949,0.4265,0.164,3.6962,0.1976,0.1185
"23394","55870",3.5,0.4306,0.1612,3.5833,0.1926,0.1155
"8289","55870",3.5393,0.4175,0.1661,3.573,0.1945,0.1167
"57492","55870",3.5097,0.4281,0.1591,3.5484,0.1914,0.1148
"196528","55870",3.5922,0.4486,0.1711,3.6602,0.1998,0.1199
"60","171023",3.5,0.3882,0.1543,3.5924,0.1857,0.1115
"51412","171023",3.6413,0.426,0.1783,3.7663,0.1985,0.1191
"23394","171023",3.6087,0.4108,0.1597,3.7772,0.1929,0.1157
"8289","171023",3.7391,0.4452,0.1827,3.8098,0.2055,0.1233
"57492","171023",3.5054,0.4099,0.1611,3.5815,0.1879,0.1127
"196528","171023",3.6467,0.4315,0.1693,3.7989,0.1957,0.1174
"55870","171023",3.6033,0.4111,0.1622,3.6957,0.1925,0.1155
"60","55252",3.4304,0.4304,0.1552,3.5316,0.1894,0.1138
"51412","55252",3.3797,0.3887,0.1573,3.519,0.1841,0.1104
"23394","55252",3.4881,0.4116,0.1505,3.5893,0.1848,0.1109
"8289","55252",3.5169,0.4248,0.1631,3.5955,0.1952,0.1171
"57492","55252",3.6065,0.4449,0.1637,3.6645,0.1955,0.1173
"196528","55252",3.5534,0.4361,0.1596,3.6408,0.1956,0.1173
"55870","55252",3.3559,0.3981,0.1403,3.4746,0.1832,0.1099
"171023","55252",3.5652,0.4174,0.1591,3.6848,0.1906,0.1144
"60","80816",3.481,0.4262,0.157,3.5443,0.1882,0.1131
"51412","80816",3.4623,0.4144,0.1594,3.5472,0.19,0.114
"23394","80816",3.5476,0.4051,0.1525,3.6369,0.1868,0.1121
"8289","80816",3.4245,0.4101,0.163,3.4811,0.1907,0.1144
"57492","80816",3.4903,0.4372,0.1633,3.5677,0.1936,0.1162
"196528","80816",3.283,0.4091,0.1542,3.3774,0.1829,0.1097
"55870","80816",3.434,0.4256,0.1572,3.4906,0.1889,0.1133
"171023","80816",3.712,0.4333,0.1697,3.8098,0.1997,0.1198
"55252","80816",3.4057,0.4285,0.1532,3.4811,0.1896,0.1138
"60","472",3.6266,0.4098,0.1578,3.7532,0.1899,0.1141
"51412","472",3.7463,0.434,0.1821,3.8731,0.2043,0.1226
"23394","472",3.6905,0.4227,0.1629,3.8214,0.1957,0.1174
"8289","472",3.6791,0.4159,0.1687,3.791,0.1963,0.1178
"57492","472",3.671,0.442,0.1692,3.7677,0.1991,0.1195
"196528","472",3.7239,0.4086,0.1619,3.8284,0.1944,0.1166
"55870","472",3.597,0.404,0.1554,3.7313,0.1902,0.1141
"171023","472",3.5707,0.426,0.1671,3.6685,0.194,0.1164
"55252","472",3.6194,0.4159,0.1644,3.7313,0.1948,0.1169
"80816","472",3.6343,0.4233,0.1561,3.7463,0.1901,0.1141
"60","1822",3.557,0.4058,0.1566,3.6962,0.188,0.1129
"51412","1822",3.6737,0.4357,0.1797,3.7789,0.2011,0.1206
"23394","1822",3.7262,0.4253,0.1632,3.8393,0.1946,0.1168
"8289","1822",3.6632,0.4422,0.1704,3.8421,0.1997,0.1198
"57492","1822",3.5226,0.4084,0.1565,3.6645,0.1874,0.1124
"196528","1822",3.3592,0.4026,0.1544,3.4272,0.1835,0.1101
"55870","1822",3.5579,0.4354,0.1663,3.6211,0.1979,0.1188
"171023","1822",3.6141,0.4139,0.1603,3.7337,0.1918,0.1151
"55252","1822",3.6316,0.4188,0.1538,3.7263,0.1934,0.116
"80816","1822",3.5472,0.4203,0.155,3.6226,0.1899,0.114
"472","1822",3.6045,0.4102,0.1572,3.7388,0.1901,0.114
"60","545",3.5759,0.4245,0.1623,3.6835,0.1953,0.1173
"51412","545",3.6071,0.4415,0.1753,3.6667,0.2016,0.121
"23394","545",3.6726,0.4288,0.1625,3.7381,0.1984,0.119
"8289","545",3.6629,0.4376,0.1768,3.7303,0.199,0.1194
"57492","545",3.471,0.4191,0.1626,3.5161,0.1897,0.1138
"196528","545",3.5437,0.4304,0.1641,3.6214,0.1965,0.1179
"55870","545",3.6071,0.426,0.158,3.7024,0.1937,0.1162
"171023","545",3.6359,0.4195,0.1648,3.7391,0.194,0.1164
"55252","545",3.5595,0.4406,0.1628,3.6905,0.1966,0.1179
"80816","545",3.6698,0.4356,0.16,3.7264,0.1964,0.1178
"472","545",3.6716,0.4316,0.1733,3.7612,0.1977,0.1186
"1822","545",3.6421,0.4364,0.1668,3.7579,0.1954,0.1172
"60","546",3.4852,0.4213,0.1505,3.5738,0.1861,0.1119
"51412","546",3.616,0.4187,0.1683,3.7257,0.1943,0.1167
"23394","546",3.6371,0.4137,0.1551,3.7426,0.1896,0.1139
"8289","546",3.6414,0.4298,0.1668,3.7257,0.1961,0.1178
"57492","546",3.5992,0.4303,0.162,3.7004,0.1946,0.1168
"196528","546",3.6076,0.4281,0.1627,3.6709,0.1971,0.1183
"55870","546",3.5992,0.4215,0.1553,3.6793,0.1895,0.1137
"171023","546",3.4852,0.3955,0.1578,3.5696,0.1858,0.1116
"55252","546",3.6329,0.4269,0.1581,3.6962,0.1961,0.1177
"80816","546",3.6751,0.4182,0.155,3.7426,0.1919,0.1152
"472","546",3.7131,0.432,0.1654,3.8734,0.1991,0.1196
"1822","546",3.5823,0.4135,0.154,3.7342,0.1928,0.1158
"545","546",3.6118,0.4173,0.1595,3.7131,0.193,0.1159
"60","8314",3.5789,0.412,0.1563,3.6901,0.1874,0.1125
"51412","8314",3.6784,0.415,0.1677,3.8012,0.1965,0.1179
"23394","8314",3.4094,0.3934,0.156,3.5205,0.1833,0.11
"8289","8314",3.6316,0.4191,0.1624,3.7485,0.1948,0.1169
"57492","8314",3.6023,0.4249,0.167,3.6725,0.1955,0.1173
"196528","8314",3.7251,0.4298,0.1647,3.8538,0.199,0.1194
"55870","8314",3.538,0.4119,0.156,3.6257,0.1928,0.1157
"171023","8314",3.7663,0.4181,0.1659,3.8913,0.1999,0.12
"55252","8314",3.6608,0.4278,0.1573,3.807,0.1917,0.115
"80816","8314",3.6491,0.4194,0.1569,3.731,0.191,0.1146
"472","8314",3.8421,0.4344,0.1694,3.9825,0.2024,0.1214
"1822","8314",3.7193,0.4247,0.1634,3.9064,0.1951,0.1171
"545","8314",3.7602,0.4322,0.17,3.8538,0.1987,0.1192
"546","8314",3.7342,0.4268,0.1648,3.8439,0.1998,0.12
"60","9031",3.3387,0.3975,0.1435,3.4516,0.1768,0.1062
"51412","9031",3.5968,0.4089,0.1638,3.7634,0.1908,0.1145
"23394","9031",3.5161,0.3997,0.1541,3.5968,0.1879,0.1127
"8289","9031",3.543,0.4254,0.1673,3.6667,0.1952,0.1171
"57492","9031",3.4624,0.4145,0.1552,3.5269,0.1873,0.1124
"196528","9031",3.5108,0.424,0.1547,3.6022,0.191,0.1146
"55870","9031",3.3763,0.418,0.1501,3.4946,0.1842,0.1105
"171023","9031",3.5054,0.4032,0.1571,3.586,0.1851,0.1111
"55252","9031",3.3978,0.4267,0.1493,3.5,0.1872,0.1123
"80816","9031",3.3387,0.4047,0.1476,3.371,0.183,0.1098
"472","9031",3.5591,0.4155,0.1579,3.672,0.1917,0.115
"1822","9031",3.4731,0.4113,0.1488,3.586,0.1838,0.1103
"545","9031",3.5914,0.4222,0.16,3.6935,0.1918,0.1151
"546","9031",3.4684,0.4124,0.1508,3.5696,0.1869,0.1123
"8314","9031",3.6935,0.4084,0.1565,3.8441,0.1911,0.1147
"60","54880",3.5285,0.4106,0.1491,3.6218,0.1885,0.1132
"51412","54880",3.5751,0.4283,0.1706,3.6632,0.1965,0.1179
"23394","54880",3.5699,0.4132,0.1567,3.6995,0.1896,0.1138
"8289","54880",3.5907,0.4327,0.1641,3.6684,0.1953,0.1172
"57492","54880",3.4767,0.4249,0.1554,3.5544,0.1887,0.1132
"196528","54880",3.4508,0.4227,0.1518,3.5544,0.1868,0.1121
"55870","54880",3.5596,0.4383,0.1576,3.6218,0.1941,0.1164
"171023","54880",3.5855,0.4117,0.1568,3.6788,0.1883,0.113
"55252","54880",3.5492,0.433,0.1509,3.6373,0.1895,0.1137
"80816","54880",3.5181,0.4207,0.1501,3.5959,0.1885,0.1131
"472","54880",3.715,0.4226,0.1584,3.8135,0.1939,0.1163
"1822","54880",3.5803,0.4232,0.1516,3.7565,0.1887,0.1132
"545","54880",3.5751,0.4398,0.1603,3.6477,0.1954,0.1172
"546","54880",3.481,0.4083,0.1482,3.5696,0.1875,0.1125
"8314","54880",3.715,0.4281,0.1601,3.8238,0.1948,0.1169
"9031","54880",3.4715,0.4132,0.1472,3.5959,0.1838,0.1103
"60","63035",3.5823,0.437,0.152,3.6519,0.1944,0.1167
"51412","63035",3.6709,0.4238,0.1653,3.7595,0.1935,0.1161
"23394","63035",3.4226,0.4165,0.148,3.5714,0.1871,0.1123
"8289","63035",3.4719,0.4039,0.1469,3.5843,0.1847,0.1108
"57492","63035",3.4516,0.4326,0.1559,3.5484,0.1904,0.1142
"196528","63035",3.6796,0.4272,0.154,3.7961,0.1919,0.1152
"55870","63035",3.4068,0.4294,0.152,3.5254,0.1837,0.1102
"171023","63035",3.6196,0.4221,0.1547,3.7609,0.1905,0.1143
"55252","63035",3.6304,0.4573,0.1585,3.6957,0.1983,0.119
"80816","63035",3.6698,0.4261,0.149,3.8208,0.1922,0.1153
"472","63035",3.6194,0.4281,0.1599,3.7313,0.1935,0.1161
"1822","63035",3.4211,0.405,0.1333,3.6105,0.1796,0.1077
"545","63035",3.631,0.4242,0.1517,3.7381,0.1944,0.1167
"546","63035",3.5865,0.4189,0.1486,3.7257,0.1895,0.1138
"8314","63035",3.6374,0.4306,0.1537,3.7778,0.1948,0.1169
"9031","63035",3.5,0.4227,0.143,3.5753,0.1845,0.1107
"54880","63035",3.6218,0.4376,0.1518,3.7358,0.1932,0.1159
"60","2186",3.6519,0.4225,0.1506,3.7658,0.1919,0.1153
"51412","2186",3.5696,0.4175,0.1634,3.6962,0.1962,0.1177
"23394","2186",3.5952,0.4214,0.1546,3.7143,0.1908,0.1145
"8289","2186",3.382,0.4118,0.1558,3.4045,0.1877,0.1126
"57492","2186",3.5226,0.4192,0.1517,3.6194,0.1855,0.1113
"196528","2186",3.4854,0.4108,0.1486,3.5728,0.1839,0.1103
"55870","2186",3.6133,0.431,0.1545,3.7333,0.1913,0.1148
"171023","2186",3.6685,0.4241,0.1588,3.7717,0.1943,0.1166
"55252","2186",3.52,0.4446,0.156,3.6267,0.1924,0.1154
"80816","2186",3.3208,0.4033,0.1436,3.3774,0.1797,0.1078
"472","2186",3.709,0.4412,0.1643,3.8284,0.2003,0.1202
"1822","2186",3.4421,0.4116,0.1381,3.5789,0.1804,0.1082
"545","2186",3.5119,0.4177,0.1505,3.619,0.1842,0.1105
"546","2186",3.7089,0.439,0.1584,3.8017,0.1937,0.1163
"8314","2186",3.7719,0.4264,0.1583,3.8655,0.197,0.1182
"9031","2186",3.4086,0.4148,0.1456,3.5323,0.1822,0.1093
"54880","2186",3.6218,0.4365,0.1486,3.7202,0.1906,0.1144
"63035","2186",3.48,0.4318,0.1458,3.6533,0.1829,0.1097
"60","672",3.3253,0.3836,0.1444,3.4157,0.1753,0.1053
"51412","672",3.5602,0.4187,0.1613,3.6566,0.1915,0.1149
"23394","672",3.4226,0.4009,0.1485,3.5357,0.1819,0.1092
"8289","672",3.5904,0.4296,0.1638,3.6928,0.1938,0.1163
"57492","672",3.4337,0.4076,0.1523,3.5361,0.1866,0.112
"196528","672",3.6988,0.4242,0.1562,3.8072,0.1921,0.1152
"55870","672",3.6446,0.4306,0.1577,3.7711,0.1979,0.1187
"171023","672",3.3859,0.3913,0.1499,3.5,0.1806,0.1083
"55252","672",3.6265,0.4271,0.1542,3.747,0.1934,0.116
"80816","672",3.5241,0.418,0.1467,3.6145,0.1899,0.114
"472","672",3.6928,0.4279,0.1604,3.8193,0.1937,0.1162
"1822","672",3.5783,0.4107,0.1541,3.7048,0.1891,0.1135
"545","672",3.512,0.4075,0.152,3.6084,0.185,0.111
"546","672",3.4852,0.4032,0.1482,3.5823,0.1847,0.1109
"8314","672",3.6491,0.4183,0.1598,3.7135,0.1924,0.1155
"9031","672",3.5215,0.4257,0.155,3.629,0.1907,0.1144
"54880","672",3.4301,0.4099,0.1446,3.5181,0.1829,0.1097
"63035","672",3.6024,0.4344,0.1512,3.7229,0.1933,0.116
"2186","672",3.5482,0.4117,0.1441,3.6747,0.1849,0.111
"60","23476",3.4937,0.4175,0.1534,3.5696,0.1876,0.1127
"51412","23476",3.5809,0.4241,0.1672,3.7132,0.1944,0.1166
"23394","23476",3.3214,0.408,0.147,3.4524,0.1812,0.1087
"8289","23476",3.5074,0.4229,0.1629,3.5882,0.1904,0.1142
"57492","23476",3.3419,0.4109,0.1507,3.4,0.1815,0.1089
"196528","23476",3.5294,0.4282,0.1594,3.6618,0.1928,0.1157
"55870","23476",3.4706,0.4233,0.1525,3.6029,0.1882,0.1129
"171023","23476",3.6359,0.4316,0.1654,3.712,0.1985,0.1191
"55252","23476",3.3824,0.395,0.1399,3.5368,0.179,0.1074
"80816","23476",3.375,0.4057,0.1508,3.4632,0.1848,0.1109
"472","23476",3.4485,0.4089,0.1496,3.5588,0.1827,0.1096
"1822","23476",3.6765,0.4517,0.1597,3.7794,0.194,0.1164
"545","23476",3.5294,0.417,0.1548,3.6397,0.188,0.1128
"546","23476",3.7089,0.4357,0.1616,3.7932,0.1983,0.1191
"8314","23476",3.5965,0.408,0.1544,3.7251,0.1905,0.1143
"9031","23476",3.5,0.4164,0.1505,3.5753,0.1871,0.1123
"54880","23476",3.513,0.4364,0.1538,3.5751,0.1903,0.1142
"63035","23476",3.5074,0.43,0.1512,3.5809,0.1889,0.1134
"2186","23476",3.5441,0.4133,0.1476,3.6103,0.1867,0.112
"672","23476",3.5723,0.4432,0.1535,3.6506,0.1962,0.1177
"60","7862",3.7152,0.4398,0.1706,3.7722,0.2025,0.1216
"51412","7862",3.6582,0.4138,0.1779,3.6835,0.2018,0.1211
"23394","7862",3.5774,0.4121,0.1617,3.7024,0.1922,0.1153
"8289","7862",3.6742,0.4159,0.1686,3.7528,0.1964,0.1179
"57492","7862",3.5935,0.4317,0.172,3.6387,0.1977,0.1186
"196528","7862",3.6602,0.4378,0.1688,3.7087,0.1996,0.1198
"55870","7862",3.4915,0.4593,0.1747,3.5593,0.2012,0.1207
"171023","7862",3.7446,0.4147,0.1759,3.8424,0.2003,0.1202
"55252","7862",3.4783,0.3943,0.1501,3.5217,0.1869,0.1121
"80816","7862",3.6132,0.4271,0.1659,3.6887,0.1981,0.1189
"472","7862",3.694,0.4003,0.1628,3.8507,0.1961,0.1177
"1822","7862",3.6105,0.417,0.1581,3.7474,0.1916,0.1149
"545","7862",3.6429,0.4234,0.1657,3.7381,0.1946,0.1168
"546","7862",3.654,0.4143,0.1564,3.7806,0.1915,0.115
"8314","7862",3.7135,0.4076,0.1624,3.8304,0.195,0.117
"9031","7862",3.5161,0.4073,0.1572,3.672,0.1909,0.1145
"54880","7862",3.6425,0.4241,0.1655,3.7409,0.1968,0.1181
"63035","7862",3.5,0.4264,0.1514,3.5789,0.1926,0.1156
"2186","7862",3.5867,0.4307,0.1598,3.64,0.1938,0.1163
"672","7862",3.6386,0.4183,0.1562,3.7289,0.1926,0.1156
"23476","7862",3.6618,0.432,0.1699,3.7426,0.1977,0.1186
"60","54014",3.9873,0.4263,0.2236,4.057,0.2222,0.1334
"51412","54014",3.9747,0.4166,0.2136,4.0253,0.2197,0.1318
"23394","54014",4.0357,0.4282,0.2122,4.119,0.2169,0.1302
"8289","54014",3.9551,0.4243,0.2179,4,0.2189,0.1313
"57492","54014",4.0452,0.4253,0.2226,4.1097,0.222,0.1332
"196528","54014",4.0485,0.4277,0.2295,4.1068,0.2244,0.1347
"55870","54014",4,0.4203,0.2298,4.1186,0.2222,0.1333
"171023","54014",4.0489,0.424,0.2207,4.1304,0.2154,0.1292
"55252","54014",3.8478,0.4098,0.2137,3.9565,0.2139,0.1284
"80816","54014",4.0377,0.4251,0.2244,4.1132,0.2218,0.1331
"472","54014",4.1119,0.4094,0.2178,4.2313,0.2157,0.1294
"1822","54014",3.9789,0.4184,0.2097,4.0526,0.217,0.1302
"545","54014",4.1071,0.4247,0.2165,4.1667,0.2182,0.1309
"546","54014",3.9873,0.4223,0.2168,4.0717,0.2191,0.1315
"8314","54014",4.0936,0.4291,0.22,4.1696,0.2199,0.132
"9031","54014",4.0699,0.4415,0.2248,4.1452,0.2288,0.1373
"54880","54014",3.9948,0.418,0.2153,4.0829,0.216,0.1296
"63035","54014",4.0357,0.4499,0.2234,4.1429,0.2277,0.1366
"2186","54014",4.0133,0.4229,0.205,4.0933,0.2143,0.1286
"672","54014",4.1145,0.4256,0.2243,4.1867,0.2231,0.1339
"23476","54014",4.1324,0.4314,0.2247,4.1765,0.2214,0.1328
"7862","54014",4.1053,0.4192,0.2194,4.1579,0.2219,0.1332
"60","254065",3.4684,0.4142,0.1513,3.5759,0.1902,0.1143
"51412","254065",3.5823,0.4409,0.1723,3.6329,0.203,0.1218
"23394","254065",3.4702,0.4261,0.1571,3.5833,0.1939,0.1164
"8289","254065",3.4607,0.4212,0.1608,3.5506,0.1954,0.1172
"57492","254065",3.3935,0.432,0.1626,3.4774,0.1932,0.1159
"196528","254065",3.4175,0.4069,0.1499,3.4951,0.1874,0.1124
"55870","254065",3.4237,0.4377,0.1552,3.4746,0.1955,0.1173
"171023","254065",3.6087,0.4451,0.1698,3.6685,0.2024,0.1215
"55252","254065",3.3696,0.4069,0.1448,3.5,0.1858,0.1115
"80816","254065",3.3679,0.4059,0.1492,3.5,0.1906,0.1144
"472","254065",3.4627,0.4117,0.1569,3.6418,0.1911,0.1147
"1822","254065",3.5895,0.4315,0.1578,3.6526,0.1965,0.1179
"545","254065",3.631,0.441,0.1643,3.7381,0.1917,0.115
"546","254065",3.5063,0.4227,0.1553,3.5738,0.193,0.1159
"8314","254065",3.6608,0.4208,0.1635,3.7661,0.1979,0.1187
"9031","254065",3.5269,0.4212,0.1515,3.5753,0.1917,0.115
"54880","254065",3.5544,0.433,0.1563,3.6373,0.1947,0.1168
"63035","254065",3.6071,0.4445,0.1603,3.6071,0.1997,0.1198
"2186","254065",3.5333,0.426,0.1461,3.5733,0.1894,0.1136
"672","254065",3.4398,0.3992,0.1425,3.5482,0.1814,0.1089
"23476","254065",3.4926,0.4381,0.1574,3.6103,0.1957,0.1174
"7862","254065",3.5526,0.4151,0.1594,3.6842,0.1944,0.1166
"54014","254065",3.5625,0.4009,0.1873,3.625,0.207,0.1242
"60","990",3.5886,0.4305,0.1595,3.6392,0.1968,0.1182
"51412","990",3.5949,0.429,0.1702,3.6962,0.1991,0.1194
"23394","990",3.625,0.4282,0.1606,3.7024,0.1942,0.1165
"8289","990",3.5281,0.4074,0.1523,3.5955,0.1823,0.1094
"57492","990",3.4129,0.4111,0.1451,3.5097,0.1839,0.1104
"196528","990",3.5049,0.436,0.1533,3.5631,0.1903,0.1142
"55870","990",3.5312,0.4404,0.1626,3.6719,0.199,0.1194
"171023","990",3.6957,0.4542,0.176,3.788,0.2019,0.1211
"55252","990",3.3594,0.4003,0.1526,3.4688,0.1819,0.1092
"80816","990",3.4245,0.415,0.154,3.566,0.1887,0.1132
"472","990",3.6045,0.4226,0.1686,3.7015,0.1955,0.1173
"1822","990",3.6,0.4349,0.1555,3.6421,0.1996,0.1197
"545","990",3.5595,0.4322,0.1713,3.6786,0.1965,0.1179
"546","990",3.6245,0.4406,0.1645,3.7215,0.1959,0.1176
"8314","990",3.6667,0.4325,0.1617,3.7602,0.1988,0.1193
"9031","990",3.5,0.4369,0.1603,3.6452,0.1934,0.116
"54880","990",3.6269,0.4307,0.1554,3.7098,0.1914,0.1149
"63035","990",3.5938,0.4462,0.1507,3.6562,0.1917,0.115
"2186","990",3.7467,0.4355,0.1604,3.8267,0.1962,0.1177
"672","990",3.5542,0.4276,0.1567,3.6386,0.1925,0.1155
"23476","990",3.6765,0.42,0.1572,3.7794,0.1954,0.1172
"7862","990",3.6562,0.4003,0.163,3.7188,0.1915,0.1149
"54014","990",4.125,0.4245,0.2241,4.1719,0.2203,0.1322
"254065","990",3.5469,0.4198,0.1567,3.6875,0.1918,0.1151
"60","1020",3.6013,0.4216,0.1719,3.6835,0.1973,0.1185
"51412","1020",3.6456,0.3926,0.1723,3.8481,0.1946,0.1168
"23394","1020",3.6488,0.4135,0.1687,3.744,0.1959,0.1175
"8289","1020",3.4831,0.4028,0.159,3.573,0.1862,0.1117
"57492","1020",3.5548,0.4217,0.1676,3.6258,0.1959,0.1175
"196528","1020",3.5534,0.417,0.1708,3.6602,0.1974,0.1184
"55870","1020",3.661,0.4309,0.1752,3.7458,0.2006,0.1203
"171023","1020",3.6304,0.4187,0.1736,3.7663,0.1957,0.1174
"55252","1020",3.7174,0.4192,0.167,3.8478,0.2013,0.1208
"80816","1020",3.6415,0.4146,0.1684,3.7075,0.1964,0.1179
"472","1020",3.694,0.3908,0.1629,3.8731,0.1905,0.1143
"1822","1020",3.5579,0.4079,0.1668,3.7158,0.1951,0.1171
"545","1020",3.6905,0.4457,0.1814,3.7024,0.2094,0.1256
"546","1020",3.5485,0.4145,0.1642,3.6498,0.192,0.1153
"8314","1020",3.7661,0.4145,0.1723,3.9064,0.1996,0.1198
"9031","1020",3.5968,0.419,0.1699,3.7097,0.1981,0.1189
"54880","1020",3.5907,0.4263,0.1682,3.6943,0.1964,0.1178
"63035","1020",3.5714,0.3819,0.1508,3.6786,0.1865,0.1119
"2186","1020",3.7067,0.4227,0.172,3.8267,0.2057,0.1234
"672","1020",3.5241,0.4229,0.1704,3.5964,0.1966,0.1179
"23476","1020",3.6765,0.4386,0.1759,3.7426,0.2066,0.124
"7862","1020",3.5789,0.4404,0.1695,3.7895,0.2001,0.1201
"54014","1020",4.1154,0.3981,0.2241,4.2308,0.2204,0.1322
"254065","1020",3.3462,0.4193,0.158,3.3846,0.1883,0.113
"990","1020",3.6875,0.4544,0.1769,3.7344,0.2085,0.1251
"60","10659",3.6772,0.4141,0.1741,3.7595,0.1988,0.1194
"51412","10659",3.7089,0.4397,0.195,3.8608,0.2107,0.1264
"23394","10659",3.7321,0.4243,0.1809,3.8393,0.2004,0.1203
"8289","10659",3.6292,0.4139,0.1762,3.7528,0.1992,0.1195
"57492","10659",3.5871,0.4194,0.1795,3.6774,0.1978,0.1187
"196528","10659",3.699,0.4261,0.185,3.7961,0.203,0.1218
"55870","10659",3.5645,0.4119,0.1755,3.6452,0.1964,0.1178
"171023","10659",3.7554,0.4156,0.1847,3.875,0.2016,0.121
"55252","10659",3.4839,0.4194,0.1703,3.5323,0.1949,0.117
"80816","10659",3.7264,0.4189,0.1807,3.8302,0.1989,0.1194
"472","10659",3.7687,0.4159,0.1813,3.8731,0.2004,0.1202
"1822","10659",3.5579,0.3955,0.1619,3.6842,0.1863,0.1118
"545","10659",3.6667,0.428,0.1799,3.7619,0.2004,0.1202
"546","10659",3.7046,0.4195,0.18,3.789,0.2017,0.1211
"8314","10659",3.7602,0.4182,0.1783,3.9123,0.2027,0.1216
"9031","10659",3.672,0.4333,0.1807,3.7742,0.2016,0.121
"54880","10659",3.7098,0.4231,0.1766,3.8394,0.2012,0.1207
"63035","10659",3.5,0.4069,0.1648,3.6452,0.1924,0.1154
"2186","10659",3.5733,0.4021,0.1659,3.7067,0.192,0.1152
"672","10659",3.7229,0.4272,0.1776,3.8373,0.2039,0.1224
"23476","10659",3.8015,0.4463,0.1917,3.8676,0.2108,0.1265
"7862","10659",3.6774,0.4167,0.1854,3.7903,0.2022,0.1213
"54014","10659",3.9032,0.3902,0.2048,4.0484,0.2123,0.1274
"254065","10659",3.5968,0.419,0.172,3.7097,0.1965,0.1179
"990","10659",3.7344,0.4387,0.1852,3.8594,0.2061,0.1236
"1020","10659",3.5645,0.395,0.1881,3.7258,0.2054,0.1232
"60","1105",3.6266,0.4335,0.1767,3.7468,0.2025,0.1216
"51412","1105",3.7342,0.4517,0.192,3.8354,0.2112,0.1267
"23394","1105",3.5952,0.4202,0.1773,3.6726,0.2003,0.1202
"8289","1105",3.4944,0.4133,0.1743,3.5618,0.1975,0.1185
"57492","1105",3.5226,0.4273,0.1749,3.5806,0.196,0.1176
"196528","1105",3.6408,0.4235,0.1759,3.6699,0.2011,0.1207
"55870","1105",3.3559,0.4106,0.1619,3.4576,0.1887,0.1132
"171023","1105",3.6685,0.4191,0.172,3.8152,0.1992,0.1195
"55252","1105",3.6522,0.4536,0.185,3.8261,0.2099,0.126
"80816","1105",3.6698,0.4368,0.1825,3.7547,0.203,0.1218
"472","1105",3.6194,0.4144,0.1691,3.7015,0.1932,0.1159
"1822","1105",3.6947,0.4176,0.169,3.7895,0.1974,0.1185
"545","1105",3.6786,0.4251,0.1747,3.75,0.2012,0.1207
"546","1105",3.6878,0.4235,0.1714,3.7806,0.1979,0.1188
"8314","1105",3.6959,0.4112,0.1674,3.7719,0.1955,0.1173
"9031","1105",3.5968,0.4274,0.1688,3.6452,0.1936,0.1162
"54880","1105",3.6218,0.4269,0.1689,3.7358,0.198,0.1188
"63035","1105",3.1429,0.3906,0.1497,3.2143,0.1781,0.1068
"2186","1105",3.5733,0.4268,0.1712,3.6667,0.1982,0.1189
"672","1105",3.6807,0.4316,0.1708,3.7771,0.2027,0.1216
"23476","1105",3.6397,0.429,0.1706,3.7206,0.1964,0.1179
"7862","1105",3.6316,0.4057,0.1676,3.7368,0.196,0.1176
"54014","1105",3.963,0.4214,0.2297,4,0.2197,0.1318
"254065","1105",3.7037,0.4565,0.1891,3.7407,0.2103,0.1262
"990","1105",3.5156,0.4163,0.1725,3.6406,0.2,0.12
"1020","1105",3.3704,0.3967,0.1796,3.4074,0.1944,0.1166
"10659","1105",3.4677,0.3957,0.1774,3.5806,0.1939,0.1163
"60","1106",3.7152,0.4212,0.182,3.8924,0.202,0.1213
"51412","1106",3.2911,0.3634,0.1606,3.519,0.177,0.1062
"23394","1106",3.7321,0.4147,0.1864,3.8214,0.2015,0.1209
"8289","1106",3.764,0.4401,0.2075,3.8876,0.2131,0.1279
"57492","1106",3.5677,0.4099,0.1729,3.6645,0.1962,0.1177
"196528","1106",3.8641,0.4276,0.1922,3.9806,0.2082,0.1249
"55870","1106",3.7838,0.433,0.1883,3.8919,0.2103,0.1262
"171023","1106",3.7283,0.4093,0.1815,3.8207,0.2016,0.121
"55252","1106",3.7838,0.4181,0.1827,3.9054,0.2025,0.1215
