"Columna","Fila","Damerau_Levenshtein","Jaccard","Cosine","Hamming","Sorensen_Dice","Jaro_Winkler"
"3720","221037",3.3511,0.4039,0.1375,3.4275,0.1787,0.1072
"60","284058",3.179,0.3739,0.1475,3.3272,0.1725,0.1036
"51412","284058",3.5123,0.4037,0.1657,3.6049,0.187,0.1122
"23394","284058",3.4167,0.4076,0.1569,3.5119,0.1851,0.1111
"8289","284058",3.5185,0.4143,0.1687,3.5802,0.1915,0.1149
"57492","284058",3.0926,0.374,0.1456,3.1543,0.1711,0.1027
"196528","284058",3.463,0.4224,0.1594,3.5185,0.1893,0.1136
"55870","284058",3.5617,0.4191,0.1615,3.6605,0.1911,0.1146
"171023","284058",3.5707,0.4113,0.1641,3.6522,0.1936,0.1162
"55252","284058",3.4691,0.419,0.1566,3.5802,0.1879,0.1127
"80816","284058",3.4321,0.4169,0.1586,3.4691,0.1915,0.1149
"472","284058",3.7222,0.4228,0.1684,3.8086,0.1954,0.1172
"1822","284058",3.6358,0.4122,0.1628,3.7654,0.1905,0.1143
"545","284058",3.5864,0.4194,0.1627,3.679,0.1909,0.1145
"546","284058",3.519,0.4201,0.159,3.6414,0.1914,0.1149
"8314","284058",3.5673,0.4177,0.1658,3.6784,0.1941,0.1165
"9031","284058",3.3118,0.3894,0.1471,3.4194,0.1771,0.1063
"54880","284058",3.5596,0.4113,0.1511,3.658,0.1869,0.1122
"63035","284058",3.4815,0.432,0.1542,3.5432,0.1916,0.1149
"2186","284058",3.4753,0.4156,0.1546,3.5864,0.1894,0.1136
"672","284058",3.4096,0.4046,0.1539,3.506,0.1839,0.1104
"23476","284058",3.3889,0.3993,0.1495,3.4877,0.18,0.108
"7862","284058",3.6358,0.4358,0.1705,3.7222,0.197,0.1182
"54014","284058",4.0926,0.4368,0.2314,4.1852,0.2274,0.1365
"254065","284058",3.4259,0.4193,0.161,3.5062,0.1903,0.1142
"990","284058",3.6296,0.4383,0.1703,3.6852,0.1991,0.1195
"1020","284058",3.6049,0.4224,0.1712,3.6728,0.1989,0.1194
"10659","284058",3.679,0.4198,0.1836,3.8086,0.2022,0.1213
"1105","284058",3.6358,0.4225,0.181,3.7222,0.2015,0.1209
"1106","284058",3.6975,0.4212,0.1854,3.7901,0.2048,0.1229
"1107","284058",3.5679,0.4233,0.1694,3.7099,0.1951,0.117
"1108","284058",3.5,0.4314,0.1531,3.5741,0.1918,0.1151
"26038","284058",3.4444,0.4382,0.1601,3.4938,0.1934,0.116
"55636","284058",3.5107,0.4181,0.159,3.6009,0.1889,0.1133
"57680","284058",3.7407,0.4251,0.1735,3.821,0.2013,0.1211
"11113","284058",3.642,0.4171,0.1658,3.7531,0.1968,0.1181
"286204","284058",3.8457,0.4344,0.1961,3.8889,0.2129,0.1277
"1387","284058",3.6489,0.4325,0.1667,3.7634,0.1975,0.1185
"1457","284058",3.5309,0.4296,0.1622,3.6605,0.1931,0.1159
"1487","284058",3.1728,0.3895,0.1475,3.2469,0.1733,0.104
"8452","284058",3.5741,0.3901,0.1651,3.6852,0.1883,0.113
"8450","284058",3.4815,0.4205,0.1624,3.5679,0.189,0.1134
"1642","284058",3.5062,0.4099,0.1515,3.6111,0.1861,0.1117
"1660","284058",3.642,0.4206,0.1805,3.7593,0.199,0.1194
"1788","284058",3.5988,0.4394,0.1683,3.6728,0.1969,0.1182
"1789","284058",3.5988,0.4298,0.1714,3.7099,0.1983,0.119
"5977","284058",3.5185,0.4298,0.1715,3.5802,0.1981,0.1188
"8726","284058",3.5309,0.4226,0.1607,3.6173,0.1924,0.1155
"79813","284058",3.5185,0.4287,0.1607,3.6049,0.1931,0.1158
"9775","284058",3.5617,0.4166,0.1553,3.6728,0.1893,0.1136
"55250","284058",3.5309,0.4221,0.1765,3.5802,0.1979,0.1188
"26610","284058",3.3951,0.4208,0.1567,3.4506,0.187,0.1122
"2033","284058",3.6154,0.4304,0.1671,3.6761,0.1993,0.1196
"2066","284058",3.7469,0.421,0.1727,3.8642,0.1997,0.1198
"2074","284058",3.562,0.4203,0.1695,3.6628,0.1944,0.1167
"23404","284058",3.5556,0.4107,0.1623,3.6543,0.1902,0.1141
"51010","284058",3.4815,0.405,0.1655,3.6111,0.188,0.1128
"56915","284058",3.5864,0.4137,0.1631,3.6667,0.1895,0.1137
"11340","284058",3.4938,0.4194,0.1629,3.5617,0.1924,0.1154
"5393","284058",3.5864,0.423,0.1707,3.6852,0.1957,0.1174
"2146","284058",3.4691,0.4108,0.1557,3.5926,0.1877,0.1126
"79068","284058",3.5309,0.4288,0.1686,3.6173,0.1964,0.1179
"57459","284058",3.5185,0.41,0.1522,3.6173,0.1891,0.1135
"3054","284058",3.642,0.4203,0.1733,3.7778,0.1998,0.1199
"9759","284058",3.5864,0.4196,0.1626,3.6852,0.1907,0.1144
"10013","284058",3.4815,0.4321,0.1585,3.5617,0.1884,0.113
"55869","284058",3.3704,0.4216,0.1558,3.4321,0.1885,0.1131
"7290","284058",3.3148,0.3909,0.1499,3.4074,0.1819,0.1091
"3141","284058",3.5926,0.4264,0.1778,3.679,0.1969,0.1187
"3192","284058",3.5988,0.4302,0.1712,3.6975,0.1969,0.1181
"10075","284058",3.4074,0.4213,0.1541,3.4938,0.187,0.1122
"8518","284058",3.6358,0.4264,0.17,3.7099,0.1961,0.1181
"3720","284058",3.5679,0.4258,0.1568,3.6605,0.1902,0.1141
"221037","284058",3.3148,0.3909,0.1499,3.4074,0.1819,0.1091
"60","10524",3.5633,0.4087,0.1594,3.7089,0.1917,0.1151
"51412","10524",3.6329,0.4161,0.18,3.7722,0.2036,0.1222
"23394","10524",3.7083,0.4104,0.162,3.8155,0.1962,0.1177
"8289","10524",3.6404,0.4223,0.17,3.6854,0.1993,0.1196
"57492","10524",3.6516,0.4269,0.171,3.7226,0.2008,0.1205
"196528","10524",3.8155,0.4493,0.1775,3.8932,0.2022,0.1213
"55870","10524",3.5424,0.4143,0.1611,3.6102,0.1928,0.1157
"171023","10524",3.8098,0.4354,0.1811,3.875,0.2071,0.1242
"55252","10524",3.4783,0.4283,0.1635,3.5652,0.1974,0.1184
"80816","10524",3.5943,0.4281,0.168,3.6792,0.1975,0.1185
"472","10524",3.7985,0.4337,0.179,3.903,0.2064,0.1239
"1822","10524",3.6632,0.4337,0.1707,3.7158,0.2005,0.1203
"545","10524",3.619,0.4168,0.1743,3.7143,0.1994,0.1196
"546","10524",3.6962,0.4211,0.1652,3.789,0.196,0.1177
"8314","10524",3.7895,0.4179,0.1659,3.9064,0.1995,0.1197
"9031","10524",3.6022,0.417,0.1634,3.6989,0.196,0.1176
"54880","10524",3.6062,0.4335,0.1661,3.6891,0.2006,0.1204
"63035","10524",3.425,0.426,0.1532,3.6,0.1921,0.1153
"2186","10524",3.7333,0.4155,0.1647,3.84,0.1987,0.1192
"672","10524",3.6867,0.4258,0.1654,3.759,0.2028,0.1217
"23476","10524",3.6103,0.4122,0.1613,3.7132,0.1917,0.115
"7862","10524",3.475,0.4042,0.1699,3.575,0.1957,0.1174
"54014","10524",4.175,0.4212,0.2314,4.35,0.2269,0.1361
"254065","10524",3.35,0.3964,0.1544,3.6,0.1861,0.1117
"990","10524",3.5781,0.4107,0.1709,3.6875,0.1961,0.1176
"1020","10524",3.525,0.4038,0.1583,3.575,0.1883,0.113
"10659","10524",3.7581,0.4197,0.1985,3.8387,0.2049,0.1229
"1105","10524",3.65,0.4044,0.1723,3.8,0.195,0.117
"1106","10524",3.8378,0.4204,0.1906,3.9054,0.2063,0.1238
"1107","10524",3.587,0.4116,0.1709,3.6739,0.1942,0.1165
"1108","10524",3.15,0.4379,0.1645,3.175,0.1883,0.113
"26038","10524",3.45,0.4203,0.1552,3.475,0.1936,0.1162
"55636","10524",3.5923,0.4156,0.1629,3.6996,0.1977,0.1186
"57680","10524",3.7812,0.4398,0.1807,3.8646,0.2084,0.1255
"11113","10524",3.35,0.4197,0.1681,3.375,0.1951,0.1171
"286204","10524",3.575,0.3949,0.1813,3.7,0.1942,0.1165
"1387","10524",3.7443,0.4263,0.1725,3.8473,0.2028,0.1217
"1457","10524",3.4792,0.4011,0.162,3.5417,0.1924,0.1154
"1487","10524",3.5161,0.4182,0.1664,3.5935,0.1948,0.1169
"8452","10524",3.95,0.4327,0.201,4.1,0.2153,0.1292
"8450","10524",3.5366,0.416,0.1619,3.5732,0.1933,0.116
"1642","10524",3.4898,0.4044,0.1534,3.6122,0.1933,0.116
"1660","10524",3.7,0.4184,0.1744,3.725,0.1955,0.1173
"1788","10524",3.547,0.4292,0.1677,3.6838,0.2025,0.1215
"1789","10524",3.6494,0.4342,0.1711,3.7273,0.1988,0.1193
"5977","10524",3.699,0.4332,0.1851,3.8155,0.2019,0.1211
"8726","10524",3.5319,0.4351,0.1653,3.6809,0.1997,0.1198
"79813","10524",3.7415,0.4179,0.1701,3.7891,0.202,0.1212
"9775","10524",3.6744,0.4496,0.1627,3.7209,0.1983,0.119
"55250","10524",3.675,0.4283,0.1828,3.775,0.2058,0.1235
"26610","10524",3.4,0.4119,0.1481,3.45,0.1848,0.1109
"2033","10524",3.6964,0.4239,0.1751,3.7935,0.2005,0.1203
"2066","10524",3.7358,0.4335,0.1718,3.8679,0.2037,0.1222
"2074","10524",3.7054,0.4328,0.1725,3.7752,0.2006,0.1204
"23404","10524",3.6977,0.4003,0.1631,3.7907,0.2003,0.1202
"51010","10524",3.4,0.417,0.1649,3.4222,0.1904,0.1142
"56915","10524",3.551,0.4038,0.167,3.6122,0.1941,0.1165
"11340","10524",3.5476,0.4123,0.1607,3.6667,0.1947,0.1168
"5393","10524",3.5846,0.39,0.1715,3.7231,0.1915,0.1149
"2146","10524",3.6162,0.4051,0.1574,3.7273,0.1919,0.1151
"79068","10524",3.35,0.4161,0.1712,3.425,0.193,0.1158
"57459","10524",3.5893,0.4173,0.1603,3.6786,0.1945,0.1167
"3054","10524",3.775,0.4268,0.1707,3.875,0.2068,0.1241
"9759","10524",3.7876,0.438,0.1779,3.8673,0.2068,0.1241
"10013","10524",3.5,0.4624,0.171,3.575,0.2053,0.1232
"55869","10524",3.6176,0.4317,0.1679,3.6838,0.2013,0.1208
"7290","10524",3.6336,0.4184,0.1601,3.7176,0.1928,0.1157
"3141","10524",3.8,0.4343,0.1749,3.9,0.2049,0.1234
"3192","10524",3.4583,0.4023,0.1665,3.5208,0.1934,0.116
"10075","10524",3.4937,0.4272,0.1566,3.5316,0.1903,0.1142
"8518","10524",3.6923,0.4223,0.1752,3.7692,0.1985,0.1195
"3720","10524",3.537,0.4177,0.1649,3.5926,0.1953,0.1172
"221037","10524",3.6336,0.4184,0.1601,3.7176,0.1928,0.1157
"284058","10524",3.6296,0.4181,0.1663,3.7222,0.1992,0.1195
"60","7994",3.5506,0.4139,0.1545,3.6329,0.189,0.1135
"51412","7994",3.625,0.4348,0.1814,3.7167,0.2042,0.1225
"23394","7994",3.5476,0.4143,0.1589,3.625,0.1906,0.1143
"8289","7994",3.4917,0.4161,0.1662,3.5417,0.193,0.1158
"57492","7994",3.4323,0.4326,0.1646,3.4839,0.1917,0.115
"196528","7994",3.675,0.4315,0.1729,3.7583,0.1996,0.1197
"55870","7994",3.6167,0.4163,0.1633,3.7,0.1911,0.1147
"171023","7994",3.7011,0.4234,0.1682,3.7826,0.1952,0.1171
"55252","7994",3.5917,0.4195,0.1597,3.7167,0.1897,0.1138
"80816","7994",3.4,0.4096,0.159,3.45,0.1851,0.1111
"472","7994",3.597,0.4056,0.1587,3.7239,0.1901,0.1141
"1822","7994",3.6,0.4113,0.1596,3.7167,0.1893,0.1136
"545","7994",3.5667,0.4052,0.1602,3.7167,0.1886,0.1132
"546","7994",3.6667,0.4246,0.1619,3.7637,0.1967,0.1181
"8314","7994",3.6257,0.4146,0.1642,3.731,0.1964,0.1178
"9031","7994",3.4892,0.414,0.1571,3.5645,0.1878,0.1127
"54880","7994",3.715,0.4461,0.1658,3.7668,0.1975,0.1185
"63035","7994",3.525,0.4302,0.1582,3.5917,0.1933,0.116
"2186","7994",3.3917,0.426,0.1563,3.45,0.1896,0.1137
"672","7994",3.5964,0.4341,0.1605,3.6867,0.1936,0.1161
"23476","7994",3.375,0.4138,0.1578,3.4338,0.1889,0.1133
"7862","7994",3.6917,0.4273,0.1723,3.7667,0.2025,0.1215
"54014","7994",4.0917,0.4154,0.2165,4.2167,0.2178,0.1307
"254065","7994",3.4583,0.4229,0.1621,3.525,0.1932,0.1159
"990","7994",3.5917,0.4241,0.1621,3.65,0.1927,0.1156
"1020","7994",3.6167,0.409,0.1756,3.7417,0.1976,0.1185
"10659","7994",3.6417,0.4066,0.178,3.7583,0.1944,0.1166
"1105","7994",3.5667,0.4264,0.1739,3.6417,0.1974,0.1185
"1106","7994",3.7667,0.4201,0.1856,3.8667,0.2056,0.1233
"1107","7994",3.5917,0.4156,0.1639,3.675,0.195,0.117
"1108","7994",3.4333,0.4216,0.1521,3.4833,0.1894,0.1136
"26038","7994",3.4333,0.4206,0.1563,3.5167,0.1884,0.1131
"55636","7994",3.6395,0.4359,0.1655,3.7296,0.1982,0.1189
"57680","7994",3.475,0.4274,0.1624,3.525,0.1917,0.1153
"11113","7994",3.6833,0.4388,0.1769,3.7833,0.2039,0.1223
"286204","7994",3.8,0.4167,0.1913,3.925,0.2063,0.1238
"1387","7994",3.5916,0.4098,0.1588,3.7214,0.1927,0.1156
"1457","7994",3.5833,0.4259,0.1575,3.7,0.191,0.1146
"1487","7994",3.4065,0.4169,0.1599,3.4839,0.1867,0.112
"8452","7994",3.7583,0.4225,0.1874,3.9167,0.2059,0.1236
"8450","7994",3.575,0.4407,0.1604,3.6333,0.1963,0.1178
"1642","7994",3.4917,0.4192,0.1529,3.625,0.1885,0.1131
"1660","7994",3.5667,0.4341,0.1774,3.625,0.1974,0.1185
"1788","7994",3.675,0.4307,0.1706,3.7583,0.2003,0.1202
"1789","7994",3.6167,0.4291,0.1676,3.725,0.1979,0.1188
"5977","7994",3.4917,0.4115,0.167,3.5417,0.194,0.1164
"8726","7994",3.5417,0.4248,0.1585,3.625,0.1925,0.1155
"79813","7994",3.551,0.4167,0.1618,3.6463,0.1906,0.1144
"9775","7994",3.675,0.4323,0.1662,3.7917,0.1968,0.1181
"55250","7994",3.6667,0.4324,0.1807,3.775,0.2019,0.1211
"26610","7994",3.4333,0.4161,0.1548,3.475,0.1859,0.1115
"2033","7994",3.6599,0.4197,0.1653,3.7692,0.194,0.1164
"2066","7994",3.6667,0.4405,0.1815,3.7583,0.2065,0.1239
"2074","7994",3.6085,0.4258,0.1653,3.6938,0.1937,0.1162
"23404","7994",3.5,0.4133,0.1683,3.625,0.1924,0.1154
"51010","7994",3.6167,0.4334,0.1723,3.6833,0.1971,0.1183
"56915","7994",3.475,0.4152,0.1683,3.5667,0.1917,0.115
"11340","7994",3.4583,0.3927,0.1512,3.5167,0.1825,0.1095
"5393","7994",3.575,0.4306,0.1742,3.6667,0.1977,0.1186
"2146","7994",3.5167,0.4096,0.1616,3.5833,0.1919,0.1151
"79068","7994",3.6083,0.4367,0.1684,3.7,0.1998,0.1199
"57459","7994",3.6417,0.4379,0.166,3.7417,0.1985,0.1191
"3054","7994",3.6417,0.4154,0.1758,3.7833,0.1965,0.1179
"9759","7994",3.45,0.412,0.1658,3.5167,0.1892,0.1135
"10013","7994",3.4917,0.4248,0.1607,3.6,0.1912,0.1147
"55869","7994",3.375,0.4155,0.1557,3.4118,0.1837,0.1102
"7290","7994",3.4122,0.4153,0.1579,3.4504,0.186,0.1116
"3141","7994",3.7083,0.4235,0.172,3.8083,0.1985,0.1197
"3192","7994",3.55,0.4098,0.169,3.65,0.1914,0.1148
"10075","7994",3.3417,0.3994,0.1501,3.4333,0.1843,0.1106
"8518","7994",3.6333,0.4353,0.1746,3.6917,0.1993,0.12
"3720","7994",3.575,0.4307,0.1544,3.675,0.1912,0.1147
"221037","7994",3.4122,0.4153,0.1579,3.4504,0.186,0.1116
"284058","7994",3.4506,0.411,0.1548,3.5309,0.1854,0.1113
"10524","7994",3.7333,0.4204,0.1701,3.825,0.204,0.1224
"60","23522",3.5443,0.4296,0.1542,3.6203,0.1882,0.113
"51412","23522",3.6822,0.4274,0.1704,3.7664,0.1984,0.1191
"23394","23522",3.6429,0.4247,0.1608,3.744,0.1953,0.1172
"8289","23522",3.5047,0.4162,0.1631,3.6262,0.192,0.1152
"57492","23522",3.4968,0.4312,0.1639,3.5871,0.1933,0.116
"196528","23522",3.3271,0.4122,0.1546,3.4393,0.1839,0.1103
"55870","23522",3.4206,0.4218,0.1567,3.5047,0.1885,0.1131
"171023","23522",3.625,0.4245,0.1655,3.7283,0.1937,0.1162
"55252","23522",3.5234,0.4187,0.1492,3.6168,0.1879,0.1128
"80816","23522",3.1682,0.4018,0.1436,3.1776,0.1752,0.1051
"472","23522",3.6791,0.4204,0.1574,3.8209,0.1897,0.1138
"1822","23522",3.4579,0.4215,0.1521,3.5514,0.1874,0.1124
"545","23522",3.7009,0.453,0.1675,3.757,0.1975,0.1185
"546","23522",3.5949,0.4078,0.1493,3.7004,0.1863,0.1118
"8314","23522",3.6901,0.4226,0.1555,3.8246,0.1946,0.1167
"9031","23522",3.4624,0.426,0.1548,3.5323,0.1884,0.1131
"54880","23522",3.544,0.4278,0.1508,3.6477,0.1881,0.1129
"63035","23522",3.6168,0.4423,0.1522,3.7009,0.193,0.1158
"2186","23522",3.5421,0.4421,0.1525,3.5794,0.1922,0.1153
"672","23522",3.5181,0.4141,0.1473,3.5843,0.187,0.1122
"23476","23522",3.5515,0.4312,0.1567,3.6397,0.1922,0.1153
"7862","23522",3.5607,0.4277,0.1669,3.6729,0.1963,0.1178
"54014","23522",4.0187,0.4363,0.2299,4.0935,0.2208,0.1325
"254065","23522",3.5794,0.4378,0.162,3.6636,0.1979,0.1187
"990","23522",3.5421,0.4192,0.1543,3.6075,0.1905,0.1143
"1020","23522",3.6355,0.441,0.1765,3.7103,0.2034,0.122
"10659","23522",3.6075,0.4211,0.1771,3.7196,0.1979,0.1187
"1105","23522",3.7196,0.4308,0.1767,3.7664,0.2034,0.1221
"1106","23522",3.8879,0.4151,0.1871,3.9813,0.2063,0.1238
"1107","23522",3.5888,0.4049,0.1511,3.7196,0.1863,0.1118
"1108","23522",3.3271,0.4285,0.1451,3.3925,0.1814,0.1088
"26038","23522",3.6449,0.465,0.1631,3.7009,0.1974,0.1184
"55636","23522",3.5451,0.425,0.1565,3.618,0.1891,0.1135
"57680","23522",3.7757,0.4517,0.1738,3.8224,0.2032,0.1223
"11113","23522",3.6075,0.4291,0.1647,3.7196,0.1973,0.1184
"286204","23522",3.8411,0.4276,0.1949,3.9346,0.2046,0.1228
"1387","23522",3.5802,0.4256,0.1597,3.6756,0.1932,0.1159
"1457","23522",3.4486,0.4007,0.1396,3.5421,0.1827,0.1096
"1487","23522",3.4581,0.4397,0.1596,3.5484,0.1932,0.1159
"8452","23522",3.757,0.439,0.1792,3.8692,0.203,0.1218
"8450","23522",3.4299,0.4332,0.154,3.5327,0.1884,0.1131
"1642","23522",3.514,0.4246,0.1483,3.6542,0.1876,0.1126
"1660","23522",3.4766,0.412,0.162,3.5701,0.1905,0.1143
"1788","23522",3.3419,0.3874,0.1448,3.4274,0.1781,0.1068
"1789","23522",3.6449,0.4247,0.1533,3.729,0.1921,0.1152
"5977","23522",3.4206,0.4063,0.1598,3.5047,0.1882,0.1129
"8726","23522",3.5794,0.4131,0.148,3.6542,0.1881,0.1129
"79813","23522",3.3469,0.4005,0.147,3.4218,0.1841,0.1105
"9775","23522",3.6636,0.4496,0.1592,3.7664,0.1954,0.1172
"55250","23522",3.6262,0.4297,0.1728,3.7196,0.1987,0.1192
"26610","23522",3.4019,0.4197,0.1464,3.4299,0.1827,0.1096
"2033","23522",3.5749,0.4178,0.1576,3.7085,0.1931,0.1159
"2066","23522",3.6822,0.4323,0.1708,3.8131,0.2009,0.1205
"2074","23522",3.4225,0.4194,0.1535,3.5194,0.1857,0.1114
"23404","23522",3.6636,0.4183,0.1601,3.729,0.1971,0.1182
"51010","23522",3.4486,0.4256,0.1569,3.5234,0.185,0.111
"56915","23522",3.5514,0.4052,0.1529,3.6168,0.1876,0.1126
"11340","23522",3.5794,0.4391,0.1654,3.6355,0.1931,0.1158
"5393","23522",3.6075,0.4225,0.1643,3.6916,0.192,0.1152
"2146","23522",3.2243,0.3865,0.1431,3.2897,0.1763,0.1058
"79068","23522",3.5234,0.4278,0.1641,3.6449,0.1908,0.1145
"57459","23522",3.5514,0.4152,0.1508,3.6168,0.1879,0.1127
"3054","23522",3.6168,0.4285,0.1701,3.7196,0.1952,0.1171
"9759","23522",3.4602,0.4236,0.1593,3.5044,0.1883,0.113
"10013","23522",3.4299,0.4097,0.149,3.5421,0.1844,0.1107
"55869","23522",3.4485,0.4229,0.1494,3.5368,0.1863,0.1118
"7290","23522",3.5725,0.4189,0.1548,3.6565,0.1868,0.1121
"3141","23522",3.4766,0.4147,0.1668,3.5607,0.1903,0.1148
"3192","23522",3.5701,0.4139,0.1573,3.6636,0.1926,0.1156
"10075","23522",3.3271,0.4239,0.1447,3.3832,0.1782,0.1069
"8518","23522",3.6168,0.427,0.1614,3.7477,0.1968,0.1185
"3720","23522",3.4673,0.4063,0.1414,3.5421,0.1802,0.1081
"221037","23522",3.5725,0.4189,0.1548,3.6565,0.1868,0.1121
"284058","23522",3.4815,0.4112,0.1535,3.5741,0.187,0.1122
"10524","23522",3.6636,0.4377,0.1737,3.7383,0.1973,0.1184
"7994","23522",3.625,0.4265,0.1653,3.6667,0.1955,0.1173
"60","84148",3.5886,0.43,0.1439,3.6835,0.1894,0.1138
"51412","84148",3.4557,0.3862,0.1448,3.6076,0.1822,0.1093
"23394","84148",3.5238,0.4113,0.1425,3.6845,0.1851,0.1111
"8289","84148",3.6067,0.4232,0.1507,3.7079,0.193,0.1158
"57492","84148",3.4258,0.423,0.1492,3.5355,0.1853,0.1112
"196528","84148",3.4854,0.4238,0.1475,3.6019,0.1879,0.1127
"55870","84148",3.3559,0.4089,0.1408,3.4407,0.1812,0.1087
"171023","84148",3.5707,0.424,0.1559,3.6902,0.1905,0.1143
"55252","84148",3.5,0.4195,0.1501,3.6087,0.187,0.1122
"80816","84148",3.6321,0.4225,0.1445,3.717,0.1882,0.1129
"472","84148",3.5,0.4106,0.1477,3.6194,0.1857,0.1114
"1822","84148",3.3684,0.4158,0.1446,3.4316,0.1817,0.109
"545","84148",3.4762,0.4273,0.151,3.5595,0.1905,0.1143
"546","84148",3.5485,0.4281,0.1472,3.6456,0.191,0.1147
"8314","84148",3.5614,0.4124,0.1398,3.6842,0.1855,0.1113
"9031","84148",3.4247,0.4065,0.1339,3.586,0.1787,0.1072
"54880","84148",3.5699,0.4428,0.1487,3.6788,0.1921,0.1153
"63035","84148",3.1786,0.4084,0.1231,3.3571,0.1678,0.1007
"2186","84148",3.5067,0.4456,0.148,3.5867,0.1932,0.1159
"672","84148",3.5482,0.4227,0.1437,3.6687,0.1912,0.1147
"23476","84148",3.4706,0.4268,0.1411,3.5662,0.1849,0.1109
"7862","84148",3.3947,0.3804,0.147,3.6316,0.1837,0.1102
"54014","84148",3.9286,0.4318,0.205,4.0714,0.2115,0.1269
"254065","84148",3.6429,0.4431,0.1539,3.7143,0.2003,0.1202
"990","84148",3.625,0.4689,0.1578,3.6875,0.2033,0.122
"1020","84148",3.5714,0.4263,0.1645,3.6429,0.191,0.1146
"10659","84148",3.5806,0.4132,0.1573,3.6935,0.1898,0.1139
"1105","84148",3.3214,0.4046,0.1508,3.3571,0.1794,0.1077
"1106","84148",3.6622,0.4143,0.1633,3.7973,0.1944,0.1166
"1107","84148",3.4783,0.387,0.1456,3.5435,0.181,0.1086
"1108","84148",3.325,0.4192,0.1381,3.4,0.1786,0.1071
"26038","84148",3.5714,0.4356,0.1459,3.6429,0.1912,0.1147
"55636","84148",3.4592,0.416,0.1425,3.5708,0.1826,0.1095
"57680","84148",3.5104,0.4175,0.1424,3.6042,0.1869,0.1126
"11113","84148",3.25,0.4023,0.1568,3.4,0.1797,0.1078
"286204","84148",3.7368,0.4195,0.1782,3.8158,0.1984,0.119
"1387","84148",3.4351,0.4219,0.1468,3.5725,0.1865,0.1119
"1457","84148",3.4583,0.4487,0.1556,3.5417,0.1949,0.1169
"1487","84148",3.5097,0.422,0.15,3.6129,0.1869,0.1121
"8452","84148",3.6667,0.4174,0.1821,3.7667,0.2056,0.1234
"8450","84148",3.5732,0.4273,0.1429,3.6463,0.1892,0.1135
"1642","84148",3.449,0.4225,0.1392,3.5714,0.1881,0.1128
"1660","84148",3.7059,0.4494,0.1617,3.8529,0.1996,0.1198
"1788","84148",3.5641,0.4265,0.1526,3.6838,0.195,0.117
"1789","84148",3.5195,0.4487,0.1599,3.6234,0.1979,0.1187
"5977","84148",3.4272,0.4195,0.1468,3.534,0.183,0.1098
"8726","84148",3.5319,0.4151,0.1429,3.5745,0.1854,0.1112
"79813","84148",3.5102,0.4149,0.1479,3.5646,0.1904,0.1142
"9775","84148",3.6512,0.4543,0.1595,3.814,0.2054,0.1233
"55250","84148",3.5,0.4385,0.1718,3.5714,0.2022,0.1213
"26610","84148",3.5,0.438,0.1416,3.5,0.1889,0.1133
"2033","84148",3.6356,0.4378,0.1541,3.7247,0.1958,0.1175
"2066","84148",3.717,0.4359,0.1726,3.7547,0.2002,0.1201
"2074","84148",3.562,0.4294,0.1538,3.6512,0.1934,0.1161
"23404","84148",3.5349,0.414,0.1571,3.6047,0.1961,0.1177
"51010","84148",3.3778,0.4129,0.1447,3.6,0.1809,0.1085
"56915","84148",3.4082,0.4119,0.1526,3.4898,0.1836,0.1102
"11340","84148",3.2381,0.4213,0.1474,3.3095,0.1857,0.1114
"5393","84148",3.4154,0.4071,0.1583,3.6154,0.1861,0.1117
"2146","84148",3.4646,0.423,0.1428,3.5354,0.1845,0.1107
"79068","84148",3.5429,0.4555,0.1518,3.6,0.1942,0.1165
"57459","84148",3.3036,0.4031,0.1316,3.4107,0.1751,0.105
"3054","84148",3.5714,0.38,0.146,3.8214,0.1857,0.1114
"9759","84148",3.4425,0.4083,0.1448,3.5398,0.1857,0.1114
"10013","84148",3.4242,0.3931,0.1273,3.5758,0.1687,0.1012
"55869","84148",3.5588,0.4342,0.1453,3.6471,0.1895,0.1137
"7290","84148",3.4351,0.4243,0.1456,3.5496,0.1869,0.1122
"3141","84148",3.6176,0.4211,0.1657,3.6471,0.1984,0.1197
"3192","84148",3.625,0.4215,0.1525,3.6875,0.1921,0.1152
"10075","84148",3.443,0.4407,0.1385,3.557,0.1836,0.1102
"8518","84148",3.4154,0.4218,0.1479,3.5231,0.186,0.112
"3720","84148",3.3519,0.4183,0.135,3.4259,0.1874,0.1124
"221037","84148",3.4351,0.4243,0.1456,3.5496,0.1869,0.1122
"284058","84148",3.4877,0.4225,0.1509,3.5741,0.1895,0.1137
"10524","84148",3.5,0.4383,0.1611,3.65,0.1946,0.1167
"7994","84148",3.4583,0.4211,0.1496,3.5583,0.1851,0.111
"23522","84148",3.4579,0.4299,0.143,3.5701,0.1864,0.1118
"60","23028",3.6013,0.4098,0.1583,3.7215,0.1941,0.1166
"51412","23028",3.5773,0.407,0.1675,3.6598,0.1904,0.1142
"23394","23028",3.6012,0.4157,0.1613,3.7202,0.1907,0.1144
"8289","23028",3.6495,0.4342,0.1752,3.7423,0.1986,0.1191
"57492","23028",3.5742,0.4195,0.1608,3.6968,0.1917,0.115
"196528","23028",3.5825,0.4385,0.1668,3.6311,0.1971,0.1183
"55870","23028",3.6804,0.4217,0.1655,3.7526,0.1967,0.118
"171023","23028",3.7554,0.4259,0.1658,3.8478,0.1973,0.1184
"55252","23028",3.6495,0.4093,0.1605,3.7216,0.1893,0.1136
