"Fila","Columna","Damerau_Levenshtein","Jaccard","Cosine","Hamming","Sorensen_Dice","Jaro_Winkler","columna_name","fila_name"
1487,1387,3.6183,0.4338,0.1709,3.6985,0.1977,0.1186,"CREBBP","CTBP1"
1487,1108,3.2194,0.4091,0.1494,3.2774,0.184,0.1104,"CHD4","CTBP1"
1487,10659,3.6323,0.4314,0.1774,3.671,0.1967,0.118,"CELF2","CTBP1"
1487,57680,3.6581,0.4155,0.1606,3.7742,0.1931,0.1161,"CHD8","CTBP1"
1487,7862,3.6,0.4314,0.1706,3.7032,0.1973,0.1184,"BRPF1","CTBP1"
1487,1457,3.5871,0.4395,0.1622,3.6323,0.196,0.1176,"CSNK2A1","CTBP1"
1487,1105,3.5032,0.4202,0.1729,3.6065,0.1956,0.1174,"CHD1","CTBP1"
1487,55636,3.515,0.4282,0.1592,3.5837,0.1893,0.1136,"CHD7","CTBP1"
1487,196528,3.5032,0.4276,0.1527,3.6,0.1877,0.1126,"ARID2","CTBP1"
1487,1822,3.5935,0.4142,0.1578,3.6903,0.1901,0.1141,"ATN1","CTBP1"
1487,57492,3.0968,0.3864,0.1466,3.1677,0.1718,0.1031,"ARID1B","CTBP1"
1487,546,3.5021,0.4306,0.1585,3.6034,0.1918,0.1152,"ATRX","CTBP1"
1487,171023,3.5598,0.427,0.17,3.6141,0.1982,0.1189,"ASXL1","CTBP1"
1487,55252,3.4,0.4165,0.1539,3.5097,0.1856,0.1114,"ASXL2","CTBP1"
1487,545,3.4387,0.4293,0.1647,3.5097,0.1904,0.1142,"ATR","CTBP1"
1487,60,3.0759,0.389,0.1473,3.1519,0.1754,0.1053,"ACTB","CTBP1"
1487,80816,3.4968,0.4282,0.1585,3.5677,0.1891,0.1135,"ASXL3","CTBP1"
1487,26038,3.4645,0.4394,0.1587,3.5484,0.1919,0.1151,"CHD5","CTBP1"
1487,54880,3.5907,0.4296,0.1571,3.6528,0.1914,0.1149,"BCOR","CTBP1"
1487,8289,3.4516,0.4218,0.1594,3.5355,0.1908,0.1145,"ARID1A","CTBP1"
1487,286204,3.729,0.4327,0.1956,3.8129,0.2119,0.1271,"CRB2","CTBP1"
1487,55870,3.529,0.4277,0.1627,3.5806,0.1929,0.1158,"ASH1L","CTBP1"
1487,254065,3.3419,0.4094,0.1517,3.4065,0.1845,0.1107,"BRWD3","CTBP1"
1487,472,3.6194,0.4226,0.1631,3.6839,0.191,0.1146,"ATM","CTBP1"
1487,672,3.4819,0.4098,0.1526,3.5482,0.1881,0.1129,"BRCA1","CTBP1"
1487,9031,3.328,0.4016,0.1464,3.4516,0.1794,0.1076,"BAZ1B","CTBP1"
1487,54014,3.9613,0.4203,0.2196,4.0323,0.2195,0.1317,"BRWD1","CTBP1"
1487,990,3.5548,0.4326,0.1641,3.5871,0.1938,0.1163,"CDC6","CTBP1"
1487,1020,3.6452,0.4339,0.1782,3.7161,0.2026,0.1215,"CDK5","CTBP1"
1487,63035,3.3419,0.4099,0.1463,3.4065,0.1823,0.1094,"BCORL1","CTBP1"
1487,23394,3.3214,0.3955,0.153,3.3988,0.1787,0.1072,"ADNP","CTBP1"
1487,23476,3.2774,0.4012,0.1451,3.3806,0.1753,0.1052,"BRD4","CTBP1"
1487,51412,3.4129,0.4144,0.1653,3.4323,0.1876,0.1126,"ACTL6B","CTBP1"
1487,11113,3.5677,0.4273,0.1696,3.6129,0.1928,0.1157,"CIT","CTBP1"
1487,2186,3.5742,0.4277,0.1502,3.6774,0.1857,0.1114,"BPTF","CTBP1"
1487,1107,3.6194,0.426,0.1673,3.7097,0.1956,0.1173,"CHD3","CTBP1"
1487,8314,3.4912,0.4015,0.1563,3.5673,0.187,0.1122,"BAP1","CTBP1"
1642,1822,3.6105,0.4147,0.1501,3.7158,0.1904,0.1143,"ATN1","DDB1"
1642,57492,3.5613,0.4171,0.1445,3.6323,0.1861,0.1117,"ARID1B","DDB1"
1642,254065,3.6735,0.4488,0.1619,3.7143,0.1969,0.1181,"BRWD3","DDB1"
1642,1108,3.3265,0.4406,0.1452,3.3878,0.1864,0.1119,"CHD4","DDB1"
1642,8452,3.4898,0.4065,0.17,3.5714,0.1948,0.1169,"CUL3","DDB1"
1642,55870,3.4068,0.4327,0.1476,3.4407,0.1883,0.113,"ASH1L","DDB1"
1642,55636,3.5193,0.4189,0.1481,3.618,0.1909,0.1146,"CHD7","DDB1"
1642,54880,3.5959,0.4303,0.1508,3.6995,0.1931,0.1159,"BCOR","DDB1"
1642,1106,3.7973,0.4428,0.1894,3.8649,0.2107,0.1264,"CHD2","DDB1"
1642,26038,3.3673,0.4407,0.1476,3.5102,0.1866,0.112,"CHD5","DDB1"
1642,7862,3.3469,0.404,0.1468,3.449,0.1818,0.1091,"BRPF1","DDB1"
1642,23476,3.5662,0.4346,0.151,3.6691,0.1883,0.113,"BRD4","DDB1"
1642,8314,3.731,0.4299,0.159,3.8596,0.2004,0.1203,"BAP1","DDB1"
1642,1020,3.5102,0.4121,0.1631,3.6327,0.1934,0.116,"CDK5","DDB1"
1642,54014,4.2653,0.4567,0.2271,4.3265,0.2316,0.1389,"BRWD1","DDB1"
1642,51412,3.5696,0.4118,0.1599,3.6329,0.1903,0.1142,"ACTL6B","DDB1"
1642,1457,3.4082,0.4128,0.1386,3.5306,0.1811,0.1086,"CSNK2A1","DDB1"
1642,171023,3.6739,0.4227,0.1617,3.7609,0.1955,0.1173,"ASXL1","DDB1"
1642,63035,3.2857,0.4052,0.1321,3.4694,0.175,0.105,"BCORL1","DDB1"
1642,8289,3.4831,0.4152,0.1488,3.5506,0.1887,0.1132,"ARID1A","DDB1"
1642,545,3.5833,0.4288,0.148,3.6786,0.1861,0.1116,"ATR","DDB1"
1642,286204,3.8163,0.4275,0.1801,3.8776,0.2036,0.1222,"CRB2","DDB1"
1642,23394,3.619,0.4313,0.1536,3.7143,0.1924,0.1155,"ADNP","DDB1"
1642,672,3.5783,0.4272,0.1476,3.6506,0.1902,0.1141,"BRCA1","DDB1"
1642,990,3.5,0.4178,0.1452,3.5469,0.1891,0.1134,"CDC6","DDB1"
1642,1107,3.5306,0.3993,0.1549,3.5714,0.183,0.1098,"CHD3","DDB1"
1642,80816,3.5,0.4288,0.1499,3.5377,0.1908,0.1145,"ASXL3","DDB1"
1642,472,3.6866,0.4143,0.1572,3.8284,0.1922,0.1153,"ATM","DDB1"
1642,546,3.616,0.4352,0.1559,3.6835,0.1952,0.1172,"ATRX","DDB1"
1642,60,3.4684,0.4132,0.1451,3.5823,0.1848,0.111,"ACTB","DDB1"
1642,11113,3.4694,0.4118,0.1462,3.5714,0.1888,0.1133,"CIT","DDB1"
1642,9031,3.5269,0.4142,0.1464,3.5968,0.1864,0.1119,"BAZ1B","DDB1"
1642,55252,3.2449,0.3864,0.13,3.3265,0.1753,0.1052,"ASXL2","DDB1"
1642,10659,3.5968,0.4211,0.1692,3.6935,0.1961,0.1176,"CELF2","DDB1"
1642,8450,3.5366,0.4293,0.1507,3.6341,0.1909,0.1145,"CUL4B","DDB1"
1642,2186,3.5467,0.4245,0.1427,3.6667,0.1857,0.1114,"BPTF","DDB1"
1642,1387,3.5649,0.4255,0.1534,3.6298,0.1915,0.1149,"CREBBP","DDB1"
1642,57680,3.6042,0.4197,0.1478,3.7083,0.1867,0.1124,"CHD8","DDB1"
1642,196528,3.6311,0.4297,0.1535,3.7184,0.1914,0.1148,"ARID2","DDB1"
1642,1105,3.5714,0.4233,0.1618,3.6531,0.194,0.1164,"CHD1","DDB1"
1642,1487,3.4258,0.4103,0.1439,3.5032,0.1838,0.1103,"CTBP1","DDB1"
1660,1105,3.5882,0.4473,0.188,3.7059,0.2042,0.1225,"CHD1","DHX9"
1660,8452,3.7059,0.4158,0.1955,3.8235,0.2036,0.1222,"CUL3","DHX9"
1660,286204,3.7895,0.4285,0.2008,3.8158,0.2117,0.127,"CRB2","DHX9"
1660,11113,3.3,0.3813,0.1626,3.35,0.1767,0.106,"CIT","DHX9"
1660,196528,3.6214,0.4229,0.1775,3.699,0.1991,0.1195,"ARID2","DHX9"
1660,55636,3.5837,0.4239,0.1705,3.6953,0.1978,0.1187,"CHD7","DHX9"
1660,1457,3.5,0.4021,0.1472,3.5625,0.1811,0.1087,"CSNK2A1","DHX9"
1660,8450,3.5732,0.4172,0.1671,3.7317,0.1963,0.1178,"CUL4B","DHX9"
1660,1108,3.525,0.415,0.1582,3.6,0.1947,0.1168,"CHD4","DHX9"
1660,60,3.6582,0.4182,0.171,3.7975,0.1948,0.117,"ACTB","DHX9"
1660,254065,3.4118,0.4024,0.1623,3.5,0.1872,0.1123,"BRWD3","DHX9"
1660,51412,3.6582,0.4146,0.1753,3.8101,0.1975,0.1185,"ACTL6B","DHX9"
1660,1107,3.7391,0.4265,0.1647,3.8261,0.2013,0.1208,"CHD3","DHX9"
1660,54880,3.6995,0.4338,0.1717,3.772,0.2002,0.1201,"BCOR","DHX9"
1660,1822,3.6421,0.4218,0.1786,3.7579,0.2002,0.1201,"ATN1","DHX9"
1660,9031,3.5914,0.4163,0.1678,3.6774,0.1934,0.116,"BAZ1B","DHX9"
1660,1642,3.7551,0.424,0.1535,3.8776,0.1972,0.1183,"DDB1","DHX9"
1660,1020,3.5882,0.4241,0.1689,3.7059,0.1937,0.1162,"CDK5","DHX9"
1660,55252,3.5652,0.4326,0.1563,3.6522,0.1932,0.1159,"ASXL2","DHX9"
1660,7862,3.6053,0.4383,0.18,3.7105,0.1948,0.1169,"BRPF1","DHX9"
1660,171023,3.587,0.41,0.1697,3.6848,0.194,0.1164,"ASXL1","DHX9"
1660,57680,3.6042,0.4274,0.1752,3.7604,0.1972,0.1188,"CHD8","DHX9"
1660,2186,3.48,0.3846,0.1482,3.5333,0.1836,0.1101,"BPTF","DHX9"
1660,80816,3.5283,0.4185,0.1667,3.6321,0.1913,0.1148,"ASXL3","DHX9"
1660,8289,3.764,0.4329,0.1859,3.8427,0.2054,0.1232,"ARID1A","DHX9"
1660,1106,3.7432,0.4019,0.1811,3.8649,0.1998,0.1199,"CHD2","DHX9"
1660,55870,3.3898,0.4183,0.1713,3.4915,0.1909,0.1145,"ASH1L","DHX9"
1660,990,3.625,0.4488,0.1889,3.7031,0.2101,0.1261,"CDC6","DHX9"
1660,26038,3.3235,0.4391,0.1708,3.4118,0.1934,0.116,"CHD5","DHX9"
1660,23476,3.7059,0.439,0.177,3.7868,0.2011,0.1207,"BRD4","DHX9"
1660,54014,4.1176,0.3926,0.2112,4.2647,0.2153,0.1292,"BRWD1","DHX9"
1660,672,3.5723,0.4163,0.1654,3.6325,0.1957,0.1174,"BRCA1","DHX9"
1660,545,3.7738,0.4316,0.1748,3.881,0.2008,0.1205,"ATR","DHX9"
1660,472,3.7164,0.4271,0.1799,3.8134,0.2019,0.1211,"ATM","DHX9"
1660,10659,3.6452,0.4244,0.178,3.8065,0.1962,0.1177,"CELF2","DHX9"
1660,546,3.6793,0.4093,0.1688,3.7848,0.1955,0.1174,"ATRX","DHX9"
1660,23394,3.6131,0.4265,0.1724,3.6964,0.196,0.1176,"ADNP","DHX9"
1660,63035,3.5,0.4327,0.1621,3.5882,0.1908,0.1145,"BCORL1","DHX9"
1660,57492,3.529,0.4156,0.1747,3.5935,0.1929,0.1157,"ARID1B","DHX9"
1660,8314,3.6082,0.4043,0.1636,3.7485,0.194,0.1164,"BAP1","DHX9"
1660,1387,3.7634,0.4333,0.1816,3.8282,0.204,0.1224,"CREBBP","DHX9"
1660,1487,3.6581,0.4395,0.1814,3.7419,0.2019,0.1211,"CTBP1","DHX9"
1788,26038,3.5556,0.4239,0.1539,3.6239,0.1895,0.1137,"CHD5","DNMT3A"
1788,57492,3.5613,0.4382,0.163,3.671,0.1955,0.1173,"ARID1B","DNMT3A"
1788,8289,3.5043,0.4077,0.1543,3.5726,0.1871,0.1123,"ARID1A","DNMT3A"
1788,55252,3.5385,0.4291,0.1591,3.6239,0.1941,0.1165,"ASXL2","DNMT3A"
1788,23476,3.6544,0.4308,0.1641,3.7868,0.1938,0.1163,"BRD4","DNMT3A"
1788,1020,3.6496,0.4408,0.1828,3.6923,0.2027,0.1216,"CDK5","DNMT3A"
1788,545,3.6154,0.419,0.1636,3.641,0.1952,0.1171,"ATR","DNMT3A"
1788,286204,3.8462,0.4263,0.197,3.9487,0.2142,0.1285,"CRB2","DNMT3A"
1788,990,3.6154,0.4296,0.1649,3.735,0.1997,0.1198,"CDC6","DNMT3A"
1788,11113,3.5043,0.4265,0.1668,3.6068,0.1965,0.1179,"CIT","DNMT3A"
1788,1642,3.5983,0.4231,0.1506,3.6581,0.1892,0.1135,"DDB1","DNMT3A"
1788,1387,3.6603,0.43,0.1714,3.8015,0.2014,0.1208,"CREBBP","DNMT3A"
1788,55636,3.618,0.4193,0.1585,3.721,0.1923,0.1154,"CHD7","DNMT3A"
1788,63035,3.6068,0.4252,0.1549,3.735,0.1959,0.1176,"BCORL1","DNMT3A"
1788,60,3.7468,0.4427,0.1721,3.8165,0.2021,0.1214,"ACTB","DNMT3A"
1788,9031,3.5054,0.4158,0.1527,3.6183,0.1872,0.1123,"BAZ1B","DNMT3A"
1788,2186,3.5043,0.4274,0.158,3.5897,0.1931,0.1159,"BPTF","DNMT3A"
1788,80816,3.5897,0.4291,0.1602,3.7009,0.1915,0.1149,"ASXL3","DNMT3A"
1788,54880,3.6477,0.4171,0.1528,3.7772,0.1915,0.1149,"BCOR","DNMT3A"
1788,8450,3.6068,0.4395,0.1606,3.7265,0.1992,0.1195,"CUL4B","DNMT3A"
1788,54014,4.0598,0.4276,0.2202,4.1111,0.2244,0.1346,"BRWD1","DNMT3A"
1788,472,3.694,0.4335,0.1671,3.8284,0.1969,0.1181,"ATM","DNMT3A"
1788,10659,3.5641,0.4176,0.1784,3.6838,0.1978,0.1187,"CELF2","DNMT3A"
1788,1487,3.4903,0.4276,0.1589,3.6065,0.1913,0.1148,"CTBP1","DNMT3A"
1788,51412,3.8205,0.4459,0.1863,3.9573,0.2098,0.1259,"ACTL6B","DNMT3A"
1788,1660,3.6154,0.4191,0.1731,3.6923,0.1971,0.1182,"DHX9","DNMT3A"
1788,55870,3.5556,0.433,0.1639,3.6325,0.1967,0.118,"ASH1L","DNMT3A"
1788,8314,3.7836,0.4276,0.1656,3.9064,0.2019,0.1211,"BAP1","DNMT3A"
1788,171023,3.7391,0.4309,0.1728,3.8641,0.201,0.1206,"ASXL1","DNMT3A"
1788,7862,3.5385,0.4047,0.1603,3.6325,0.1893,0.1136,"BRPF1","DNMT3A"
1788,1108,3.4872,0.4218,0.1537,3.5556,0.1915,0.1149,"CHD4","DNMT3A"
1788,672,3.7289,0.4361,0.1676,3.7771,0.2022,0.1213,"BRCA1","DNMT3A"
1788,1822,3.6239,0.4106,0.1559,3.7436,0.1924,0.1155,"ATN1","DNMT3A"
1788,1107,3.7607,0.417,0.1665,3.9316,0.2013,0.1208,"CHD3","DNMT3A"
1788,196528,3.3162,0.3952,0.148,3.4017,0.18,0.108,"ARID2","DNMT3A"
1788,254065,3.4017,0.4165,0.1585,3.4701,0.1902,0.1141,"BRWD3","DNMT3A"
1788,1106,3.7949,0.4224,0.19,3.906,0.206,0.1236,"CHD2","DNMT3A"
1788,1105,3.5897,0.4289,0.1768,3.6923,0.2014,0.1209,"CHD1","DNMT3A"
1788,1457,3.5385,0.4329,0.1616,3.6581,0.1956,0.1174,"CSNK2A1","DNMT3A"
1788,23394,3.6012,0.4269,0.1635,3.6726,0.1932,0.1159,"ADNP","DNMT3A"
1788,546,3.7384,0.4292,0.1643,3.8186,0.2,0.1201,"ATRX","DNMT3A"
1788,8452,3.7949,0.4373,0.1849,3.8974,0.2077,0.1246,"CUL3","DNMT3A"
1788,57680,3.7265,0.4111,0.1618,3.8462,0.1963,0.1181,"CHD8","DNMT3A"
1789,1660,3.5195,0.4237,0.1686,3.6234,0.192,0.1152,"DHX9","DNMT3B"
1789,1020,3.6104,0.4178,0.1623,3.6623,0.1939,0.1163,"CDK5","DNMT3B"
1789,55636,3.6438,0.4354,0.1655,3.7425,0.1947,0.1168,"CHD7","DNMT3B"
1789,7862,3.6104,0.4147,0.1657,3.7013,0.1908,0.1145,"BRPF1","DNMT3B"
1789,26038,3.6494,0.4232,0.158,3.7143,0.1913,0.1148,"CHD5","DNMT3B"
1789,57492,3.5871,0.4236,0.1626,3.7226,0.192,0.1152,"ARID1B","DNMT3B"
1789,1642,3.7273,0.4243,0.1617,3.8831,0.1966,0.118,"DDB1","DNMT3B"
1789,286204,3.8701,0.4039,0.1868,4.039,0.2008,0.1205,"CRB2","DNMT3B"
1789,23476,3.6838,0.4373,0.1657,3.75,0.1968,0.1181,"BRD4","DNMT3B"
1789,8314,3.8187,0.4386,0.1689,3.9357,0.2004,0.1203,"BAP1","DNMT3B"
1789,9031,3.5753,0.4216,0.158,3.7312,0.1887,0.1132,"BAZ1B","DNMT3B"
1789,80816,3.566,0.4148,0.1563,3.6792,0.186,0.1116,"ASXL3","DNMT3B"
1789,1457,3.7013,0.4327,0.1614,3.8961,0.1922,0.1153,"CSNK2A1","DNMT3B"
1789,55252,3.7662,0.4343,0.1623,3.8831,0.195,0.117,"ASXL2","DNMT3B"
1789,1822,3.6211,0.4166,0.1534,3.7368,0.1835,0.1101,"ATN1","DNMT3B"
1789,8450,3.4756,0.42,0.1533,3.5854,0.1875,0.1125,"CUL4B","DNMT3B"
1789,171023,3.5924,0.4284,0.1685,3.6902,0.1957,0.1174,"ASXL1","DNMT3B"
1789,1487,3.6387,0.4248,0.1628,3.7548,0.193,0.1158,"CTBP1","DNMT3B"
1789,54880,3.5337,0.4358,0.1603,3.658,0.1931,0.1158,"BCOR","DNMT3B"
1789,57680,3.5833,0.3972,0.1594,3.6771,0.1903,0.1145,"CHD8","DNMT3B"
1789,8289,3.573,0.4233,0.1697,3.6517,0.1934,0.1161,"ARID1A","DNMT3B"
1789,1108,3.6364,0.4211,0.1523,3.7403,0.188,0.1128,"CHD4","DNMT3B"
1789,254065,3.4156,0.4045,0.1576,3.5195,0.1873,0.1124,"BRWD3","DNMT3B"
1789,54014,3.9481,0.4047,0.2213,4.026,0.216,0.1296,"BRWD1","DNMT3B"
1789,545,3.619,0.4354,0.1648,3.6667,0.1948,0.1169,"ATR","DNMT3B"
1789,1106,3.6364,0.4005,0.1762,3.7792,0.1971,0.1182,"CHD2","DNMT3B"
1789,55870,3.7273,0.4485,0.1713,3.7922,0.1988,0.1193,"ASH1L","DNMT3B"
1789,63035,3.5714,0.4329,0.1529,3.7143,0.1925,0.1155,"BCORL1","DNMT3B"
1789,472,3.597,0.4208,0.1671,3.709,0.1927,0.1156,"ATM","DNMT3B"
1789,8452,3.7013,0.4123,0.1828,3.8442,0.2062,0.1237,"CUL3","DNMT3B"
1789,672,3.5301,0.4198,0.1592,3.6506,0.1927,0.1156,"BRCA1","DNMT3B"
1789,196528,3.534,0.4268,0.1589,3.6699,0.188,0.1128,"ARID2","DNMT3B"
1789,60,3.5823,0.4371,0.1646,3.7595,0.1976,0.1187,"ACTB","DNMT3B"
1789,990,3.5455,0.4269,0.1593,3.6364,0.1915,0.1149,"CDC6","DNMT3B"
1789,2186,3.5584,0.4075,0.1531,3.6623,0.1881,0.1128,"BPTF","DNMT3B"
1789,546,3.6582,0.4255,0.1627,3.7932,0.1938,0.1164,"ATRX","DNMT3B"
1789,23394,3.6786,0.4146,0.1605,3.7917,0.1926,0.1156,"ADNP","DNMT3B"
1789,1105,3.7273,0.436,0.1805,3.7922,0.203,0.1218,"CHD1","DNMT3B"
1789,1387,3.7366,0.4434,0.1748,3.8282,0.2024,0.1214,"CREBBP","DNMT3B"
1789,1107,3.6753,0.4135,0.162,3.8312,0.1937,0.1162,"CHD3","DNMT3B"
1789,11113,3.5325,0.4122,0.1509,3.6753,0.1879,0.1127,"CIT","DNMT3B"
1789,51412,3.5823,0.4316,0.1703,3.7215,0.1959,0.1175,"ACTL6B","DNMT3B"
1789,1788,3.5556,0.4135,0.1593,3.7521,0.1884,0.113,"DNMT3A","DNMT3B"
1789,10659,3.8312,0.4248,0.188,3.9481,0.2024,0.1214,"CELF2","DNMT3B"
1822,57492,3.5226,0.4084,0.1565,3.6645,0.1874,0.1124,"ARID1B","ATN1"
1822,80816,3.5472,0.4203,0.155,3.6226,0.1899,0.114,"ASXL3","ATN1"
1822,51412,3.6737,0.4357,0.1797,3.7789,0.2011,0.1206,"ACTL6B","ATN1"
1822,196528,3.3592,0.4026,0.1544,3.4272,0.1835,0.1101,"ARID2","ATN1"
1822,8289,3.6632,0.4422,0.1704,3.8421,0.1997,0.1198,"ARID1A","ATN1"
1822,472,3.6045,0.4102,0.1572,3.7388,0.1901,0.114,"ATM","ATN1"
1822,23394,3.7262,0.4253,0.1632,3.8393,0.1946,0.1168,"ADNP","ATN1"
1822,55870,3.5579,0.4354,0.1663,3.6211,0.1979,0.1188,"ASH1L","ATN1"
1822,60,3.557,0.4058,0.1566,3.6962,0.188,0.1129,"ACTB","ATN1"
1822,171023,3.6141,0.4139,0.1603,3.7337,0.1918,0.1151,"ASXL1","ATN1"
1822,55252,3.6316,0.4188,0.1538,3.7263,0.1934,0.116,"ASXL2","ATN1"
1911,7703,3.4024,0.4271,0.1527,3.4756,0.1867,0.112,"PCGF2","PHC1"
1911,2033,3.5425,0.4268,0.1712,3.6478,0.197,0.1182,"EP300","PHC1"
1911,5927,3.4,0.4249,0.1561,3.4571,0.1915,0.1149,"KDM5A","PHC1"
1911,11113,3.275,0.3619,0.1431,3.4,0.1824,0.1095,"CIT","PHC1"
1911,1642,3.5918,0.4414,0.1627,3.6122,0.1936,0.1161,"DDB1","PHC1"
1911,80816,3.4434,0.3957,0.1483,3.5283,0.185,0.111,"ASXL3","PHC1"
1911,56915,3.4286,0.3965,0.1495,3.5102,0.1838,0.1103,"EXOSC5","PHC1"
1911,5393,3.3077,0.3782,0.1502,3.4769,0.1799,0.1079,"EXOSC9","PHC1"
1911,1457,3.5417,0.4242,0.1605,3.6042,0.2012,0.1207,"CSNK2A1","PHC1"
1911,3720,3.3889,0.3891,0.1389,3.5,0.1788,0.1073,"JARID2","PHC1"
1911,25836,3.4682,0.4206,0.1552,3.526,0.1908,0.1145,"NIPBL","PHC1"
1911,26038,3.2692,0.3765,0.1461,3.3077,0.1662,0.0997,"CHD5","PHC1"
1911,2186,3.3467,0.4071,0.1435,3.4533,0.1819,0.1092,"BPTF","PHC1"
1911,6885,3.461,0.4136,0.1591,3.526,0.1899,0.114,"MAP3K7","PHC1"
1911,472,3.5896,0.4148,0.1669,3.6493,0.1941,0.1165,"ATM","PHC1"
1911,1789,3.4675,0.3943,0.1593,3.5974,0.1866,0.112,"DNMT3B","PHC1"
1911,54704,3.3636,0.3814,0.1477,3.5,0.1828,0.1097,"PDP1","PHC1"
1911,51010,3.5333,0.4009,0.1627,3.6222,0.1882,0.1129,"EXOSC3","PHC1"
1911,57492,3.4645,0.4329,0.1661,3.5161,0.1933,0.116,"ARID1B","PHC1"
1911,60,3.4494,0.4109,0.1565,3.5253,0.1902,0.1142,"ACTB","PHC1"
1911,51412,3.4177,0.3942,0.1634,3.5063,0.1925,0.1155,"ACTL6B","PHC1"
1911,171023,3.6033,0.4157,0.1641,3.7011,0.1937,0.1162,"ASXL1","PHC1"
1911,4297,3.4519,0.393,0.1515,3.5385,0.1832,0.1099,"KMT2A","PHC1"
1911,1788,3.5214,0.4232,0.1661,3.6154,0.1955,0.1173,"DNMT3A","PHC1"
1911,1487,3.4258,0.426,0.1617,3.4903,0.1885,0.1131,"CTBP1","PHC1"
1911,10943,3.3721,0.4132,0.1565,3.4651,0.1863,0.1118,"MSL3","PHC1"
1911,1105,3.4444,0.397,0.1572,3.4815,0.1915,0.1149,"CHD1","PHC1"
1911,10765,3.5405,0.4205,0.1622,3.5946,0.1878,0.1127,"KDM5B","PHC1"
1911,8085,3.4944,0.4172,0.1615,3.6022,0.1915,0.1149,"KMT2D","PHC1"
1911,3054,3.1364,0.3595,0.1499,3.3182,0.1736,0.1042,"HCFC1","PHC1"
1911,1387,3.5305,0.4206,0.1629,3.6489,0.1944,0.1166,"CREBBP","PHC1"
1911,1107,3.6087,0.4206,0.1666,3.6957,0.1954,0.1172,"CHD3","PHC1"
1911,63035,3.3214,0.36,0.125,3.3929,0.1642,0.0985,"BCORL1","PHC1"
1911,23394,3.4702,0.3996,0.1554,3.5476,0.1859,0.1115,"ADNP","PHC1"
1911,9757,3.4937,0.4137,0.1557,3.6456,0.1928,0.1157,"KMT2B","PHC1"
1911,57680,3.5833,0.4125,0.167,3.6667,0.1952,0.1175,"CHD8","PHC1"
1911,23030,3.3191,0.3939,0.1429,3.3404,0.182,0.1092,"KDM4B","PHC1"
1911,10659,3.5161,0.3728,0.1571,3.6613,0.186,0.1116,"CELF2","PHC1"
1911,23476,3.4559,0.4005,0.1483,3.5441,0.1842,0.1105,"BRD4","PHC1"
1911,672,3.5482,0.402,0.1502,3.6446,0.1914,0.1148,"BRCA1","PHC1"
1911,286204,3.4211,0.3429,0.16,3.5263,0.1877,0.1126,"CRB2","PHC1"
1911,2066,3.8113,0.4358,0.185,3.9057,0.2058,0.1235,"ERBB4","PHC1"
1911,54014,4.2222,0.4315,0.2275,4.3333,0.2231,0.1339,"BRWD1","PHC1"
1911,54888,3.4214,0.4069,0.15,3.4929,0.1874,0.1126,"NSUN2","PHC1"
1911,51780,3.3235,0.3884,0.1466,3.4412,0.1783,0.107,"KDM3B","PHC1"
1911,7403,3.4896,0.423,0.17,3.5975,0.1955,0.1173,"KDM6A","PHC1"
1911,8473,3.5,0.4547,0.1777,3.6,0.204,0.1224,"OGT","PHC1"
1911,79903,3.4524,0.4141,0.1454,3.5476,0.1823,0.1094,"NAA60","PHC1"
1911,8242,3.3824,0.4097,0.1477,3.4559,0.1871,0.1123,"KDM5C","PHC1"
1911,254065,3.4444,0.4485,0.1711,3.4444,0.201,0.1206,"BRWD3","PHC1"
1911,55869,3.3309,0.3976,0.1507,3.4191,0.1816,0.1089,"HDAC8","PHC1"
1911,9759,3.5221,0.4249,0.1674,3.5841,0.1933,0.116,"HDAC4","PHC1"
1911,8289,3.5393,0.425,0.1691,3.6067,0.1957,0.1174,"ARID1A","PHC1"
1911,58508,3.5424,0.4028,0.1568,3.5593,0.1877,0.1126,"KMT2C","PHC1"
1911,55250,3.3889,0.4247,0.1754,3.4444,0.1876,0.1126,"ELP2","PHC1"
1911,1106,3.5541,0.4024,0.1757,3.6757,0.2002,0.1201,"CHD2","PHC1"
1911,55193,3.6667,0.4801,0.2131,3.7222,0.2148,0.1289,"PBRM1","PHC1"
1911,4683,3.5213,0.3989,0.1514,3.6596,0.1862,0.1117,"NBN","PHC1"
1911,10013,3.4848,0.4266,0.1552,3.5455,0.1936,0.1162,"HDAC6","PHC1"
1911,55252,3.4565,0.4,0.152,3.5,0.1837,0.1102,"ASXL2","PHC1"
1911,57459,3.4107,0.4013,0.1352,3.5357,0.1823,0.1094,"GATAD2B","PHC1"
1911,23522,3.5327,0.4122,0.1561,3.6262,0.1898,0.1139,"KAT6B","PHC1"
1911,8726,3.2766,0.3956,0.1438,3.4043,0.1829,0.1097,"EED","PHC1"
1911,79068,3.4857,0.4246,0.1758,3.4857,0.1966,0.118,"FTO","PHC1"
1911,3192,3.4375,0.4187,0.1622,3.5625,0.1926,0.1156,"HNRNPU","PHC1"
1911,84148,3.2857,0.3881,0.1287,3.3929,0.1762,0.1057,"KAT8","PHC1"
1911,8452,3.5333,0.4095,0.1663,3.7667,0.1934,0.1161,"CUL3","PHC1"
1911,23135,3.3077,0.4268,0.1511,3.3846,0.1879,0.1128,"KDM6B","PHC1"
1911,55777,3.3333,0.4153,0.1521,3.375,0.1884,0.1131,"MBD5","PHC1"
